doc,exp,sent_t,chain_t,umap_t,cluster_t
1873,allow_hierarchical,0,0.008,0.156,0.003
1874,allow_hierarchical,0,0.001,0.0,0.002
1875,allow_hierarchical,0,0.012,0.233,0.004
1876,allow_hierarchical,0,0.0,0.0,0.001
1877,allow_hierarchical,0,0.01,0.175,0.004
1878,allow_hierarchical,0,0.002,0.085,0.003
1879,allow_hierarchical,0,0.0,0.0,0.002
1880,allow_hierarchical,0,0.008,0.233,0.003
1881,allow_hierarchical,0,0.005,0.156,0.004
1882,allow_hierarchical,0,0.003,0.123,0.003
1883,allow_hierarchical,0,0.001,0.106,0.003
1884,allow_hierarchical,0,0.001,0.111,0.003
1885,allow_hierarchical,0,0.001,0.096,0.002
1886,allow_hierarchical,0,0.0,0.0,0.001
1887,allow_hierarchical,0,0.011,0.314,0.006
1888,allow_hierarchical,0,0.002,0.134,0.003
1889,allow_hierarchical,0,0.005,0.173,0.002
1890,allow_hierarchical,0,0.001,0.106,0.002
1891,allow_hierarchical,0,0.005,0.211,0.004
1892,allow_hierarchical,0,0.007,0.184,0.003
1893,allow_hierarchical,0,0.002,0.121,0.003
1894,allow_hierarchical,0,0.0,0.103,0.002
1895,allow_hierarchical,0,0.002,0.118,0.003
1896,allow_hierarchical,0,0.008,0.131,0.003
1897,allow_hierarchical,0,0.008,0.221,0.004
1899,allow_hierarchical,0,0.008,0.282,0.005
1900,allow_hierarchical,0,0.002,0.113,0.002
1901,allow_hierarchical,0,0.021,1.192,0.017
1902,allow_hierarchical,0,0.0,0.0,0.001
1903,allow_hierarchical,0,0.002,0.249,0.008
1904,allow_hierarchical,0,0.002,0.086,0.002
1905,allow_hierarchical,0,0.006,0.346,0.004
1906,allow_hierarchical,0,0.003,0.123,0.003
1907,allow_hierarchical,0,0.002,0.244,0.003
1908,allow_hierarchical,0,0.007,0.327,0.004
1909,allow_hierarchical,0,0.002,0.126,0.002
1910,allow_hierarchical,0,0.008,0.133,0.003
1911,allow_hierarchical,0,0.002,0.076,0.002
1912,allow_hierarchical,0,0.003,0.127,0.003
1913,allow_hierarchical,0,0.001,0.095,0.003
1914,allow_hierarchical,0,0.003,0.111,0.002
1915,allow_hierarchical,0,0.002,0.095,0.003
1916,allow_hierarchical,0,0.003,0.107,0.004
1917,allow_hierarchical,0,0.008,0.176,0.004
1918,allow_hierarchical,0,0.004,0.136,0.003
1919,allow_hierarchical,0,0.002,0.102,0.003
1920,allow_hierarchical,0,0.001,0.089,0.002
1921,allow_hierarchical,0,0.001,0.0,0.002
1922,allow_hierarchical,0,0.004,0.214,0.003
1923,allow_hierarchical,0,0.007,0.227,0.004
1924,allow_hierarchical,0,0.009,0.306,0.005
1925,allow_hierarchical,0,0.004,0.166,0.003
1926,allow_hierarchical,0,0.006,0.157,0.002
1927,allow_hierarchical,0,0.003,0.269,0.004
1928,allow_hierarchical,0,0.009,0.262,0.004
1929,allow_hierarchical,0,0.006,0.205,0.004
1930,allow_hierarchical,0,0.004,0.259,0.006
1931,allow_hierarchical,0,0.007,0.131,0.003
1932,allow_hierarchical,0,0.004,0.227,0.004
1933,allow_hierarchical,0,0.004,0.092,0.002
1934,allow_hierarchical,0,0.01,0.192,0.004
1935,allow_hierarchical,0,0.008,0.227,0.003
1936,allow_hierarchical,0,0.007,0.335,0.004
1937,allow_hierarchical,0,0.001,0.107,0.003
1938,allow_hierarchical,0,0.009,0.168,0.003
1939,allow_hierarchical,0,0.007,0.462,0.009
1940,allow_hierarchical,0,0.006,0.181,0.004
1941,allow_hierarchical,0,0.005,0.197,0.004
1942,allow_hierarchical,0,0.009,0.337,0.004
1943,allow_hierarchical,0,0.003,0.086,0.002
1944,allow_hierarchical,0,0.005,0.136,0.003
1945,allow_hierarchical,0,0.004,0.165,0.004
1946,allow_hierarchical,0,0.003,0.118,0.003
1947,allow_hierarchical,0,0.005,0.142,0.003
1948,allow_hierarchical,0,0.003,0.107,0.003
1949,allow_hierarchical,0,0.005,0.201,0.008
1950,allow_hierarchical,0,0.002,0.142,0.004
1951,allow_hierarchical,0,0.003,0.118,0.002
1952,allow_hierarchical,0,0.005,0.127,0.003
1953,allow_hierarchical,0,0.003,0.084,0.002
1954,allow_hierarchical,0,0.008,0.166,0.008
1955,allow_hierarchical,0,0.002,0.161,0.003
1956,allow_hierarchical,0,0.008,0.312,0.005
1957,allow_hierarchical,0,0.015,0.341,0.007
1958,allow_hierarchical,0,0.015,0.438,0.007
1959,allow_hierarchical,0,0.002,0.12,0.004
1960,allow_hierarchical,0,0.012,0.26,0.005
1961,allow_hierarchical,0,0.002,0.148,0.002
1962,allow_hierarchical,0,0.002,0.115,0.003
1963,allow_hierarchical,0,0.001,0.138,0.003
1964,allow_hierarchical,0,0.007,0.115,0.003
1965,allow_hierarchical,0,0.007,0.138,0.003
1966,allow_hierarchical,0,0.0,0.0,0.001
1967,allow_hierarchical,0,0.002,0.12,0.003
1968,allow_hierarchical,0,0.026,0.434,0.008
1970,allow_hierarchical,0,0.003,0.119,0.003
1971,allow_hierarchical,0,0.012,0.318,0.006
1972,allow_hierarchical,0,0.009,0.257,0.005
1973,allow_hierarchical,0,0.006,0.182,0.003
1974,allow_hierarchical,0,0.005,0.138,0.004
1975,allow_hierarchical,0,0.001,0.092,0.002
1976,allow_hierarchical,0,0.002,0.11,0.004
1977,allow_hierarchical,0,0.004,0.164,0.004
1978,allow_hierarchical,0,0.009,0.179,0.004
1979,allow_hierarchical,0,0.004,0.288,0.006
1980,allow_hierarchical,0,0.004,0.229,0.003
1981,allow_hierarchical,0,0.003,0.142,0.002
1982,allow_hierarchical,0,0.007,0.337,0.006
1983,allow_hierarchical,0,0.005,0.167,0.003
1984,allow_hierarchical,0,0.0,0.09,0.002
1985,allow_hierarchical,0,0.004,0.149,0.003
1986,allow_hierarchical,0,0.009,0.299,0.005
1987,allow_hierarchical,0,0.002,0.115,0.003
1988,allow_hierarchical,0,0.009,0.18,0.004
1989,allow_hierarchical,0,0.007,0.217,0.004
1990,allow_hierarchical,0,0.0,0.0,0.002
1991,allow_hierarchical,0,0.014,0.335,0.006
1992,allow_hierarchical,0,0.006,0.171,0.004
1993,allow_hierarchical,0,0.005,0.184,0.002
1994,allow_hierarchical,0,0.004,0.152,0.002
1995,allow_hierarchical,0,0.009,0.15,0.007
1996,allow_hierarchical,0,0.006,0.138,0.004
1997,allow_hierarchical,0,0.007,0.136,0.004
1998,allow_hierarchical,0,0.003,0.113,0.004
1999,allow_hierarchical,0,0.001,0.092,0.002
2000,allow_hierarchical,0,0.006,0.149,0.002
2001,allow_hierarchical,0,0.0,0.084,0.002
2002,allow_hierarchical,0,0.009,0.279,0.005
2003,allow_hierarchical,0,0.007,0.124,0.003
2004,allow_hierarchical,0,0.006,0.148,0.004
2005,allow_hierarchical,0,0.003,0.144,0.003
2006,allow_hierarchical,0,0.004,0.091,0.002
2007,allow_hierarchical,0,0.002,0.248,0.004
2008,allow_hierarchical,0,0.006,0.172,0.005
2009,allow_hierarchical,0,0.002,0.114,0.003
2010,allow_hierarchical,0,0.007,0.241,0.003
2011,allow_hierarchical,0,0.004,0.163,0.004
2012,allow_hierarchical,0,0.006,0.127,0.003
2013,allow_hierarchical,0,0.004,0.111,0.002
2014,allow_hierarchical,0,0.008,0.226,0.004
2015,allow_hierarchical,0,0.0,0.0,0.002
2016,allow_hierarchical,0,0.009,0.195,0.004
2017,allow_hierarchical,0,0.004,0.237,0.006
2018,allow_hierarchical,0,0.005,0.118,0.005
2019,allow_hierarchical,0,0.01,0.184,0.004
2020,allow_hierarchical,0,0.01,0.305,0.006
2021,allow_hierarchical,0,0.002,0.137,0.003
2022,allow_hierarchical,0,0.008,0.173,0.004
2023,allow_hierarchical,0,0.001,0.0,0.002
2024,allow_hierarchical,0,0.006,0.167,0.004
2025,allow_hierarchical,0,0.005,0.256,0.004
2026,allow_hierarchical,0,0.008,0.176,0.003
2027,allow_hierarchical,0,0.002,0.121,0.003
2028,allow_hierarchical,0,0.004,0.175,0.003
2029,allow_hierarchical,0,0.0,0.0,0.002
2030,allow_hierarchical,0,0.003,0.117,0.003
2031,allow_hierarchical,0,0.007,0.293,0.004
2032,allow_hierarchical,0,0.005,0.154,0.003
2033,allow_hierarchical,0,0.002,0.098,0.004
2034,allow_hierarchical,0,0.007,0.139,0.003
2035,allow_hierarchical,0,0.003,0.106,0.003
2036,allow_hierarchical,0,0.014,0.268,0.005
2037,allow_hierarchical,0,0.001,0.09,0.003
2038,allow_hierarchical,0,0.005,0.111,0.003
2039,allow_hierarchical,0,0.001,0.122,0.003
2040,allow_hierarchical,0,0.007,0.204,0.004
2041,allow_hierarchical,0,0.005,0.177,0.004
2042,allow_hierarchical,0,0.005,0.13,0.003
2043,allow_hierarchical,0,0.001,0.086,0.003
2044,allow_hierarchical,0,0.005,0.097,0.003
2045,allow_hierarchical,0,0.003,0.091,0.003
2046,allow_hierarchical,0,0.008,0.205,0.006
2047,allow_hierarchical,0,0.007,0.192,0.004
2048,allow_hierarchical,0,0.0,0.0,0.001
2049,allow_hierarchical,0,0.017,0.273,0.005
2050,allow_hierarchical,0,0.0,0.1,0.003
2051,allow_hierarchical,0,0.011,0.404,0.006
2052,allow_hierarchical,0,0.009,0.291,0.005
2053,allow_hierarchical,0,0.0,0.0,0.002
2054,allow_hierarchical,0,0.003,0.091,0.002
2055,allow_hierarchical,0,0.001,0.0,0.002
2056,allow_hierarchical,0,0.005,0.102,0.003
2057,allow_hierarchical,0,0.004,0.229,0.005
2058,allow_hierarchical,0,0.008,0.113,0.003
2059,allow_hierarchical,0,0.007,0.104,0.003
2060,allow_hierarchical,0,0.004,0.158,0.004
2061,allow_hierarchical,0,0.002,0.084,0.002
2062,allow_hierarchical,0,0.015,0.28,0.005
2063,allow_hierarchical,0,0.003,0.159,0.004
2064,allow_hierarchical,0,0.004,0.1,0.003
2065,allow_hierarchical,0,0.003,0.107,0.003
2066,allow_hierarchical,0,0.002,0.084,0.003
2067,allow_hierarchical,0,0.003,0.159,0.004
2068,allow_hierarchical,0,0.005,0.26,0.004
2069,allow_hierarchical,0,0.002,0.141,0.003
2070,allow_hierarchical,0,0.006,0.187,0.003
2071,allow_hierarchical,0,0.006,0.171,0.004
2072,allow_hierarchical,0,0.008,0.091,0.003
2073,allow_hierarchical,0,0.008,0.202,0.003
2074,allow_hierarchical,0,0.0,0.0,0.0
2075,allow_hierarchical,0,0.004,0.203,0.004
2076,allow_hierarchical,0,0.009,0.271,0.003
2077,allow_hierarchical,0,0.007,0.235,0.003
2078,allow_hierarchical,0,0.0,0.0,0.001
2079,allow_hierarchical,0,0.003,0.138,0.002
2081,allow_hierarchical,0,0.001,0.088,0.003
2082,allow_hierarchical,0,0.0,0.0,0.001
2083,allow_hierarchical,0,0.005,0.164,0.002
2084,allow_hierarchical,0,0.005,0.178,0.003
2085,allow_hierarchical,0,0.0,0.0,0.001
2086,allow_hierarchical,0,0.003,0.104,0.003
2087,allow_hierarchical,0,0.004,0.179,0.003
2088,allow_hierarchical,0,0.01,0.17,0.004
2089,allow_hierarchical,0,0.018,0.397,0.007
2090,allow_hierarchical,0,0.008,0.245,0.005
2091,allow_hierarchical,0,0.006,0.212,0.004
2092,allow_hierarchical,0,0.003,0.115,0.003
2093,allow_hierarchical,0,0.006,0.151,0.004
2094,allow_hierarchical,0,0.004,0.146,0.003
2095,allow_hierarchical,0,0.001,0.098,0.002
2096,allow_hierarchical,0,0.001,0.077,0.002
2097,allow_hierarchical,0,0.009,0.133,0.003
2098,allow_hierarchical,0,0.002,0.08,0.002
2099,allow_hierarchical,0,0.002,0.111,0.003
2100,allow_hierarchical,0,0.003,0.154,0.003
2101,allow_hierarchical,0,0.002,0.096,0.003
2102,allow_hierarchical,0,0.005,0.134,0.003
2103,allow_hierarchical,0,0.004,0.132,0.002
2104,allow_hierarchical,0,0.016,0.348,0.011
2105,allow_hierarchical,0,0.001,0.078,0.002
2106,allow_hierarchical,0,0.003,0.108,0.003
2107,allow_hierarchical,0,0.008,0.176,0.003
2108,allow_hierarchical,0,0.008,0.123,0.002
2109,allow_hierarchical,0,0.005,0.27,0.006
2110,allow_hierarchical,0,0.029,1.032,0.01
2111,allow_hierarchical,0,0.003,0.093,0.003
2112,allow_hierarchical,0,0.005,0.306,0.003
2113,allow_hierarchical,0,0.002,0.166,0.003
2114,allow_hierarchical,0,0.007,0.17,0.007
2115,allow_hierarchical,0,0.002,0.119,0.002
2116,allow_hierarchical,0,0.008,0.11,0.002
2117,allow_hierarchical,0,0.008,0.126,0.003
2118,allow_hierarchical,0,0.008,0.171,0.003
2119,allow_hierarchical,0,0.005,0.139,0.003
2120,allow_hierarchical,0,0.005,0.173,0.004
2121,allow_hierarchical,0,0.005,0.255,0.004
2122,allow_hierarchical,0,0.007,0.192,0.003
2123,allow_hierarchical,0,0.005,0.102,0.003
2124,allow_hierarchical,0,0.014,0.107,0.002
2125,allow_hierarchical,0,0.001,0.093,0.002
2126,allow_hierarchical,0,0.004,0.098,0.003
2127,allow_hierarchical,0,0.004,0.157,0.002
2128,allow_hierarchical,0,0.006,0.161,0.003
2129,allow_hierarchical,0,0.005,0.188,0.004
2130,allow_hierarchical,0,0.002,0.161,0.003
2131,allow_hierarchical,0,0.005,0.14,0.003
2132,allow_hierarchical,0,0.005,0.143,0.003
2133,allow_hierarchical,0,0.001,0.123,0.004
2134,allow_hierarchical,0,0.005,0.165,0.003
2135,allow_hierarchical,0,0.002,0.086,0.003
2136,allow_hierarchical,0,0.008,0.158,0.003
2137,allow_hierarchical,0,0.006,0.183,0.004
2138,allow_hierarchical,0,0.005,0.117,0.002
2139,allow_hierarchical,0,0.003,0.134,0.002
2140,allow_hierarchical,0,0.003,0.181,0.004
2141,allow_hierarchical,0,0.002,0.088,0.003
2142,allow_hierarchical,0,0.005,0.123,0.002
2143,allow_hierarchical,0,0.007,0.181,0.004
2144,allow_hierarchical,0,0.005,0.191,0.004
2145,allow_hierarchical,0,0.007,0.259,0.003
2146,allow_hierarchical,0,0.003,0.106,0.003
2147,allow_hierarchical,0,0.003,0.101,0.002
2148,allow_hierarchical,0,0.002,0.189,0.004
2149,allow_hierarchical,0,0.005,0.096,0.002
2150,allow_hierarchical,0,0.015,0.467,0.012
2151,allow_hierarchical,0,0.002,0.119,0.003
2152,allow_hierarchical,0,0.002,0.188,0.005
2153,allow_hierarchical,0,0.003,0.106,0.008
2154,allow_hierarchical,0,0.006,0.314,0.006
2155,allow_hierarchical,0,0.0,0.0,0.002
2156,allow_hierarchical,0,0.001,0.154,0.003
2157,allow_hierarchical,0,0.008,0.35,0.005
2158,allow_hierarchical,0,0.002,0.133,0.003
2159,allow_hierarchical,0,0.005,0.135,0.003
2160,allow_hierarchical,0,0.001,0.095,0.004
2161,allow_hierarchical,0,0.005,0.215,0.005
2162,allow_hierarchical,0,0.007,0.107,0.004
2163,allow_hierarchical,0,0.001,0.14,0.004
2164,allow_hierarchical,0,0.001,0.0,0.002
2165,allow_hierarchical,0,0.001,0.116,0.007
2166,allow_hierarchical,0,0.004,0.108,0.002
2167,allow_hierarchical,0,0.001,0.0,0.002
2168,allow_hierarchical,0,0.003,0.112,0.003
2169,allow_hierarchical,0,0.009,0.226,0.004
2170,allow_hierarchical,0,0.012,0.323,0.006
2171,allow_hierarchical,0,0.002,0.159,0.003
2172,allow_hierarchical,0,0.001,0.092,0.003
2173,allow_hierarchical,0,0.007,0.162,0.003
2174,allow_hierarchical,0,0.009,0.204,0.005
2175,allow_hierarchical,0,0.002,0.104,0.003
2176,allow_hierarchical,0,0.004,0.147,0.004
2177,allow_hierarchical,0,0.004,0.113,0.002
2178,allow_hierarchical,0,0.007,0.148,0.004
2179,allow_hierarchical,0,0.01,0.219,0.005
2180,allow_hierarchical,0,0.006,0.203,0.005
2181,allow_hierarchical,0,0.002,0.115,0.003
2182,allow_hierarchical,0,0.004,0.21,0.005
2183,allow_hierarchical,0,0.013,0.15,0.004
2184,allow_hierarchical,0,0.001,0.097,0.003
2185,allow_hierarchical,0,0.007,0.211,0.008
2186,allow_hierarchical,0,0.0,0.0,0.002
2187,allow_hierarchical,0,0.022,0.343,0.006
2188,allow_hierarchical,0,0.002,0.135,0.003
2189,allow_hierarchical,0,0.002,0.105,0.004
2190,allow_hierarchical,0,0.009,0.118,0.003
2191,allow_hierarchical,0,0.016,0.334,0.005
2192,allow_hierarchical,0,0.0,0.0,0.002
2193,allow_hierarchical,0,0.004,0.123,0.004
2194,allow_hierarchical,0,0.003,0.169,0.003
2195,allow_hierarchical,0,0.015,0.272,0.006
2196,allow_hierarchical,0,0.008,0.194,0.007
2197,allow_hierarchical,0,0.01,0.149,0.004
2198,allow_hierarchical,0,0.008,0.149,0.003
2199,allow_hierarchical,0,0.009,0.128,0.003
2200,allow_hierarchical,0,0.008,0.14,0.003
2201,allow_hierarchical,0,0.005,0.213,0.003
2202,allow_hierarchical,0,0.001,0.103,0.002
2203,allow_hierarchical,0,0.007,0.242,0.005
2204,allow_hierarchical,0,0.006,0.194,0.003
2205,allow_hierarchical,0,0.022,0.298,0.006
2206,allow_hierarchical,0,0.015,0.31,0.008
2207,allow_hierarchical,0,0.005,0.116,0.004
2208,allow_hierarchical,0,0.014,0.208,0.006
2209,allow_hierarchical,0,0.003,0.109,0.004
2210,allow_hierarchical,0,0.001,0.099,0.003
2211,allow_hierarchical,0,0.014,0.279,0.005
2212,allow_hierarchical,0,0.012,0.292,0.005
2213,allow_hierarchical,0,0.012,0.355,0.006
2214,allow_hierarchical,0,0.008,0.138,0.003
2215,allow_hierarchical,0,0.001,0.0,0.002
2216,allow_hierarchical,0,0.013,0.294,0.006
2217,allow_hierarchical,0,0.001,0.107,0.004
2218,allow_hierarchical,0,0.004,0.208,0.004
2219,allow_hierarchical,0,0.004,0.121,0.002
2220,allow_hierarchical,0,0.003,0.089,0.003
2221,allow_hierarchical,0,0.005,0.171,0.003
2222,allow_hierarchical,0,0.004,0.179,0.004
2223,allow_hierarchical,0,0.002,0.111,0.003
2224,allow_hierarchical,0,0.006,0.223,0.004
2225,allow_hierarchical,0,0.005,0.105,0.003
2226,allow_hierarchical,0,0.0,0.0,0.0
2227,allow_hierarchical,0,0.006,0.158,0.004
2228,allow_hierarchical,0,0.011,0.297,0.005
2229,allow_hierarchical,0,0.001,0.101,0.003
2230,allow_hierarchical,0,0.005,0.155,0.005
2231,allow_hierarchical,0,0.009,0.139,0.004
2232,allow_hierarchical,0,0.001,0.0,0.001
2233,allow_hierarchical,0,0.002,0.09,0.003
2234,allow_hierarchical,0,0.005,0.144,0.003
2235,allow_hierarchical,0,0.007,0.154,0.003
2236,allow_hierarchical,0,0.006,0.174,0.004
2237,allow_hierarchical,0,0.01,0.327,0.005
2238,allow_hierarchical,0,0.014,0.325,0.006
2239,allow_hierarchical,0,0.008,0.211,0.004
2240,allow_hierarchical,0,0.005,0.179,0.004
2241,allow_hierarchical,0,0.002,0.133,0.003
2242,allow_hierarchical,0,0.003,0.179,0.005
2243,allow_hierarchical,0,0.003,0.153,0.003
2244,allow_hierarchical,0,0.007,0.228,0.003
2245,allow_hierarchical,0,0.004,0.163,0.003
2246,allow_hierarchical,0,0.001,0.114,0.003
2247,allow_hierarchical,0,0.012,0.313,0.004
2248,allow_hierarchical,0,0.008,0.159,0.002
2249,allow_hierarchical,0,0.005,0.122,0.003
2250,allow_hierarchical,0,0.002,0.09,0.003
2251,allow_hierarchical,0,0.006,0.144,0.003
2252,allow_hierarchical,0,0.005,0.184,0.005
2253,allow_hierarchical,0,0.002,0.095,0.002
2254,allow_hierarchical,0,0.012,0.401,0.005
2255,allow_hierarchical,0,0.004,0.106,0.003
2256,allow_hierarchical,0,0.005,0.199,0.003
2257,allow_hierarchical,0,0.011,0.217,0.003
2258,allow_hierarchical,0,0.001,0.097,0.002
2259,allow_hierarchical,0,0.011,0.231,0.004
2260,allow_hierarchical,0,0.005,0.128,0.004
2261,allow_hierarchical,0,0.005,0.136,0.003
2262,allow_hierarchical,0,0.01,0.174,0.002
2263,allow_hierarchical,0,0.001,0.089,0.003
2264,allow_hierarchical,0,0.004,0.152,0.002
2265,allow_hierarchical,0,0.001,0.085,0.003
2266,allow_hierarchical,0,0.002,0.142,0.004
2267,allow_hierarchical,0,0.005,0.186,0.003
2268,allow_hierarchical,0,0.004,0.18,0.004
2269,allow_hierarchical,0,0.003,0.105,0.003
2270,allow_hierarchical,0,0.002,0.14,0.003
2271,allow_hierarchical,0,0.007,0.124,0.003
2272,allow_hierarchical,0,0.003,0.102,0.002
2273,allow_hierarchical,0,0.006,0.158,0.004
2274,allow_hierarchical,0,0.011,0.25,0.006
2275,allow_hierarchical,0,0.003,0.22,0.004
2276,allow_hierarchical,0,0.003,0.11,0.003
2277,allow_hierarchical,0,0.006,0.158,0.004
2278,allow_hierarchical,0,0.006,0.136,0.003
2279,allow_hierarchical,0,0.014,0.414,0.005
2280,allow_hierarchical,0,0.005,0.147,0.003
2281,allow_hierarchical,0,0.005,0.168,0.003
2282,allow_hierarchical,0,0.003,0.177,0.004
2283,allow_hierarchical,0,0.009,0.228,0.004
2284,allow_hierarchical,0,0.008,0.315,0.005
2285,allow_hierarchical,0,0.006,0.151,0.002
2286,allow_hierarchical,0,0.0,0.0,0.002
2287,allow_hierarchical,0,0.001,0.089,0.002
2288,allow_hierarchical,0,0.001,0.086,0.002
2289,allow_hierarchical,0,0.002,0.079,0.002
2290,allow_hierarchical,0,0.001,0.092,0.003
2291,allow_hierarchical,0,0.001,0.086,0.002
2292,allow_hierarchical,0,0.018,0.318,0.006
2293,allow_hierarchical,0,0.003,0.093,0.003
2294,allow_hierarchical,0,0.004,0.151,0.004
2295,allow_hierarchical,0,0.003,0.11,0.003
2296,allow_hierarchical,0,0.016,0.504,0.006
2297,allow_hierarchical,0,0.001,0.088,0.002
2298,allow_hierarchical,0,0.001,0.089,0.003
2299,allow_hierarchical,0,0.001,0.087,0.002
2300,allow_hierarchical,0,0.005,0.097,0.003
2301,allow_hierarchical,0,0.001,0.148,0.01
2302,allow_hierarchical,0,0.007,0.19,0.007
2303,allow_hierarchical,0,0.003,0.235,0.004
2304,allow_hierarchical,0,0.003,0.163,0.004
2305,allow_hierarchical,0,0.012,0.272,0.003
2306,allow_hierarchical,0,0.003,0.189,0.003
2307,allow_hierarchical,0,0.006,0.173,0.003
2308,allow_hierarchical,0,0.001,0.076,0.002
2309,allow_hierarchical,0,0.001,0.0,0.001
2310,allow_hierarchical,0,0.0,0.0,0.001
2311,allow_hierarchical,0,0.001,0.104,0.002
2312,allow_hierarchical,0,0.013,0.267,0.004
2313,allow_hierarchical,0,0.009,0.282,0.005
2314,allow_hierarchical,0,0.013,0.154,0.003
2315,allow_hierarchical,0,0.007,0.427,0.008
2316,allow_hierarchical,0,0.003,0.088,0.003
2317,allow_hierarchical,0,0.007,0.151,0.004
2318,allow_hierarchical,0,0.018,0.275,0.005
2319,allow_hierarchical,0,0.001,0.091,0.003
2320,allow_hierarchical,0,0.002,0.086,0.003
2321,allow_hierarchical,0,0.013,0.24,0.004
2322,allow_hierarchical,0,0.009,0.132,0.003
2323,allow_hierarchical,0,0.004,0.088,0.002
2324,allow_hierarchical,0,0.005,0.106,0.002
2325,allow_hierarchical,0,0.007,0.291,0.003
2326,allow_hierarchical,0,0.004,0.162,0.007
2327,allow_hierarchical,0,0.002,0.131,0.004
2328,allow_hierarchical,0,0.017,0.505,0.005
2329,allow_hierarchical,0,0.003,0.092,0.002
2330,allow_hierarchical,0,0.001,0.0,0.002
2331,allow_hierarchical,0,0.012,0.225,0.002
2332,allow_hierarchical,0,0.007,0.102,0.003
2333,allow_hierarchical,0,0.011,0.161,0.003
2334,allow_hierarchical,0,0.004,0.161,0.003
2335,allow_hierarchical,0,0.005,0.196,0.004
2336,allow_hierarchical,0,0.003,0.13,0.003
2337,allow_hierarchical,0,0.0,0.086,0.003
2338,allow_hierarchical,0,0.002,0.109,0.003
2339,allow_hierarchical,0,0.003,0.179,0.004
2340,allow_hierarchical,0,0.004,0.105,0.002
2341,allow_hierarchical,0,0.003,0.147,0.003
2342,allow_hierarchical,0,0.008,0.244,0.003
2343,allow_hierarchical,0,0.005,0.159,0.003
2344,allow_hierarchical,0,0.002,0.132,0.003
2345,allow_hierarchical,0,0.002,0.123,0.002
2346,allow_hierarchical,0,0.003,0.21,0.003
2347,allow_hierarchical,0,0.004,0.162,0.002
2348,allow_hierarchical,0,0.001,0.084,0.002
2349,allow_hierarchical,0,0.012,0.361,0.005
2350,allow_hierarchical,0,0.002,0.127,0.002
2351,allow_hierarchical,0,0.005,0.222,0.003
2352,allow_hierarchical,0,0.001,0.132,0.002
2353,allow_hierarchical,0,0.001,0.088,0.003
2354,allow_hierarchical,0,0.006,0.187,0.003
2355,allow_hierarchical,0,0.009,0.248,0.004
2356,allow_hierarchical,0,0.004,0.131,0.002
2357,allow_hierarchical,0,0.002,0.153,0.002
2358,allow_hierarchical,0,0.0,0.0,0.001
2359,allow_hierarchical,0,0.007,0.318,0.009
2360,allow_hierarchical,0,0.001,0.104,0.003
2361,allow_hierarchical,0,0.001,0.102,0.004
2362,allow_hierarchical,0,0.005,0.156,0.004
2363,allow_hierarchical,0,0.014,0.32,0.008
2364,allow_hierarchical,0,0.018,0.306,0.005
2365,allow_hierarchical,0,0.004,0.135,0.003
2366,allow_hierarchical,0,0.017,0.872,0.012
2367,allow_hierarchical,0,0.024,0.294,0.005
2368,allow_hierarchical,0,0.001,0.0,0.003
2369,allow_hierarchical,0,0.0,0.0,0.002
2370,allow_hierarchical,0,0.002,0.143,0.003
2371,allow_hierarchical,0,0.014,0.165,0.003
2372,allow_hierarchical,0,0.007,0.141,0.003
2373,allow_hierarchical,0,0.005,0.173,0.004
2374,allow_hierarchical,0,0.015,0.362,0.005
2375,allow_hierarchical,0,0.001,0.0,0.002
2376,allow_hierarchical,0,0.002,0.182,0.004
2377,allow_hierarchical,0,0.002,0.118,0.003
2378,allow_hierarchical,0,0.0,0.0,0.0
2379,allow_hierarchical,0,0.005,0.184,0.003
2380,allow_hierarchical,0,0.001,0.087,0.003
2381,allow_hierarchical,0,0.011,0.153,0.003
2382,allow_hierarchical,0,0.007,0.212,0.004
2383,allow_hierarchical,0,0.003,0.088,0.002
2384,allow_hierarchical,0,0.003,0.124,0.002
2385,allow_hierarchical,0,0.008,0.171,0.004
2386,allow_hierarchical,0,0.005,0.198,0.004
2387,allow_hierarchical,0,0.002,0.11,0.003
2389,allow_hierarchical,0,0.006,0.166,0.003
2390,allow_hierarchical,0,0.005,0.172,0.003
2391,allow_hierarchical,0,0.001,0.118,0.002
2392,allow_hierarchical,0,0.002,0.137,0.003
2393,allow_hierarchical,0,0.001,0.118,0.003
2394,allow_hierarchical,0,0.008,0.181,0.004
2395,allow_hierarchical,0,0.009,0.151,0.002
2396,allow_hierarchical,0,0.002,0.092,0.003
2397,allow_hierarchical,0,0.007,0.096,0.003
2398,allow_hierarchical,0,0.001,0.0,0.002
2399,allow_hierarchical,0,0.003,0.118,0.003
2400,allow_hierarchical,0,0.001,0.109,0.004
2401,allow_hierarchical,0,0.006,0.134,0.003
2402,allow_hierarchical,0,0.005,0.233,0.004
2403,allow_hierarchical,0,0.003,0.199,0.004
2404,allow_hierarchical,0,0.008,0.217,0.004
2405,allow_hierarchical,0,0.008,0.101,0.003
2406,allow_hierarchical,0,0.003,0.152,0.003
2407,allow_hierarchical,0,0.001,0.0,0.002
2408,allow_hierarchical,0,0.002,0.132,0.003
2409,allow_hierarchical,0,0.002,0.13,0.003
2410,allow_hierarchical,0,0.001,0.092,0.002
2411,allow_hierarchical,0,0.005,0.277,0.004
2412,allow_hierarchical,0,0.001,0.091,0.002
2413,allow_hierarchical,0,0.006,0.195,0.005
