doc,exp,sent_t,chain_t,umap_t,cluster_t
68,allow_hierarchical,0,0.008,0.378,0.005
69,allow_hierarchical,0,0.005,0.286,0.003
70,allow_hierarchical,0,0.002,0.105,0.002
71,allow_hierarchical,0,0.001,0.081,0.003
72,allow_hierarchical,0,0.004,0.225,0.005
73,allow_hierarchical,0,0.002,0.117,0.002
74,allow_hierarchical,0,0.0,0.0,0.0
75,allow_hierarchical,0,0.008,0.341,0.008
76,allow_hierarchical,0,0.005,0.116,0.003
77,allow_hierarchical,0,0.006,0.17,0.004
78,allow_hierarchical,0,0.0,0.083,0.002
79,allow_hierarchical,0,0.006,0.193,0.003
80,allow_hierarchical,0,0.001,0.081,0.002
81,allow_hierarchical,0,0.002,0.081,0.002
82,allow_hierarchical,0,0.011,0.201,0.005
83,allow_hierarchical,0,0.004,0.106,0.002
84,allow_hierarchical,0,0.002,0.098,0.003
85,allow_hierarchical,0,0.009,0.322,0.004
86,allow_hierarchical,0,0.003,0.141,0.004
87,allow_hierarchical,0,0.005,0.255,0.005
88,allow_hierarchical,0,0.02,0.407,0.006
89,allow_hierarchical,0,0.0,0.0,0.002
90,allow_hierarchical,0,0.005,0.173,0.002
91,allow_hierarchical,0,0.001,0.101,0.003
92,allow_hierarchical,0,0.004,0.083,0.003
93,allow_hierarchical,0,0.016,0.386,0.007
94,allow_hierarchical,0,0.005,0.098,0.002
95,allow_hierarchical,0,0.001,0.1,0.003
96,allow_hierarchical,0,0.004,0.076,0.003
97,allow_hierarchical,0,0.003,0.202,0.004
98,allow_hierarchical,0,0.006,0.162,0.003
99,allow_hierarchical,0,0.011,0.179,0.003
100,allow_hierarchical,0,0.004,0.167,0.004
101,allow_hierarchical,0,0.001,0.087,0.003
102,allow_hierarchical,0,0.003,0.168,0.003
103,allow_hierarchical,0,0.003,0.106,0.003
104,allow_hierarchical,0,0.001,0.093,0.002
105,allow_hierarchical,0,0.006,0.204,0.004
106,allow_hierarchical,0,0.017,0.458,0.008
107,allow_hierarchical,0,0.007,0.114,0.003
108,allow_hierarchical,0,0.005,0.105,0.002
109,allow_hierarchical,0,0.004,0.148,0.004
110,allow_hierarchical,0,0.0,0.088,0.002
111,allow_hierarchical,0,0.01,0.286,0.006
112,allow_hierarchical,0,0.004,0.072,0.002
113,allow_hierarchical,0,0.009,0.394,0.006
114,allow_hierarchical,0,0.002,0.136,0.003
115,allow_hierarchical,0,0.015,0.433,0.007
116,allow_hierarchical,0,0.001,0.071,0.002
117,allow_hierarchical,0,0.006,0.15,0.003
118,allow_hierarchical,0,0.003,0.164,0.004
119,allow_hierarchical,0,0.003,0.143,0.002
120,allow_hierarchical,0,0.017,0.157,0.004
121,allow_hierarchical,0,0.004,0.211,0.005
122,allow_hierarchical,0,0.006,0.099,0.002
123,allow_hierarchical,0,0.002,0.085,0.003
124,allow_hierarchical,0,0.0,0.077,0.003
125,allow_hierarchical,0,0.003,0.182,0.004
126,allow_hierarchical,0,0.002,0.091,0.002
127,allow_hierarchical,0,0.005,0.145,0.003
128,allow_hierarchical,0,0.007,0.389,0.008
129,allow_hierarchical,0,0.005,0.249,0.005
130,allow_hierarchical,0,0.004,0.103,0.002
131,allow_hierarchical,0,0.003,0.076,0.002
132,allow_hierarchical,0,0.002,0.164,0.004
133,allow_hierarchical,0,0.011,0.211,0.003
134,allow_hierarchical,0,0.003,0.152,0.004
135,allow_hierarchical,0,0.003,0.132,0.004
136,allow_hierarchical,0,0.006,0.163,0.004
137,allow_hierarchical,0,0.004,0.126,0.002
138,allow_hierarchical,0,0.01,0.193,0.002
139,allow_hierarchical,0,0.006,0.163,0.003
140,allow_hierarchical,0,0.003,0.211,0.004
141,allow_hierarchical,0,0.002,0.081,0.002
142,allow_hierarchical,0,0.004,0.17,0.004
143,allow_hierarchical,0,0.006,0.181,0.003
144,allow_hierarchical,0,0.005,0.273,0.007
145,allow_hierarchical,0,0.005,0.162,0.003
146,allow_hierarchical,0,0.02,0.411,0.007
147,allow_hierarchical,0,0.001,0.066,0.002
148,allow_hierarchical,0,0.001,0.078,0.002
149,allow_hierarchical,0,0.004,0.292,0.005
150,allow_hierarchical,0,0.007,0.155,0.003
151,allow_hierarchical,0,0.002,0.105,0.002
152,allow_hierarchical,0,0.003,0.1,0.003
153,allow_hierarchical,0,0.006,0.232,0.004
154,allow_hierarchical,0,0.014,0.295,0.004
155,allow_hierarchical,0,0.008,0.111,0.004
156,allow_hierarchical,0,0.009,0.168,0.003
157,allow_hierarchical,0,0.002,0.127,0.003
158,allow_hierarchical,0,0.011,0.198,0.003
159,allow_hierarchical,0,0.009,0.192,0.003
160,allow_hierarchical,0,0.005,0.178,0.005
161,allow_hierarchical,0,0.003,0.12,0.004
162,allow_hierarchical,0,0.004,0.116,0.003
163,allow_hierarchical,0,0.001,0.0,0.002
164,allow_hierarchical,0,0.008,0.128,0.002
165,allow_hierarchical,0,0.007,0.292,0.004
166,allow_hierarchical,0,0.005,0.133,0.003
167,allow_hierarchical,0,0.007,0.215,0.005
168,allow_hierarchical,0,0.011,0.163,0.002
169,allow_hierarchical,0,0.015,0.326,0.006
170,allow_hierarchical,0,0.001,0.093,0.003
171,allow_hierarchical,0,0.001,0.122,0.002
172,allow_hierarchical,0,0.0,0.089,0.003
173,allow_hierarchical,0,0.003,0.11,0.003
174,allow_hierarchical,0,0.002,0.078,0.003
175,allow_hierarchical,0,0.003,0.115,0.003
176,allow_hierarchical,0,0.002,0.092,0.002
177,allow_hierarchical,0,0.006,0.09,0.002
178,allow_hierarchical,0,0.006,0.163,0.004
179,allow_hierarchical,0,0.011,0.182,0.003
180,allow_hierarchical,0,0.003,0.078,0.003
181,allow_hierarchical,0,0.004,0.146,0.004
182,allow_hierarchical,0,0.003,0.161,0.004
183,allow_hierarchical,0,0.004,0.111,0.003
184,allow_hierarchical,0,0.005,0.117,0.003
185,allow_hierarchical,0,0.005,0.199,0.004
186,allow_hierarchical,0,0.013,0.255,0.005
187,allow_hierarchical,0,0.001,0.107,0.002
188,allow_hierarchical,0,0.012,0.149,0.003
189,allow_hierarchical,0,0.0,0.083,0.002
190,allow_hierarchical,0,0.015,0.285,0.005
191,allow_hierarchical,0,0.009,0.188,0.003
192,allow_hierarchical,0,0.006,0.105,0.003
193,allow_hierarchical,0,0.003,0.126,0.003
194,allow_hierarchical,0,0.006,0.179,0.003
195,allow_hierarchical,0,0.004,0.121,0.003
196,allow_hierarchical,0,0.006,0.193,0.004
197,allow_hierarchical,0,0.003,0.099,0.003
198,allow_hierarchical,0,0.004,0.112,0.003
199,allow_hierarchical,0,0.009,0.189,0.004
200,allow_hierarchical,0,0.001,0.145,0.003
201,allow_hierarchical,0,0.004,0.111,0.003
202,allow_hierarchical,0,0.001,0.084,0.002
203,allow_hierarchical,0,0.001,0.08,0.002
204,allow_hierarchical,0,0.006,0.18,0.003
205,allow_hierarchical,0,0.003,0.107,0.002
206,allow_hierarchical,0,0.013,0.222,0.005
207,allow_hierarchical,0,0.0,0.0,0.002
208,allow_hierarchical,0,0.005,0.178,0.003
209,allow_hierarchical,0,0.002,0.086,0.002
210,allow_hierarchical,0,0.007,0.224,0.007
211,allow_hierarchical,0,0.001,0.105,0.003
212,allow_hierarchical,0,0.026,0.73,0.008
213,allow_hierarchical,0,0.001,0.129,0.003
214,allow_hierarchical,0,0.002,0.128,0.014
215,allow_hierarchical,0,0.001,0.173,0.002
216,allow_hierarchical,0,0.007,0.296,0.005
217,allow_hierarchical,0,0.003,0.0,0.002
218,allow_hierarchical,0,0.014,0.182,0.004
219,allow_hierarchical,0,0.003,0.134,0.002
220,allow_hierarchical,0,0.012,0.126,0.002
221,allow_hierarchical,0,0.002,0.125,0.002
222,allow_hierarchical,0,0.0,0.089,0.002
223,allow_hierarchical,0,0.005,0.101,0.003
224,allow_hierarchical,0,0.002,0.119,0.003
225,allow_hierarchical,0,0.007,0.218,0.004
226,allow_hierarchical,0,0.004,0.14,0.003
227,allow_hierarchical,0,0.0,0.083,0.003
228,allow_hierarchical,0,0.006,0.218,0.004
229,allow_hierarchical,0,0.004,0.12,0.002
230,allow_hierarchical,0,0.002,0.121,0.002
231,allow_hierarchical,0,0.002,0.091,0.002
232,allow_hierarchical,0,0.007,0.121,0.002
233,allow_hierarchical,0,0.002,0.131,0.002
234,allow_hierarchical,0,0.004,0.157,0.005
235,allow_hierarchical,0,0.002,0.146,0.003
236,allow_hierarchical,0,0.012,0.316,0.005
237,allow_hierarchical,0,0.009,0.147,0.003
238,allow_hierarchical,0,0.002,0.174,0.003
239,allow_hierarchical,0,0.003,0.135,0.003
240,allow_hierarchical,0,0.003,0.154,0.003
241,allow_hierarchical,0,0.008,0.095,0.002
242,allow_hierarchical,0,0.005,0.293,0.005
243,allow_hierarchical,0,0.004,0.176,0.003
244,allow_hierarchical,0,0.018,0.394,0.009
245,allow_hierarchical,0,0.001,0.084,0.002
246,allow_hierarchical,0,0.002,0.085,0.003
247,allow_hierarchical,0,0.006,0.1,0.002
248,allow_hierarchical,0,0.002,0.105,0.003
249,allow_hierarchical,0,0.004,0.129,0.002
250,allow_hierarchical,0,0.002,0.143,0.003
251,allow_hierarchical,0,0.009,0.296,0.005
252,allow_hierarchical,0,0.005,0.148,0.003
253,allow_hierarchical,0,0.007,0.22,0.005
254,allow_hierarchical,0,0.0,0.087,0.002
255,allow_hierarchical,0,0.002,0.142,0.004
256,allow_hierarchical,0,0.001,0.0,0.002
257,allow_hierarchical,0,0.007,0.174,0.004
258,allow_hierarchical,0,0.01,0.437,0.006
259,allow_hierarchical,0,0.005,0.158,0.004
260,allow_hierarchical,0,0.009,0.138,0.009
261,allow_hierarchical,0,0.001,0.0,0.002
262,allow_hierarchical,0,0.001,0.0,0.002
263,allow_hierarchical,0,0.005,0.154,0.004
264,allow_hierarchical,0,0.015,0.79,0.01
265,allow_hierarchical,0,0.004,0.121,0.003
266,allow_hierarchical,0,0.006,0.305,0.002
267,allow_hierarchical,0,0.009,0.199,0.003
268,allow_hierarchical,0,0.024,0.21,0.003
269,allow_hierarchical,0,0.033,0.292,0.005
270,allow_hierarchical,0,0.006,0.249,0.003
271,allow_hierarchical,0,0.007,0.202,0.003
272,allow_hierarchical,0,0.009,0.22,0.004
273,allow_hierarchical,0,0.012,0.248,0.005
274,allow_hierarchical,0,0.005,0.175,0.003
275,allow_hierarchical,0,0.001,0.09,0.003
276,allow_hierarchical,0,0.002,0.11,0.002
277,allow_hierarchical,0,0.019,0.31,0.005
278,allow_hierarchical,0,0.009,0.156,0.004
279,allow_hierarchical,0,0.013,0.185,0.005
280,allow_hierarchical,0,0.002,0.095,0.002
281,allow_hierarchical,0,0.003,0.195,0.004
282,allow_hierarchical,0,0.005,0.211,0.004
283,allow_hierarchical,0,0.005,0.147,0.004
284,allow_hierarchical,0,0.006,0.267,0.004
285,allow_hierarchical,0,0.004,0.098,0.003
286,allow_hierarchical,0,0.012,0.273,0.006
287,allow_hierarchical,0,0.013,0.362,0.006
288,allow_hierarchical,0,0.004,0.083,0.002
289,allow_hierarchical,0,0.002,0.078,0.002
290,allow_hierarchical,0,0.004,0.118,0.003
291,allow_hierarchical,0,0.006,0.21,0.003
292,allow_hierarchical,0,0.005,0.102,0.002
293,allow_hierarchical,0,0.008,0.262,0.005
294,allow_hierarchical,0,0.011,0.32,0.009
295,allow_hierarchical,0,0.006,0.101,0.003
296,allow_hierarchical,0,0.007,0.245,0.005
297,allow_hierarchical,0,0.001,0.097,0.003
298,allow_hierarchical,0,0.008,0.5,0.006
299,allow_hierarchical,0,0.002,0.166,0.002
300,allow_hierarchical,0,0.002,0.114,0.002
301,allow_hierarchical,0,0.009,0.161,0.002
302,allow_hierarchical,0,0.002,0.08,0.002
303,allow_hierarchical,0,0.006,0.141,0.003
304,allow_hierarchical,0,0.01,0.277,0.004
305,allow_hierarchical,0,0.002,0.134,0.002
306,allow_hierarchical,0,0.002,0.086,0.002
307,allow_hierarchical,0,0.002,0.119,0.003
308,allow_hierarchical,0,0.001,0.072,0.002
309,allow_hierarchical,0,0.003,0.159,0.004
310,allow_hierarchical,0,0.001,0.111,0.002
311,allow_hierarchical,0,0.004,0.158,0.003
312,allow_hierarchical,0,0.004,0.186,0.004
313,allow_hierarchical,0,0.011,0.199,0.003
314,allow_hierarchical,0,0.004,0.173,0.004
315,allow_hierarchical,0,0.001,0.106,0.002
316,allow_hierarchical,0,0.0,0.0,0.001
317,allow_hierarchical,0,0.001,0.11,0.003
318,allow_hierarchical,0,0.02,0.239,0.004
319,allow_hierarchical,0,0.003,0.195,0.003
320,allow_hierarchical,0,0.002,0.128,0.003
321,allow_hierarchical,0,0.003,0.082,0.002
322,allow_hierarchical,0,0.002,0.083,0.002
323,allow_hierarchical,0,0.003,0.129,0.002
324,allow_hierarchical,0,0.007,0.337,0.006
325,allow_hierarchical,0,0.006,0.16,0.004
326,allow_hierarchical,0,0.006,0.289,0.005
327,allow_hierarchical,0,0.004,0.124,0.002
328,allow_hierarchical,0,0.001,0.0,0.001
329,allow_hierarchical,0,0.002,0.083,0.003
330,allow_hierarchical,0,0.005,0.104,0.003
331,allow_hierarchical,0,0.008,0.368,0.005
332,allow_hierarchical,0,0.004,0.111,0.003
333,allow_hierarchical,0,0.005,0.194,0.003
334,allow_hierarchical,0,0.007,0.269,0.006
335,allow_hierarchical,0,0.003,0.109,0.003
336,allow_hierarchical,0,0.005,0.165,0.004
337,allow_hierarchical,0,0.004,0.105,0.002
338,allow_hierarchical,0,0.008,0.241,0.004
339,allow_hierarchical,0,0.005,0.165,0.004
340,allow_hierarchical,0,0.001,0.103,0.002
341,allow_hierarchical,0,0.001,0.083,0.003
342,allow_hierarchical,0,0.0,0.0,0.001
343,allow_hierarchical,0,0.005,0.218,0.003
344,allow_hierarchical,0,0.007,0.138,0.003
345,allow_hierarchical,0,0.0,0.0,0.001
346,allow_hierarchical,0,0.005,0.144,0.003
347,allow_hierarchical,0,0.007,0.136,0.002
348,allow_hierarchical,0,0.012,0.15,0.004
350,allow_hierarchical,0,0.003,0.333,0.006
351,allow_hierarchical,0,0.004,0.084,0.003
352,allow_hierarchical,0,0.006,0.193,0.006
353,allow_hierarchical,0,0.002,0.088,0.003
354,allow_hierarchical,0,0.001,0.126,0.004
355,allow_hierarchical,0,0.008,0.24,0.005
356,allow_hierarchical,0,0.002,0.101,0.002
357,allow_hierarchical,0,0.008,0.138,0.003
358,allow_hierarchical,0,0.004,0.136,0.003
359,allow_hierarchical,0,0.004,0.138,0.003
360,allow_hierarchical,0,0.009,0.195,0.003
361,allow_hierarchical,0,0.002,0.117,0.003
362,allow_hierarchical,0,0.005,0.177,0.004
363,allow_hierarchical,0,0.004,0.137,0.004
364,allow_hierarchical,0,0.005,0.203,0.003
365,allow_hierarchical,0,0.011,0.273,0.005
366,allow_hierarchical,0,0.004,0.135,0.003
367,allow_hierarchical,0,0.001,0.112,0.002
368,allow_hierarchical,0,0.0,0.0,0.002
369,allow_hierarchical,0,0.02,0.449,0.005
370,allow_hierarchical,0,0.024,0.403,0.006
371,allow_hierarchical,0,0.008,0.263,0.005
372,allow_hierarchical,0,0.014,0.367,0.005
373,allow_hierarchical,0,0.001,0.095,0.002
374,allow_hierarchical,0,0.005,0.108,0.008
375,allow_hierarchical,0,0.004,0.213,0.003
376,allow_hierarchical,0,0.011,0.27,0.005
377,allow_hierarchical,0,0.005,0.111,0.003
378,allow_hierarchical,0,0.013,0.184,0.004
379,allow_hierarchical,0,0.009,0.223,0.003
380,allow_hierarchical,0,0.004,0.128,0.003
381,allow_hierarchical,0,0.016,0.254,0.006
382,allow_hierarchical,0,0.0,0.0,0.001
383,allow_hierarchical,0,0.004,0.109,0.003
384,allow_hierarchical,0,0.004,0.157,0.003
385,allow_hierarchical,0,0.012,0.3,0.005
386,allow_hierarchical,0,0.003,0.088,0.003
387,allow_hierarchical,0,0.004,0.096,0.004
388,allow_hierarchical,0,0.007,0.162,0.003
389,allow_hierarchical,0,0.0,0.0,0.002
390,allow_hierarchical,0,0.0,0.0,0.002
391,allow_hierarchical,0,0.006,0.138,0.003
392,allow_hierarchical,0,0.004,0.155,0.003
393,allow_hierarchical,0,0.019,0.301,0.004
394,allow_hierarchical,0,0.011,0.301,0.005
395,allow_hierarchical,0,0.002,0.183,0.003
396,allow_hierarchical,0,0.001,0.105,0.002
397,allow_hierarchical,0,0.008,0.201,0.003
398,allow_hierarchical,0,0.004,0.113,0.003
399,allow_hierarchical,0,0.003,0.164,0.003
400,allow_hierarchical,0,0.001,0.0,0.001
401,allow_hierarchical,0,0.004,0.185,0.004
402,allow_hierarchical,0,0.0,0.0,0.001
403,allow_hierarchical,0,0.002,0.111,0.003
404,allow_hierarchical,0,0.0,0.0,0.001
405,allow_hierarchical,0,0.001,0.134,0.003
406,allow_hierarchical,0,0.0,0.098,0.002
407,allow_hierarchical,0,0.005,0.232,0.006
408,allow_hierarchical,0,0.003,0.163,0.004
409,allow_hierarchical,0,0.01,0.286,0.005
410,allow_hierarchical,0,0.008,0.115,0.003
411,allow_hierarchical,0,0.012,0.576,0.008
412,allow_hierarchical,0,0.006,0.167,0.004
413,allow_hierarchical,0,0.016,0.3,0.005
414,allow_hierarchical,0,0.003,0.119,0.002
415,allow_hierarchical,0,0.003,0.112,0.002
416,allow_hierarchical,0,0.005,0.136,0.003
417,allow_hierarchical,0,0.008,0.326,0.006
418,allow_hierarchical,0,0.022,0.472,0.008
419,allow_hierarchical,0,0.001,0.0,0.002
420,allow_hierarchical,0,0.001,0.114,0.003
421,allow_hierarchical,0,0.007,0.236,0.005
422,allow_hierarchical,0,0.008,0.199,0.003
423,allow_hierarchical,0,0.001,0.092,0.003
424,allow_hierarchical,0,0.004,0.099,0.003
425,allow_hierarchical,0,0.003,0.11,0.002
426,allow_hierarchical,0,0.012,0.225,0.004
427,allow_hierarchical,0,0.001,0.092,0.002
428,allow_hierarchical,0,0.009,0.154,0.003
429,allow_hierarchical,0,0.001,0.108,0.003
430,allow_hierarchical,0,0.013,0.275,0.004
431,allow_hierarchical,0,0.0,0.075,0.003
432,allow_hierarchical,0,0.001,0.138,0.005
433,allow_hierarchical,0,0.003,0.179,0.004
434,allow_hierarchical,0,0.005,0.139,0.003
435,allow_hierarchical,0,0.005,0.19,0.003
436,allow_hierarchical,0,0.001,0.145,0.004
437,allow_hierarchical,0,0.002,0.132,0.003
438,allow_hierarchical,0,0.003,0.145,0.002
439,allow_hierarchical,0,0.021,0.125,0.002
440,allow_hierarchical,0,0.011,0.286,0.004
441,allow_hierarchical,0,0.003,0.099,0.002
442,allow_hierarchical,0,0.0,0.075,0.002
443,allow_hierarchical,0,0.004,0.124,0.003
444,allow_hierarchical,0,0.003,0.102,0.002
445,allow_hierarchical,0,0.002,0.079,0.002
446,allow_hierarchical,0,0.0,0.0,0.001
447,allow_hierarchical,0,0.003,0.104,0.002
448,allow_hierarchical,0,0.005,0.184,0.003
449,allow_hierarchical,0,0.002,0.164,0.004
450,allow_hierarchical,0,0.003,0.239,0.003
451,allow_hierarchical,0,0.001,0.0,0.002
452,allow_hierarchical,0,0.013,0.165,0.003
453,allow_hierarchical,0,0.005,0.146,0.003
454,allow_hierarchical,0,0.004,0.135,0.002
455,allow_hierarchical,0,0.003,0.105,0.003
456,allow_hierarchical,0,0.007,0.122,0.002
457,allow_hierarchical,0,0.007,0.187,0.003
458,allow_hierarchical,0,0.004,0.117,0.003
459,allow_hierarchical,0,0.003,0.16,0.003
460,allow_hierarchical,0,0.001,0.083,0.002
461,allow_hierarchical,0,0.002,0.095,0.003
462,allow_hierarchical,0,0.003,0.171,0.003
463,allow_hierarchical,0,0.002,0.089,0.002
464,allow_hierarchical,0,0.005,0.089,0.003
465,allow_hierarchical,0,0.006,0.111,0.002
466,allow_hierarchical,0,0.005,0.115,0.003
467,allow_hierarchical,0,0.001,0.072,0.002
468,allow_hierarchical,0,0.003,0.154,0.003
469,allow_hierarchical,0,0.0,0.0,0.0
470,allow_hierarchical,0,0.001,0.0,0.002
471,allow_hierarchical,0,0.005,0.247,0.004
472,allow_hierarchical,0,0.006,0.149,0.003
473,allow_hierarchical,0,0.004,0.186,0.005
474,allow_hierarchical,0,0.001,0.106,0.002
475,allow_hierarchical,0,0.002,0.106,0.002
476,allow_hierarchical,0,0.005,0.148,0.003
477,allow_hierarchical,0,0.004,0.137,0.004
478,allow_hierarchical,0,0.005,0.121,0.003
479,allow_hierarchical,0,0.007,0.339,0.004
480,allow_hierarchical,0,0.003,0.085,0.002
481,allow_hierarchical,0,0.0,0.0,0.001
482,allow_hierarchical,0,0.008,0.103,0.003
483,allow_hierarchical,0,0.011,0.287,0.004
484,allow_hierarchical,0,0.0,0.0,0.001
485,allow_hierarchical,0,0.002,0.076,0.003
486,allow_hierarchical,0,0.002,0.093,0.002
487,allow_hierarchical,0,0.009,0.377,0.004
488,allow_hierarchical,0,0.009,0.28,0.004
489,allow_hierarchical,0,0.002,0.118,0.003
490,allow_hierarchical,0,0.0,0.0,0.001
491,allow_hierarchical,0,0.001,0.127,0.003
492,allow_hierarchical,0,0.005,0.183,0.003
493,allow_hierarchical,0,0.006,0.199,0.004
494,allow_hierarchical,0,0.002,0.101,0.003
495,allow_hierarchical,0,0.011,0.292,0.004
496,allow_hierarchical,0,0.01,0.304,0.006
497,allow_hierarchical,0,0.001,0.074,0.002
498,allow_hierarchical,0,0.008,0.148,0.003
499,allow_hierarchical,0,0.005,0.23,0.003
500,allow_hierarchical,0,0.003,0.112,0.003
501,allow_hierarchical,0,0.001,0.113,0.002
502,allow_hierarchical,0,0.003,0.095,0.002
503,allow_hierarchical,0,0.0,0.0,0.001
504,allow_hierarchical,0,0.016,0.26,0.006
505,allow_hierarchical,0,0.002,0.074,0.002
506,allow_hierarchical,0,0.003,0.098,0.002
507,allow_hierarchical,0,0.01,0.267,0.003
508,allow_hierarchical,0,0.003,0.106,0.003
509,allow_hierarchical,0,0.0,0.078,0.002
510,allow_hierarchical,0,0.002,0.105,0.003
511,allow_hierarchical,0,0.002,0.097,0.003
512,allow_hierarchical,0,0.003,0.174,0.003
513,allow_hierarchical,0,0.004,0.18,0.012
514,allow_hierarchical,0,0.026,1.117,0.011
515,allow_hierarchical,0,0.005,0.197,0.007
516,allow_hierarchical,0,0.005,0.205,0.013
517,allow_hierarchical,0,0.004,0.247,0.002
518,allow_hierarchical,0,0.002,0.216,0.004
519,allow_hierarchical,0,0.005,0.151,0.003
520,allow_hierarchical,0,0.006,0.167,0.003
521,allow_hierarchical,0,0.001,0.099,0.002
522,allow_hierarchical,0,0.006,0.08,0.002
523,allow_hierarchical,0,0.003,0.079,0.003
524,allow_hierarchical,0,0.004,0.11,0.002
525,allow_hierarchical,0,0.005,0.197,0.004
526,allow_hierarchical,0,0.001,0.097,0.003
527,allow_hierarchical,0,0.0,0.0,0.001
528,allow_hierarchical,0,0.029,0.646,0.01
529,allow_hierarchical,0,0.003,0.115,0.003
530,allow_hierarchical,0,0.004,0.114,0.013
531,allow_hierarchical,0,0.013,0.306,0.004
532,allow_hierarchical,0,0.001,0.094,0.002
533,allow_hierarchical,0,0.024,0.267,0.005
534,allow_hierarchical,0,0.029,0.159,0.003
535,allow_hierarchical,0,0.004,0.211,0.004
536,allow_hierarchical,0,0.007,0.136,0.003
537,allow_hierarchical,0,0.011,0.295,0.006
538,allow_hierarchical,0,0.003,0.131,0.002
539,allow_hierarchical,0,0.003,0.081,0.002
540,allow_hierarchical,0,0.005,0.191,0.006
541,allow_hierarchical,0,0.005,0.312,0.004
542,allow_hierarchical,0,0.005,0.281,0.005
543,allow_hierarchical,0,0.003,0.14,0.003
544,allow_hierarchical,0,0.009,0.234,0.003
545,allow_hierarchical,0,0.003,0.098,0.003
546,allow_hierarchical,0,0.006,0.172,0.003
547,allow_hierarchical,0,0.011,0.209,0.003
548,allow_hierarchical,0,0.007,0.128,0.002
549,allow_hierarchical,0,0.008,0.139,0.003
550,allow_hierarchical,0,0.0,0.0,0.001
551,allow_hierarchical,0,0.005,0.247,0.004
552,allow_hierarchical,0,0.004,0.094,0.002
553,allow_hierarchical,0,0.002,0.088,0.002
554,allow_hierarchical,0,0.0,0.0,0.001
555,allow_hierarchical,0,0.002,0.084,0.003
556,allow_hierarchical,0,0.01,0.278,0.004
557,allow_hierarchical,0,0.018,0.252,0.004
