doc,exp,sent_t,chain_t,umap_t,hdbscan_t,cluster_t
6107,allow_hierarchical,0,0.008,0.143,,0.002
6108,allow_hierarchical,0,0.0,0.083,,0.002
6109,allow_hierarchical,0,0.002,0.068,,0.002
6110,allow_hierarchical,0,0.003,0.143,,0.003
6111,allow_hierarchical,0,0.003,0.11,,0.002
6112,allow_hierarchical,0,0.003,0.076,,0.002
6113,allow_hierarchical,0,0.007,0.278,,0.004
6114,allow_hierarchical,0,0.014,0.717,,0.01
6115,allow_hierarchical,0,0.039,0.59,,0.005
6116,allow_hierarchical,0,0.003,0.131,,0.003
6117,allow_hierarchical,0,0.025,0.279,,0.003
6118,allow_hierarchical,0,0.017,0.225,,0.004
6119,allow_hierarchical,0,0.01,0.121,,0.002
6120,allow_hierarchical,0,0.001,0.114,,0.002
6121,allow_hierarchical,0,0.002,0.09,,0.002
6122,allow_hierarchical,0,0.002,0.099,,0.002
6123,allow_hierarchical,0,0.003,0.175,,0.003
6124,allow_hierarchical,0,0.008,0.144,,0.003
6125,allow_hierarchical,0,0.0,0.076,,0.002
6126,allow_hierarchical,0,0.004,0.1,,0.002
6127,allow_hierarchical,0,0.0,0.064,,0.002
6128,allow_hierarchical,0,0.005,0.149,,0.003
6129,allow_hierarchical,0,0.003,0.119,,0.003
6130,allow_hierarchical,0,0.001,0.081,,0.002
6131,allow_hierarchical,0,0.0,0.06,,0.002
6132,allow_hierarchical,0,0.009,0.159,,0.004
6133,allow_hierarchical,0,0.009,0.248,,0.003
6134,allow_hierarchical,0,0.005,0.096,,0.003
6135,allow_hierarchical,0,0.002,0.115,,0.002
6136,allow_hierarchical,0,0.003,0.102,,0.002
6137,allow_hierarchical,0,0.004,0.223,,0.003
6138,allow_hierarchical,0,0.003,0.092,,0.002
6139,allow_hierarchical,0,0.001,0.083,,0.002
6140,allow_hierarchical,0,0.005,0.073,,0.003
6141,allow_hierarchical,0,0.001,0.103,,0.002
6142,allow_hierarchical,0,0.006,0.151,,0.003
6143,allow_hierarchical,0,0.0,0.065,,0.002
6144,allow_hierarchical,0,0.002,0.118,,0.002
6145,allow_hierarchical,0,0.002,0.097,,0.003
6146,allow_hierarchical,0,0.002,0.1,,0.002
6147,allow_hierarchical,0,0.013,0.283,,0.006
6148,allow_hierarchical,0,0.003,0.078,,0.002
6149,allow_hierarchical,0,0.004,0.175,,0.003
6150,allow_hierarchical,0,0.006,0.152,,0.003
6151,allow_hierarchical,0,0.002,0.113,,0.002
6152,allow_hierarchical,0,0.004,0.114,,0.003
6153,allow_hierarchical,0,0.002,0.098,,0.002
6154,allow_hierarchical,0,0.007,0.161,,0.003
6155,allow_hierarchical,0,0.001,0.064,,0.002
6156,allow_hierarchical,0,0.003,0.11,,0.003
6157,allow_hierarchical,0,0.001,0.064,,0.003
6158,allow_hierarchical,0,0.007,0.247,,0.005
6159,allow_hierarchical,0,0.01,0.137,,0.002
6160,allow_hierarchical,0,0.002,0.112,,0.002
6161,allow_hierarchical,0,0.002,0.095,,0.002
6162,allow_hierarchical,0,0.0,0.046,,0.003
6163,allow_hierarchical,0,0.001,0.074,,0.002
6164,allow_hierarchical,0,0.004,0.079,,0.002
6165,allow_hierarchical,0,0.008,0.093,,0.002
6166,allow_hierarchical,0,0.01,0.204,,0.004
6167,allow_hierarchical,0,0.004,0.101,,0.003
6168,allow_hierarchical,0,0.004,0.135,,0.002
6169,allow_hierarchical,0,0.003,0.133,,0.002
6170,allow_hierarchical,0,0.003,0.074,,0.002
6171,allow_hierarchical,0,0.006,0.102,,0.003
6172,allow_hierarchical,0,0.001,0.093,,0.003
6173,allow_hierarchical,0,0.011,0.289,,0.007
6174,allow_hierarchical,0,0.008,0.301,,0.006
6175,allow_hierarchical,0,0.0,0.07,,0.002
6176,allow_hierarchical,0,0.005,0.179,,0.004
6177,allow_hierarchical,0,0.0,0.09,,0.002
6178,allow_hierarchical,0,0.006,0.1,,0.002
6179,allow_hierarchical,0,0.002,0.092,,0.003
6180,allow_hierarchical,0,0.003,0.147,,0.003
6181,allow_hierarchical,0,0.011,0.388,,0.005
6182,allow_hierarchical,0,0.001,0.103,,0.003
6183,allow_hierarchical,0,0.008,0.282,,0.003
6184,allow_hierarchical,0,0.009,0.22,,0.004
6185,allow_hierarchical,0,0.0,0.014,,0.002
6186,allow_hierarchical,0,0.005,0.118,,0.003
6187,allow_hierarchical,0,0.004,0.119,,0.003
6188,allow_hierarchical,0,0.001,0.088,,0.002
6189,allow_hierarchical,0,0.002,0.094,,0.002
6190,allow_hierarchical,0,0.001,0.09,,0.003
6191,allow_hierarchical,0,0.003,0.143,,0.003
6192,allow_hierarchical,0,0.004,0.243,,0.004
6193,allow_hierarchical,0,0.002,0.108,,0.003
6194,allow_hierarchical,0,0.001,0.111,,0.002
6195,allow_hierarchical,0,0.008,0.232,,0.004
6196,allow_hierarchical,0,0.005,0.145,,0.003
6197,allow_hierarchical,0,0.012,0.388,,0.006
6198,allow_hierarchical,0,0.002,0.084,,0.003
6199,allow_hierarchical,0,0.009,0.187,,0.003
6200,allow_hierarchical,0,0.008,0.235,,0.004
6201,allow_hierarchical,0,0.002,0.121,,0.002
6202,allow_hierarchical,0,0.005,0.108,,0.003
6203,allow_hierarchical,0,0.001,0.097,,0.003
6204,allow_hierarchical,0,0.005,0.191,,0.004
6205,allow_hierarchical,0,0.005,0.281,,0.004
6206,allow_hierarchical,0,0.001,0.082,,0.002
6207,allow_hierarchical,0,0.008,0.153,,0.002
6208,allow_hierarchical,0,0.005,0.103,,0.003
6209,allow_hierarchical,0,0.004,0.145,,0.003
6210,allow_hierarchical,0,0.005,0.113,,0.003
6211,allow_hierarchical,0,0.007,0.146,,0.002
6212,allow_hierarchical,0,0.003,0.173,,0.004
6213,allow_hierarchical,0,0.009,0.318,,0.006
6214,allow_hierarchical,0,0.002,0.084,,0.003
6215,allow_hierarchical,0,0.002,0.13,,0.003
6216,allow_hierarchical,0,0.007,0.103,,0.002
6217,allow_hierarchical,0,0.002,0.076,,0.002
6218,allow_hierarchical,0,0.001,0.103,,0.003
6219,allow_hierarchical,0,0.001,0.07,,0.002
6220,allow_hierarchical,0,0.012,0.381,,0.005
6221,allow_hierarchical,0,0.0,0.064,,0.002
6222,allow_hierarchical,0,0.001,0.076,,0.002
6223,allow_hierarchical,0,0.0,0.065,,0.003
6224,allow_hierarchical,0,0.002,0.071,,0.002
6225,allow_hierarchical,0,0.001,0.076,,0.002
6226,allow_hierarchical,0,0.009,0.209,,0.003
6227,allow_hierarchical,0,0.008,0.18,,0.002
6228,allow_hierarchical,0,0.002,0.102,,0.003
6229,allow_hierarchical,0,0.008,0.129,,0.002
6230,allow_hierarchical,0,0.003,0.119,,0.002
6231,allow_hierarchical,0,0.006,0.197,,0.003
6232,allow_hierarchical,0,0.001,0.083,,0.002
6233,allow_hierarchical,0,0.025,1.192,,0.019
6234,allow_hierarchical,0,0.003,0.086,,0.002
6235,allow_hierarchical,0,0.0,0.059,,0.002
6236,allow_hierarchical,0,0.0,0.061,,0.003
6237,allow_hierarchical,0,0.004,0.313,,0.003
6238,allow_hierarchical,0,0.003,0.187,,0.004
6239,allow_hierarchical,0,0.007,0.265,,0.002
6240,allow_hierarchical,0,0.0,0.076,,0.003
6241,allow_hierarchical,0,0.004,0.21,,0.003
6242,allow_hierarchical,0,0.004,0.168,,0.002
6243,allow_hierarchical,0,0.022,0.213,,0.004
6244,allow_hierarchical,0,0.002,0.097,,0.002
6245,allow_hierarchical,0,0.058,1.297,,0.014
6246,allow_hierarchical,0,0.003,0.175,,0.004
6247,allow_hierarchical,0,0.003,0.141,,0.003
6248,allow_hierarchical,0,0.001,0.075,,0.001
6249,allow_hierarchical,0,0.005,0.102,,0.003
6250,allow_hierarchical,0,0.003,0.224,,0.004
6251,allow_hierarchical,0,0.0,0.08,,0.003
6252,allow_hierarchical,0,0.019,0.396,,0.005
6253,allow_hierarchical,0,0.003,0.149,,0.002
6254,allow_hierarchical,0,0.008,0.187,,0.003
6255,allow_hierarchical,0,0.024,0.227,,0.003
6256,allow_hierarchical,0,0.004,0.134,,0.004
6257,allow_hierarchical,0,0.003,0.192,,0.003
6258,allow_hierarchical,0,0.001,0.081,,0.002
6259,allow_hierarchical,0,0.005,0.253,,0.003
6260,allow_hierarchical,0,0.002,0.168,,0.004
6261,allow_hierarchical,0,0.001,0.072,,0.003
6262,allow_hierarchical,0,0.001,0.079,,0.002
6263,allow_hierarchical,0,0.012,0.287,,0.004
6264,allow_hierarchical,0,0.003,0.141,,0.002
6265,allow_hierarchical,0,0.003,0.129,,0.002
6266,allow_hierarchical,0,0.001,0.069,,0.002
6267,allow_hierarchical,0,0.006,0.228,,0.005
6268,allow_hierarchical,0,0.002,0.103,,0.002
6269,allow_hierarchical,0,0.002,0.104,,0.003
6270,allow_hierarchical,0,0.014,0.168,,0.003
6271,allow_hierarchical,0,0.003,0.247,,0.003
6272,allow_hierarchical,0,0.011,0.539,,0.005
6273,allow_hierarchical,0,0.0,0.08,,0.003
6274,allow_hierarchical,0,0.028,0.377,,0.005
6275,allow_hierarchical,0,0.027,0.13,,0.003
6276,allow_hierarchical,0,0.024,0.229,,0.004
6277,allow_hierarchical,0,0.002,0.102,,0.002
6278,allow_hierarchical,0,0.001,0.073,,0.002
6279,allow_hierarchical,0,0.011,0.271,,0.005
6280,allow_hierarchical,0,0.005,0.286,,0.004
6281,allow_hierarchical,0,0.003,0.09,,0.002
6282,allow_hierarchical,0,0.0,0.093,,0.003
6283,allow_hierarchical,0,0.002,0.112,,0.002
6284,allow_hierarchical,0,0.0,0.05,,0.002
6285,allow_hierarchical,0,0.002,0.097,,0.002
6286,allow_hierarchical,0,0.004,0.149,,0.003
6287,allow_hierarchical,0,0.006,0.196,,0.002
6288,allow_hierarchical,0,0.004,0.215,,0.003
6289,allow_hierarchical,0,0.008,0.149,,0.004
6290,allow_hierarchical,0,0.003,0.117,,0.003
6291,allow_hierarchical,0,0.001,0.11,,0.002
6292,allow_hierarchical,0,0.009,0.143,,0.002
6293,allow_hierarchical,0,0.013,0.344,,0.004
6294,allow_hierarchical,0,0.003,0.091,,0.002
6295,allow_hierarchical,0,0.007,0.207,,0.002
6296,allow_hierarchical,0,0.006,0.119,,0.003
6297,allow_hierarchical,0,0.002,0.171,,0.003
6298,allow_hierarchical,0,0.0,0.087,,0.002
6299,allow_hierarchical,0,0.005,0.227,,0.005
6300,allow_hierarchical,0,0.007,0.162,,0.003
6301,allow_hierarchical,0,0.002,0.094,,0.002
6302,allow_hierarchical,0,0.001,0.077,,0.003
6303,allow_hierarchical,0,0.003,0.103,,0.003
6304,allow_hierarchical,0,0.009,0.307,,0.006
6305,allow_hierarchical,0,0.004,0.257,,0.004
6306,allow_hierarchical,0,0.004,0.14,,0.002
6307,allow_hierarchical,0,0.002,0.116,,0.002
6308,allow_hierarchical,0,0.001,0.091,,0.002
6309,allow_hierarchical,0,0.001,0.071,,0.003
6310,allow_hierarchical,0,0.0,0.083,,0.002
6311,allow_hierarchical,0,0.001,0.077,,0.002
6312,allow_hierarchical,0,0.0,0.068,,0.002
6313,allow_hierarchical,0,0.0,0.051,,0.002
6314,allow_hierarchical,0,0.0,0.068,,0.002
6315,allow_hierarchical,0,0.005,0.211,,0.004
6316,allow_hierarchical,0,0.003,0.099,,0.002
6317,allow_hierarchical,0,0.003,0.164,,0.004
6318,allow_hierarchical,0,0.002,0.32,,0.005
6319,allow_hierarchical,0,0.001,0.099,,0.003
6320,allow_hierarchical,0,0.001,0.093,,0.002
6321,allow_hierarchical,0,0.001,0.091,,0.002
6322,allow_hierarchical,0,0.003,0.175,,0.004
6323,allow_hierarchical,0,0.017,0.483,,0.006
6324,allow_hierarchical,0,0.007,0.17,,0.002
6325,allow_hierarchical,0,0.007,0.157,,0.003
6326,allow_hierarchical,0,0.004,0.321,,0.009
6327,allow_hierarchical,0,0.005,0.16,,0.003
6328,allow_hierarchical,0,0.0,0.0,,0.0
6329,allow_hierarchical,0,0.004,0.085,,0.002
6330,allow_hierarchical,0,0.005,0.177,,0.008
6331,allow_hierarchical,0,0.014,0.493,,0.008
6332,allow_hierarchical,0,0.001,0.12,,0.002
6333,allow_hierarchical,0,0.013,0.257,,0.004
6334,allow_hierarchical,0,0.002,0.083,,0.002
6335,allow_hierarchical,0,0.002,0.078,,0.002
6336,allow_hierarchical,0,0.012,0.331,,0.004
6337,allow_hierarchical,0,0.002,0.12,,0.004
6338,allow_hierarchical,0,0.006,0.175,,0.003
6339,allow_hierarchical,0,0.002,0.089,,0.002
6340,allow_hierarchical,0,0.003,0.174,,0.002
6341,allow_hierarchical,0,0.003,0.126,,0.003
6342,allow_hierarchical,0,0.011,0.321,,0.006
6343,allow_hierarchical,0,0.003,0.119,,0.002
6344,allow_hierarchical,0,0.0,0.066,,0.002
6345,allow_hierarchical,0,0.003,0.132,,0.002
6346,allow_hierarchical,0,0.003,0.09,,0.002
6347,allow_hierarchical,0,0.002,0.122,,0.002
6348,allow_hierarchical,0,0.002,0.065,,0.002
6349,allow_hierarchical,0,0.004,0.108,,0.002
6350,allow_hierarchical,0,0.003,0.167,,0.002
6351,allow_hierarchical,0,0.005,0.14,,0.003
6352,allow_hierarchical,0,0.0,0.054,,0.002
6353,allow_hierarchical,0,0.004,0.08,,0.001
6354,allow_hierarchical,0,0.003,0.112,,0.002
6355,allow_hierarchical,0,0.003,0.093,,0.002
6356,allow_hierarchical,0,0.002,0.103,,0.003
6357,allow_hierarchical,0,0.006,0.242,,0.004
6358,allow_hierarchical,0,0.014,0.48,,0.007
6359,allow_hierarchical,0,0.004,0.138,,0.003
6360,allow_hierarchical,0,0.0,0.031,,0.002
6361,allow_hierarchical,0,0.001,0.084,,0.003
6362,allow_hierarchical,0,0.003,0.12,,0.002
6363,allow_hierarchical,0,0.011,0.184,,0.003
6364,allow_hierarchical,0,0.013,0.173,,0.002
6365,allow_hierarchical,0,0.002,0.075,,0.002
6366,allow_hierarchical,0,0.006,0.143,,0.003
6367,allow_hierarchical,0,0.0,0.05,,0.002
6368,allow_hierarchical,0,0.002,0.144,,0.003
6369,allow_hierarchical,0,0.008,0.15,,0.003
6370,allow_hierarchical,0,0.002,0.232,,0.005
6371,allow_hierarchical,0,0.0,0.051,,0.002
6372,allow_hierarchical,0,0.0,0.072,,0.002
6373,allow_hierarchical,0,0.003,0.135,,0.003
6374,allow_hierarchical,0,0.006,0.226,,0.004
6375,allow_hierarchical,0,0.008,0.223,,0.004
6376,allow_hierarchical,0,0.003,0.098,,0.002
6377,allow_hierarchical,0,0.003,0.086,,0.002
6378,allow_hierarchical,0,0.003,0.135,,0.003
6379,allow_hierarchical,0,0.006,0.14,,0.002
6380,allow_hierarchical,0,0.002,0.165,,0.002
6381,allow_hierarchical,0,0.004,0.112,,0.002
6382,allow_hierarchical,0,0.009,0.207,,0.002
6383,allow_hierarchical,0,0.002,0.086,,0.002
6384,allow_hierarchical,0,0.013,0.392,,0.006
6385,allow_hierarchical,0,0.005,0.264,,0.006
6386,allow_hierarchical,0,0.001,0.075,,0.002
6387,allow_hierarchical,0,0.0,0.069,,0.002
6388,allow_hierarchical,0,0.002,0.124,,0.002
6389,allow_hierarchical,0,0.002,0.105,,0.003
6390,allow_hierarchical,0,0.006,0.244,,0.005
6391,allow_hierarchical,0,0.002,0.117,,0.002
6392,allow_hierarchical,0,0.001,0.068,,0.002
6393,allow_hierarchical,0,0.001,0.075,,0.002
6394,allow_hierarchical,0,0.002,0.124,,0.003
6395,allow_hierarchical,0,0.006,0.124,,0.003
6396,allow_hierarchical,0,0.006,0.071,,0.002
6397,allow_hierarchical,0,0.004,0.12,,0.003
6398,allow_hierarchical,0,0.002,0.069,,0.002
6399,allow_hierarchical,0,0.002,0.078,,0.003
6400,allow_hierarchical,0,0.002,0.121,,0.002
6401,allow_hierarchical,0,0.002,0.208,,0.003
6402,allow_hierarchical,0,0.002,0.081,,0.002
6403,allow_hierarchical,0,0.004,0.125,,0.003
6404,allow_hierarchical,0,0.008,0.221,,0.004
6405,allow_hierarchical,0,0.002,0.112,,0.002
6406,allow_hierarchical,0,0.002,0.073,,0.002
6407,allow_hierarchical,0,0.008,0.345,,0.004
6408,allow_hierarchical,0,0.005,0.367,,0.007
6409,allow_hierarchical,0,0.005,0.181,,0.003
6410,allow_hierarchical,0,0.002,0.114,,0.002
6411,allow_hierarchical,0,0.0,0.006,,0.001
6412,allow_hierarchical,0,0.004,0.092,,0.002
6413,allow_hierarchical,0,0.003,0.136,,0.002
6414,allow_hierarchical,0,0.004,0.132,,0.002
6415,allow_hierarchical,0,0.008,0.251,,0.003
6416,allow_hierarchical,0,0.004,0.161,,0.002
6417,allow_hierarchical,0,0.002,0.099,,0.003
6418,allow_hierarchical,0,0.003,0.187,,0.004
6419,allow_hierarchical,0,0.004,0.119,,0.003
6420,allow_hierarchical,0,0.004,0.127,,0.002
6421,allow_hierarchical,0,0.006,0.183,,0.002
6422,allow_hierarchical,0,0.005,0.198,,0.004
6423,allow_hierarchical,0,0.002,0.139,,0.003
6424,allow_hierarchical,0,0.003,0.08,,0.002
6425,allow_hierarchical,0,0.005,0.194,,0.002
6426,allow_hierarchical,0,0.003,0.165,,0.003
6427,allow_hierarchical,0,0.0,0.041,,0.001
6428,allow_hierarchical,0,0.001,0.071,,0.002
6429,allow_hierarchical,0,0.009,0.177,,0.002
6430,allow_hierarchical,0,0.002,0.103,,0.002
6431,allow_hierarchical,0,0.002,0.094,,0.002
6432,allow_hierarchical,0,0.0,0.037,,0.001
6433,allow_hierarchical,0,0.002,0.075,,0.002
6434,allow_hierarchical,0,0.007,0.272,,0.004
6435,allow_hierarchical,0,0.002,0.121,,0.002
6436,allow_hierarchical,0,0.002,0.123,,0.002
6437,allow_hierarchical,0,0.002,0.169,,0.003
6438,allow_hierarchical,0,0.001,0.077,,0.002
6439,allow_hierarchical,0,0.008,0.167,,0.002
6440,allow_hierarchical,0,0.003,0.168,,0.004
6441,allow_hierarchical,0,0.004,0.092,,0.002
6442,allow_hierarchical,0,0.001,0.084,,0.002
6443,allow_hierarchical,0,0.004,0.082,,0.002
6444,allow_hierarchical,0,0.003,0.137,,0.002
6445,allow_hierarchical,0,0.002,0.069,,0.002
6446,allow_hierarchical,0,0.002,0.099,,0.002
6447,allow_hierarchical,0,0.0,0.074,,0.003
6448,allow_hierarchical,0,0.01,0.202,,0.004
6449,allow_hierarchical,0,0.005,0.151,,0.003
6450,allow_hierarchical,0,0.002,0.14,,0.004
6451,allow_hierarchical,0,0.0,0.022,,0.001
6452,allow_hierarchical,0,0.012,0.175,,0.002
6453,allow_hierarchical,0,0.004,0.146,,0.004
6454,allow_hierarchical,0,0.003,0.165,,0.002
6455,allow_hierarchical,0,0.009,0.178,,0.004
6456,allow_hierarchical,0,0.0,0.048,,0.001
6457,allow_hierarchical,0,0.005,0.283,,0.004
6458,allow_hierarchical,0,0.003,0.105,,0.002
6459,allow_hierarchical,0,0.002,0.088,,0.003
6460,allow_hierarchical,0,0.006,0.114,,0.003
6461,allow_hierarchical,0,0.001,0.104,,0.003
6462,allow_hierarchical,0,0.003,0.194,,0.003
6463,allow_hierarchical,0,0.01,0.425,,0.005
6464,allow_hierarchical,0,0.003,0.102,,0.002
6465,allow_hierarchical,0,0.001,0.09,,0.003
6466,allow_hierarchical,0,0.003,0.172,,0.003
6467,allow_hierarchical,0,0.009,0.134,,0.002
6468,allow_hierarchical,0,0.0,0.118,,0.003
6469,allow_hierarchical,0,0.002,0.075,,0.002
6470,allow_hierarchical,0,0.002,0.108,,0.007
6471,allow_hierarchical,0,0.008,0.46,,0.005
6472,allow_hierarchical,0,0.0,0.128,,0.008
6473,allow_hierarchical,0,0.006,0.157,,0.002
6474,allow_hierarchical,0,0.028,0.422,,0.005
6475,allow_hierarchical,0,0.006,0.116,,0.003
6476,allow_hierarchical,0,0.002,0.118,,0.002
6477,allow_hierarchical,0,0.0,0.088,,0.002
6478,allow_hierarchical,0,0.002,0.08,,0.002
6479,allow_hierarchical,0,0.003,0.087,,0.003
6480,allow_hierarchical,0,0.011,0.387,,0.007
6481,allow_hierarchical,0,0.004,0.141,,0.003
6482,allow_hierarchical,0,0.003,0.13,,0.003
6483,allow_hierarchical,0,0.004,0.11,,0.002
6484,allow_hierarchical,0,0.003,0.175,,0.004
6485,allow_hierarchical,0,0.006,0.155,,0.003
6486,allow_hierarchical,0,0.006,0.241,,0.003
6487,allow_hierarchical,0,0.004,0.142,,0.003
6488,allow_hierarchical,0,0.002,0.216,,0.004
6489,allow_hierarchical,0,0.006,0.082,,0.002
6490,allow_hierarchical,0,0.003,0.096,,0.003
6491,allow_hierarchical,0,0.002,0.077,,0.002
6492,allow_hierarchical,0,0.008,0.211,,0.004
6493,allow_hierarchical,0,0.004,0.126,,0.002
6494,allow_hierarchical,0,0.002,0.136,,0.002
6495,allow_hierarchical,0,0.002,0.155,,0.004
6496,allow_hierarchical,0,0.002,0.107,,0.002
6497,allow_hierarchical,0,0.007,0.132,,0.003
6498,allow_hierarchical,0,0.003,0.183,,0.005
6499,allow_hierarchical,0,0.001,0.077,,0.003
6500,allow_hierarchical,0,0.004,0.134,,0.004
6501,allow_hierarchical,0,0.001,0.103,,0.003
6502,allow_hierarchical,0,0.003,0.129,,0.002
6503,allow_hierarchical,0,0.003,0.115,,0.003
6504,allow_hierarchical,0,0.002,0.079,,0.002
6505,allow_hierarchical,0,0.005,0.142,,0.002
6506,allow_hierarchical,0,0.006,0.235,,0.004
6507,allow_hierarchical,0,0.007,0.188,,0.003
6508,allow_hierarchical,0,0.001,0.093,,0.002
6509,allow_hierarchical,0,0.006,0.183,,0.002
6510,allow_hierarchical,0,0.003,0.134,,0.004
6511,allow_hierarchical,0,0.011,0.186,,0.003
6512,allow_hierarchical,0,0.003,0.176,,0.004
6513,allow_hierarchical,0,0.003,0.194,,0.003
6514,allow_hierarchical,0,0.0,0.064,,0.002
6515,allow_hierarchical,0,0.003,0.126,,0.004
6516,allow_hierarchical,0,0.003,0.118,,0.003
6517,allow_hierarchical,0,0.005,0.138,,0.003
6518,allow_hierarchical,0,0.002,0.121,,0.003
6519,allow_hierarchical,0,0.002,0.179,,0.003
6520,allow_hierarchical,0,0.006,0.147,,0.003
6521,allow_hierarchical,0,0.021,0.299,,0.005
6522,allow_hierarchical,0,0.005,0.184,,0.003
6523,allow_hierarchical,0,0.011,0.262,,0.005
6524,allow_hierarchical,0,0.005,0.131,,0.003
6525,allow_hierarchical,0,0.008,0.192,,0.003
6526,allow_hierarchical,0,0.013,0.233,,0.003
6527,allow_hierarchical,0,0.001,0.105,,0.003
6528,allow_hierarchical,0,0.003,0.259,,0.004
6529,allow_hierarchical,0,0.015,0.235,,0.003
6530,allow_hierarchical,0,0.004,0.165,,0.002
6531,allow_hierarchical,0,0.006,0.128,,0.003
6532,allow_hierarchical,0,0.015,0.255,,0.006
6533,allow_hierarchical,0,0.005,0.151,,0.002
6534,allow_hierarchical,0,0.002,0.087,,0.002
6535,allow_hierarchical,0,0.007,0.166,,0.003
6536,allow_hierarchical,0,0.001,0.084,,0.003
6537,allow_hierarchical,0,0.004,0.142,,0.003
6538,allow_hierarchical,0,0.005,0.119,,0.003
6539,allow_hierarchical,0,0.003,0.146,,0.003
6540,allow_hierarchical,0,0.0,0.072,,0.002
6541,allow_hierarchical,0,0.004,0.091,,0.002
6542,allow_hierarchical,0,0.0,0.085,,0.003
6543,allow_hierarchical,0,0.005,0.183,,0.003
6544,allow_hierarchical,0,0.012,0.319,,0.004
6545,allow_hierarchical,0,0.01,0.224,,0.004
6546,allow_hierarchical,0,0.001,0.101,,0.003
6547,allow_hierarchical,0,0.006,0.226,,0.004
6548,allow_hierarchical,0,0.011,0.251,,0.004
6549,allow_hierarchical,0,0.001,0.106,,0.003
6550,allow_hierarchical,0,0.011,0.206,,0.004
6551,allow_hierarchical,0,0.002,0.118,,0.003
6552,allow_hierarchical,0,0.007,0.253,,0.003
6553,allow_hierarchical,0,0.017,0.347,,0.006
6554,allow_hierarchical,0,0.006,0.253,,0.005
6555,allow_hierarchical,0,0.004,0.106,,0.003
6556,allow_hierarchical,0,0.001,0.083,,0.002
6557,allow_hierarchical,0,0.0,0.068,,0.002
6558,allow_hierarchical,0,0.004,0.133,,0.003
6559,allow_hierarchical,0,0.003,0.093,,0.003
6560,allow_hierarchical,0,0.003,0.161,,0.003
6561,allow_hierarchical,0,0.004,0.106,,0.002
6562,allow_hierarchical,0,0.003,0.101,,0.002
6563,allow_hierarchical,0,0.006,0.29,,0.004
6564,allow_hierarchical,0,0.004,0.119,,0.002
6565,allow_hierarchical,0,0.004,0.106,,0.003
6566,allow_hierarchical,0,0.006,0.131,,0.002
6567,allow_hierarchical,0,0.003,0.124,,0.003
6568,allow_hierarchical,0,0.0,0.069,,0.002
6569,allow_hierarchical,0,0.006,0.257,,0.003
6570,allow_hierarchical,0,0.0,0.012,,0.001
6571,allow_hierarchical,0,0.003,0.12,,0.003
6572,allow_hierarchical,0,0.0,0.092,,0.002
6573,allow_hierarchical,0,0.0,0.058,,0.002
6574,allow_hierarchical,0,0.001,0.078,,0.002
6575,allow_hierarchical,0,0.004,0.083,,0.002
6576,allow_hierarchical,0,0.003,0.113,,0.002
6577,allow_hierarchical,0,0.003,0.091,,0.003
6578,allow_hierarchical,0,0.003,0.099,,0.002
6579,allow_hierarchical,0,0.007,0.229,,0.005
6580,allow_hierarchical,0,0.011,0.182,,0.003
6581,allow_hierarchical,0,0.004,0.137,,0.004
6582,allow_hierarchical,0,0.006,0.096,,0.003
6583,allow_hierarchical,0,0.006,0.193,,0.003
6584,allow_hierarchical,0,0.017,0.317,,0.003
6585,allow_hierarchical,0,0.005,0.238,,0.003
6586,allow_hierarchical,0,0.001,0.081,,0.002
6587,allow_hierarchical,0,0.013,0.231,,0.003
6588,allow_hierarchical,0,0.002,0.183,,0.003
6589,allow_hierarchical,0,0.002,0.087,,0.002
6590,allow_hierarchical,0,0.0,0.081,,0.002
6591,allow_hierarchical,0,0.002,0.15,,0.002
6592,allow_hierarchical,0,0.002,0.099,,0.002
6593,allow_hierarchical,0,0.001,0.087,,0.002
6594,allow_hierarchical,0,0.004,0.169,,0.004
6595,allow_hierarchical,0,0.005,0.127,,0.003
6596,allow_hierarchical,0,0.002,0.093,,0.003
6597,allow_hierarchical,0,0.001,0.181,,0.008
6598,allow_hierarchical,0,0.011,0.568,,0.008
6599,allow_hierarchical,0,0.013,0.578,,0.008
6600,allow_hierarchical,0,0.003,0.196,,0.003
6601,allow_hierarchical,0,0.001,0.194,,0.003
6602,allow_hierarchical,0,0.004,0.105,,0.003
6603,allow_hierarchical,0,0.002,0.09,,0.002
6604,allow_hierarchical,0,0.003,0.092,,0.002
6606,allow_hierarchical,0,0.004,0.111,,0.003
6607,allow_hierarchical,0,0.001,0.088,,0.003
6608,allow_hierarchical,0,0.003,0.104,,0.002
6609,allow_hierarchical,0,0.004,0.219,,0.005
6610,allow_hierarchical,0,0.006,0.16,,0.002
6611,allow_hierarchical,0,0.006,0.195,,0.003
6612,allow_hierarchical,0,0.009,0.26,,0.005
6613,allow_hierarchical,0,0.002,0.128,,0.003
6614,allow_hierarchical,0,0.003,0.14,,0.003
6615,allow_hierarchical,0,0.006,0.208,,0.003
6616,allow_hierarchical,0,0.008,0.207,,0.003
6617,allow_hierarchical,0,0.001,0.124,,0.002
6618,allow_hierarchical,0,0.006,0.177,,0.002
6619,allow_hierarchical,0,0.003,0.151,,0.003
6620,allow_hierarchical,0,0.0,0.064,,0.002
6621,allow_hierarchical,0,0.001,0.081,,0.003
6622,allow_hierarchical,0,0.0,0.075,,0.001
6623,allow_hierarchical,0,0.005,0.117,,0.003
6624,allow_hierarchical,0,0.002,0.079,,0.002
