doc,exp,sent_t,chain_t,umap_t,hdbscan_t
1,test,0,0.004,11.021,0.003
2,test,0,0.759,10.271,0.005
3,test,0,0.002,10.907,0.002
4,test,0,0.004,11.183,0.003
5,test,0,0.009,11.046,0.004
6,test,0,0.006,11.192,0.003
7,test,0,0.006,0.133,0.002
8,test,0,0.005,0.137,0.004
9,test,0,0.018,0.177,0.003
10,test,0,0.004,0.14,0.003
11,test,0,0.003,0.22,0.003
12,test,0,0.007,0.209,0.003
13,test,0,0.005,0.223,0.003
14,test,0,0.008,0.166,0.003
15,test,0,0.001,0.071,0.002
16,test,0,0.001,0.078,0.002
17,test,0,0.001,0.09,0.002
18,test,0,0.0,0.026,0.002
19,test,0,0.004,0.243,0.004
20,test,0,0.003,0.152,0.003
21,test,0,0.003,0.106,0.002
22,test,0,0.003,0.095,0.002
23,test,0,0.002,0.22,0.003
24,test,0,0.002,0.104,0.002
25,test,0,0.0,0.097,0.002
26,test,0,0.011,0.177,0.003
27,test,0,0.003,0.101,0.003
28,test,0,0.001,0.074,0.002
29,test,0,0.004,0.229,0.008
30,test,0,0.001,0.07,0.002
31,test,0,0.009,0.644,0.007
32,test,0,0.002,0.119,0.003
33,test,0,0.002,0.199,0.003
34,test,0,0.009,0.173,0.002
35,test,0,0.002,0.1,0.002
36,test,0,0.009,0.26,0.005
37,test,0,0.005,0.098,0.002
38,test,0,0.0,0.062,0.001
39,test,0,0.003,0.108,0.002
40,test,0,0.004,0.068,0.002
41,test,0,0.007,0.327,0.004
42,test,0,0.003,0.125,0.005
43,test,0,0.016,0.713,0.011
44,test,0,0.004,0.072,0.002
45,test,0,0.017,0.266,0.003
46,test,0,0.02,0.169,0.002
47,test,0,0.007,0.14,0.003
48,test,0,0.003,0.107,0.003
49,test,0,0.001,0.069,0.002
50,test,0,0.002,0.084,0.002
51,test,0,0.013,0.265,0.004
52,test,0,0.008,0.223,0.005
53,test,0,0.002,0.111,0.003
54,test,0,0.003,0.105,0.002
55,test,0,0.006,0.153,0.002
56,test,0,0.0,0.061,0.002
57,test,0,0.0,0.079,0.003
58,test,0,0.002,0.077,0.002
59,test,0,0.002,0.075,0.003
60,test,0,0.005,0.16,0.002
61,test,0,0.003,0.142,0.002
62,test,0,0.006,0.178,0.005
63,test,0,0.002,0.084,0.002
64,test,0,0.006,0.171,0.002
65,test,0,0.002,0.138,0.003
66,test,0,0.007,0.176,0.003
67,test,0,0.011,0.193,0.003
68,test,0,0.009,0.359,0.004
69,test,0,0.006,0.262,0.004
70,test,0,0.002,0.105,0.002
71,test,0,0.001,0.087,0.002
72,test,0,0.004,0.229,0.003
73,test,0,0.003,0.092,0.002
74,test,0,0.0,0.006,0.001
75,test,0,0.007,0.322,0.005
76,test,0,0.003,0.108,0.003
77,test,0,0.008,0.169,0.003
78,test,0,0.0,0.085,0.002
79,test,0,0.008,0.163,0.003
80,test,0,0.0,0.071,0.001
81,test,0,0.001,0.074,0.002
82,test,0,0.008,0.168,0.004
83,test,0,0.002,0.103,0.002
84,test,0,0.002,0.078,0.003
85,test,0,0.006,0.266,0.006
86,test,0,0.002,0.112,0.004
87,test,0,0.005,0.236,0.005
88,test,0,0.012,0.365,0.005
89,test,0,0.0,0.016,0.001
90,test,0,0.002,0.144,0.003
91,test,0,0.001,0.096,0.002
92,test,0,0.003,0.088,0.002
93,test,0,0.014,0.335,0.005
94,test,0,0.004,0.087,0.002
95,test,0,0.001,0.099,0.003
96,test,0,0.004,0.079,0.003
97,test,0,0.004,0.171,0.003
98,test,0,0.004,0.126,0.003
99,test,0,0.006,0.167,0.002
100,test,0,0.005,0.151,0.002
101,test,0,0.0,0.086,0.002
102,test,0,0.003,0.145,0.002
103,test,0,0.003,0.09,0.002
104,test,0,0.001,0.079,0.002
105,test,0,0.004,0.167,0.003
106,test,0,0.01,0.389,0.005
107,test,0,0.006,0.105,0.002
108,test,0,0.003,0.093,0.002
109,test,0,0.002,0.135,0.002
110,test,0,0.0,0.081,0.002
111,test,0,0.01,0.248,0.004
112,test,0,0.003,0.067,0.002
113,test,0,0.012,0.337,0.004
114,test,0,0.001,0.104,0.002
115,test,0,0.008,0.369,0.004
116,test,0,0.002,0.073,0.002
117,test,0,0.004,0.121,0.002
118,test,0,0.002,0.138,0.003
119,test,0,0.004,0.123,0.002
120,test,0,0.012,0.147,0.003
121,test,0,0.004,0.182,0.003
122,test,0,0.003,0.097,0.002
123,test,0,0.002,0.078,0.002
124,test,0,0.001,0.07,0.002
125,test,0,0.003,0.148,0.004
126,test,0,0.001,0.077,0.002
127,test,0,0.003,0.135,0.002
128,test,0,0.006,0.334,0.004
129,test,0,0.005,0.236,0.005
130,test,0,0.002,0.087,0.002
131,test,0,0.002,0.064,0.002
132,test,0,0.002,0.147,0.002
133,test,0,0.006,0.197,0.004
134,test,0,0.002,0.147,0.002
135,test,0,0.002,0.127,0.003
136,test,0,0.005,0.125,0.002
137,test,0,0.002,0.117,0.003
138,test,0,0.004,0.176,0.002
139,test,0,0.005,0.152,0.002
140,test,0,0.003,0.189,0.003
141,test,0,0.001,0.086,0.002
142,test,0,0.005,0.163,0.003
143,test,0,0.005,0.164,0.002
144,test,0,0.004,0.274,0.005
145,test,0,0.004,0.152,0.004
146,test,0,0.014,0.37,0.006
147,test,0,0.001,0.069,0.002
148,test,0,0.001,0.078,0.002
149,test,0,0.005,0.246,0.003
150,test,0,0.004,0.12,0.003
151,test,0,0.004,0.087,0.002
