doc,exp,sent_t,chain_t,umap_t,hdbscan_t
69,test,0.731,0.009,0.652,0.011
70,test,0.254,0.004,0.188,0.004
71,test,0.535,0.001,0.185,0.012
72,test,1.335,0.012,0.553,0.007
73,test,0.457,0.01,0.346,0.008
74,test,0.077,0.0,0.014,0.007
75,test,2.244,0.03,0.606,0.01
76,test,0.912,0.039,0.406,0.012
77,test,1.397,0.053,0.832,0.012
78,test,0.612,0.001,0.293,0.004
79,test,1.524,0.022,0.663,0.009
80,test,0.363,0.001,0.382,0.009
81,test,0.66,0.003,0.186,0.004
82,test,1.262,0.039,0.763,0.006
83,test,0.63,0.004,0.382,0.008
84,test,0.382,0.004,0.176,0.004
85,test,1.966,0.02,0.605,0.017
86,test,0.945,0.017,0.227,0.006
87,test,1.243,0.012,0.429,0.006
88,test,1.948,0.032,0.728,0.009
89,test,0.213,0.0,0.045,0.003
90,test,1.089,0.007,0.292,0.005
91,test,0.843,0.001,0.323,0.005
92,test,0.669,0.007,0.136,0.003
93,test,2.302,0.032,0.842,0.008
94,test,1.471,0.023,0.287,0.01
95,test,0.468,0.002,0.189,0.007
96,test,0.915,0.006,0.21,0.004
97,test,2.314,0.01,0.392,0.018
98,test,1.08,0.011,0.445,0.009
99,test,1.879,0.045,0.385,0.005
100,test,1.246,0.008,0.311,0.005
101,test,0.686,0.001,0.136,0.003
102,test,1.081,0.015,0.391,0.004
103,test,0.411,0.007,0.38,0.008
104,test,0.491,0.002,0.232,0.003
105,test,1.96,0.031,0.524,0.008
106,test,1.742,0.027,0.873,0.018
107,test,0.964,0.011,0.205,0.005
108,test,1.289,0.012,0.213,0.004
109,test,1.379,0.009,0.251,0.005
110,test,0.957,0.001,0.142,0.003
111,test,1.51,0.013,0.457,0.006
112,test,0.35,0.013,0.126,0.004
113,test,3.609,0.023,0.656,0.012
114,test,0.613,0.003,0.283,0.007
115,test,2.397,0.019,0.752,0.009
116,test,1.646,0.008,0.128,0.003
117,test,2.517,0.015,0.346,0.013
118,test,1.326,0.006,0.288,0.009
119,test,0.993,0.009,0.33,0.012
120,test,1.823,0.026,0.26,0.004
121,test,2.333,0.015,0.42,0.006
122,test,0.804,0.005,0.2,0.012
123,test,0.58,0.009,0.238,0.006
124,test,0.511,0.001,0.114,0.003
125,test,0.891,0.007,0.267,0.005
126,test,0.31,0.014,0.124,0.003
127,test,1.028,0.006,0.228,0.004
128,test,2.673,0.019,0.628,0.009
129,test,0.994,0.011,0.395,0.012
130,test,1.164,0.006,0.251,0.008
131,test,1.199,0.009,0.125,0.006
132,test,0.786,0.008,0.349,0.004
133,test,1.441,0.013,0.307,0.008
134,test,1.063,0.006,0.277,0.006
135,test,0.878,0.01,0.222,0.005
136,test,1.875,0.008,0.31,0.004
137,test,1.92,0.005,0.261,0.003
138,test,0.706,0.013,0.332,0.006
139,test,0.67,0.024,0.37,0.029
140,test,1.964,0.015,0.37,0.011
141,test,0.446,0.002,0.16,0.003
142,test,1.879,0.008,0.281,0.006
143,test,1.891,0.02,0.291,0.013
144,test,1.678,0.009,0.485,0.007
145,test,1.185,0.024,0.368,0.005
146,test,2.159,0.054,1.529,0.016
147,test,0.86,0.002,0.113,0.003
148,test,0.753,0.002,0.133,0.003
149,test,0.828,0.01,0.394,0.006
150,test,0.915,0.011,0.339,0.014
151,test,2.215,0.019,0.437,0.004
152,test,1.117,0.006,0.18,0.006
153,test,0.289,0.008,0.328,0.005
154,test,2.129,0.231,1.012,0.007
155,test,1.927,0.011,0.691,0.007
156,test,1.732,0.02,0.653,0.015
157,test,0.461,0.002,0.181,0.004
158,test,0.629,0.026,0.341,0.008
159,test,0.898,0.012,0.809,0.034
160,test,1.347,0.015,0.966,0.005
161,test,1.106,0.012,0.507,0.053
162,test,1.832,0.039,0.359,0.004
163,test,0.708,0.001,0.349,0.011
164,test,2.018,0.031,0.485,0.004
165,test,2.105,0.135,0.592,0.012
166,test,1.807,0.079,0.437,0.005
167,test,1.158,0.022,0.665,0.01
168,test,2.775,0.016,0.259,0.004
169,test,1.8,0.039,0.644,0.007
170,test,0.726,0.005,0.201,0.003
171,test,0.583,0.008,0.492,0.006
172,test,0.468,0.005,0.163,0.004
173,test,1.429,0.014,0.25,0.004
174,test,1.936,0.011,0.214,0.014
175,test,0.705,0.005,0.17,0.004
176,test,0.487,0.003,0.158,0.003
177,test,1.444,0.014,0.214,0.003
178,test,1.257,0.01,0.313,0.006
179,test,2.534,0.014,0.34,0.012
180,test,3.058,0.005,0.164,0.004
181,test,1.677,0.009,0.251,0.005
182,test,1.1,0.009,0.36,0.009
183,test,1.127,0.009,0.21,0.004
184,test,0.94,0.007,0.263,0.004
185,test,1.758,0.007,0.303,0.009
186,test,2.577,0.014,0.576,0.007
187,test,1.807,0.004,0.417,0.004
188,test,1.054,0.012,0.235,0.004
189,test,1.217,0.001,0.152,0.011
190,test,1.866,0.022,0.96,0.025
191,test,1.728,0.015,0.447,0.006
192,test,1.449,0.008,0.235,0.004
193,test,1.951,0.004,0.224,0.005
194,test,2.018,0.018,0.428,0.011
195,test,0.648,0.009,0.249,0.004
196,test,1.78,0.033,0.671,0.009
197,test,1.442,0.015,0.291,0.004
198,test,1.35,0.03,0.312,0.004
199,test,0.653,0.029,0.287,0.005
200,test,0.718,0.001,0.294,0.004
201,test,1.416,0.008,0.258,0.004
202,test,0.499,0.001,0.275,0.023
203,test,0.524,0.002,0.28,0.006
204,test,0.873,0.038,0.559,0.004
205,test,1.5,0.008,0.259,0.004
206,test,0.79,0.045,0.861,0.018
207,test,0.152,0.008,0.169,0.008
208,test,2.667,0.011,0.3,0.005
209,test,1.077,0.007,0.224,0.011
210,test,1.159,0.052,0.296,0.005
211,test,0.24,0.002,0.357,0.013
212,test,3.047,0.06,2.101,0.026
213,test,0.351,0.002,0.29,0.006
214,test,1.225,0.002,0.251,0.007
215,test,0.371,0.014,0.287,0.007
216,test,1.372,0.008,0.354,0.006
217,test,0.903,0.001,0.075,0.003
218,test,2.609,0.033,0.556,0.009
219,test,1.537,0.004,0.15,0.003
220,test,1.766,0.003,0.195,0.005
221,test,0.696,0.003,0.186,0.004
222,test,1.293,0.001,0.132,0.003
223,test,0.97,0.011,0.158,0.009
224,test,2.028,0.009,0.379,0.004
225,test,1.577,0.013,0.457,0.018
226,test,1.148,0.017,0.339,0.004
227,test,0.523,0.001,0.125,0.004
228,test,1.986,0.011,0.773,0.018
229,test,1.139,0.01,0.247,0.004
230,test,1.006,0.003,0.286,0.018
231,test,1.339,0.008,0.224,0.003
232,test,1.494,0.018,0.429,0.02
233,test,1.234,0.012,0.223,0.005
234,test,1.111,0.028,0.315,0.005
235,test,0.788,0.007,0.236,0.005
236,test,2.713,0.044,0.757,0.008
237,test,1.853,0.04,0.324,0.007
238,test,1.174,0.017,0.451,0.007
239,test,1.311,0.02,0.427,0.004
240,test,0.389,0.007,0.579,0.005
241,test,1.02,0.042,0.346,0.004
242,test,1.424,0.032,0.613,0.01
243,test,0.736,0.01,0.506,0.005
244,test,2.253,0.026,0.627,0.011
245,test,0.632,0.001,0.182,0.008
246,test,1.546,0.004,0.312,0.004
247,test,1.336,0.016,0.459,0.007
248,test,0.454,0.026,0.291,0.006
249,test,1.892,0.009,0.26,0.004
250,test,1.22,0.023,0.231,0.01
251,test,3.79,0.017,0.625,0.006
252,test,1.504,0.006,0.267,0.008
253,test,1.83,0.015,0.337,0.006
254,test,1.31,0.005,0.137,0.003
255,test,0.786,0.01,0.204,0.004
256,test,0.278,0.001,0.204,0.017
257,test,0.885,0.012,0.341,0.014
258,test,3.44,0.012,0.737,0.013
259,test,0.979,0.01,0.319,0.016
260,test,2.548,0.012,0.193,0.004
261,test,1.241,0.001,0.091,0.003
262,test,0.312,0.001,0.096,0.003
263,test,1.621,0.011,0.328,0.005
264,test,2.938,0.03,1.52,0.013
265,test,1.943,0.014,0.23,0.003
266,test,1.82,0.009,0.317,0.004
267,test,1.422,0.006,0.151,0.006
268,test,1.45,0.016,0.329,0.008
269,test,1.614,0.041,0.638,0.011
270,test,1.224,0.008,0.375,0.009
271,test,1.839,0.014,0.29,0.005
272,test,1.678,0.019,0.601,0.013
273,test,1.799,0.018,0.525,0.005
274,test,0.536,0.01,0.288,0.004
275,test,1.018,0.002,0.29,0.007
276,test,1.536,0.011,0.247,0.004
277,test,1.899,0.088,0.694,0.01
278,test,3.177,0.019,0.257,0.005
279,test,1.87,0.066,0.374,0.008
280,test,1.178,0.008,0.25,0.004
281,test,1.448,0.015,0.595,0.004
282,test,0.958,0.007,0.453,0.006
283,test,1.432,0.035,0.251,0.005
284,test,2.21,0.01,0.448,0.008
285,test,0.922,0.007,0.241,0.003
286,test,2.24,0.02,0.43,0.008
287,test,4.252,0.142,0.825,0.024
288,test,1.507,0.004,0.121,0.003
289,test,1.407,0.005,0.157,0.003
290,test,2.476,0.005,0.412,0.004
291,test,0.951,0.01,0.403,0.006
292,test,1.904,0.01,0.192,0.004
293,test,3.172,0.069,0.764,0.007
294,test,3.223,0.045,0.682,0.007
295,test,1.8,0.014,0.274,0.003
296,test,2.447,0.018,1.072,0.012
297,test,1.386,0.001,0.208,0.004
298,test,2.594,0.032,1.36,0.026
299,test,1.087,0.007,0.243,0.008
300,test,0.517,0.004,0.173,0.003
301,test,1.043,0.006,0.175,0.004
302,test,1.722,0.011,0.252,0.01
303,test,1.903,0.035,1.027,0.004
304,test,1.376,0.04,0.794,0.007
305,test,1.286,0.004,0.456,0.005
306,test,1.643,0.028,0.393,0.032
307,test,1.378,0.014,0.405,0.016
308,test,0.628,0.003,0.268,0.006
309,test,1.066,0.022,0.483,0.006
310,test,0.751,0.003,0.467,0.017
311,test,0.49,0.03,0.709,0.016
312,test,0.375,0.047,0.442,0.006
313,test,0.421,0.019,0.509,0.005
314,test,0.429,0.009,0.388,0.009
315,test,0.406,0.001,0.419,0.004
316,test,0.107,0.0,0.046,0.007
317,test,1.769,0.003,0.233,0.006
318,test,1.368,0.028,0.397,0.006
319,test,1.933,0.004,0.37,0.008
320,test,0.608,0.003,0.288,0.004
321,test,1.006,0.004,0.177,0.008
322,test,0.369,0.003,0.131,0.004
323,test,2.568,0.02,0.272,0.004
324,test,3.218,0.019,0.866,0.008
325,test,2.155,0.01,0.297,0.005
326,test,3.404,0.009,0.741,0.008
327,test,1.732,0.008,0.277,0.004
328,test,1.349,0.001,0.106,0.003
329,test,0.4,0.003,0.151,0.004
330,test,1.839,0.015,0.231,0.018
331,test,3.17,0.025,0.93,0.013
332,test,0.534,0.005,0.186,0.007
333,test,2.32,0.007,0.541,0.018
334,test,2.632,0.03,0.508,0.007
335,test,0.85,0.004,0.216,0.017
336,test,1.864,0.01,0.422,0.006
337,test,2.135,0.013,0.201,0.008
338,test,2.536,0.019,0.596,0.008
339,test,1.666,0.035,0.339,0.005
340,test,1.471,0.003,0.196,0.003
341,test,2.022,0.002,0.12,0.003
342,test,0.645,0.001,0.12,0.004
343,test,0.952,0.047,0.399,0.006
344,test,1.979,0.03,0.585,0.006
345,test,0.229,0.001,0.173,0.006
346,test,0.411,0.008,0.216,0.004
347,test,0.661,0.015,0.302,0.009
348,test,2.187,0.065,0.553,0.005
350,test,1.095,0.017,0.871,0.017
351,test,0.516,0.005,0.214,0.005
352,test,1.83,0.033,0.59,0.007
353,test,1.556,0.004,0.324,0.004
354,test,2.345,0.004,0.234,0.005
355,test,1.799,0.029,0.597,0.009
356,test,1.535,0.002,0.282,0.008
357,test,1.23,0.011,0.451,0.013
358,test,1.036,0.009,0.375,0.004
359,test,0.565,0.004,0.391,0.005
360,test,1.317,0.034,0.435,0.017
361,test,0.79,0.002,0.455,0.006
362,test,1.7,0.008,0.389,0.015
363,test,1.35,0.006,0.19,0.004
366,test,1.446,0.016,0.37,0.004
367,test,0.602,0.001,0.23,0.022
368,test,0.811,0.001,0.124,0.003
