doc,exp,sent_t,chain_t,umap_t,hdbscan_t
0,leaf,0,0.005,11.108,0.002
1,leaf,0,0.004,11.081,0.019
2,leaf,0,0.006,11.415,0.003
3,leaf,0,0.002,11.076,0.003
4,leaf,0,0.003,11.174,0.002
5,leaf,0,0.005,11.443,0.003
6,leaf,0,0.003,0.118,0.002
7,leaf,0,0.007,0.115,0.002
8,leaf,0,0.009,0.127,0.002
9,leaf,0,0.008,0.157,0.003
10,leaf,0,0.002,0.122,0.002
11,leaf,0,0.005,0.183,0.003
12,leaf,0,0.006,0.174,0.002
13,leaf,0,0.004,0.215,0.004
14,leaf,0,0.004,0.155,0.002
15,leaf,0,0.0,0.055,0.002
16,leaf,0,0.001,0.07,0.002
17,leaf,0,0.001,0.086,0.001
18,leaf,0,0.0,0.031,0.002
19,leaf,0,0.004,0.245,0.002
20,leaf,0,0.003,0.146,0.003
21,leaf,0,0.002,0.093,0.002
22,leaf,0,0.003,0.088,0.002
23,leaf,0,0.002,0.216,0.002
24,leaf,0,0.003,0.124,0.002
25,leaf,0,0.0,0.113,0.002
26,leaf,0,0.009,0.186,0.003
27,leaf,0,0.004,0.11,0.003
28,leaf,0,0.001,0.07,0.002
29,leaf,0,0.005,0.171,0.003
30,leaf,0,0.001,0.062,0.001
31,leaf,0,0.007,0.681,0.007
32,leaf,0,0.003,0.106,0.003
33,leaf,0,0.003,0.224,0.002
34,leaf,0,0.002,0.088,0.006
35,leaf,0,0.002,0.161,0.002
36,leaf,0,0.011,0.316,0.004
37,leaf,0,0.004,0.142,0.002
38,leaf,0,0.001,0.073,0.002
39,leaf,0,0.002,0.104,0.002
40,leaf,0,0.003,0.064,0.002
41,leaf,0,0.013,0.292,0.004
42,leaf,0,0.004,0.13,0.003
43,leaf,0,0.013,0.73,0.006
44,leaf,0,0.004,0.08,0.002
45,leaf,0,0.012,0.261,0.002
46,leaf,0,0.005,0.17,0.002
47,leaf,0,0.002,0.133,0.002
48,leaf,0,0.003,0.102,0.002
49,leaf,0,0.001,0.062,0.001
50,leaf,0,0.002,0.066,0.001
51,leaf,0,0.011,0.255,0.003
52,leaf,0,0.008,0.221,0.003
53,leaf,0,0.001,0.108,0.002
54,leaf,0,0.002,0.099,0.002
55,leaf,0,0.005,0.164,0.002
56,leaf,0,0.0,0.063,0.002
57,leaf,0,0.001,0.079,0.002
58,leaf,0,0.001,0.076,0.002
59,leaf,0,0.001,0.086,0.002
60,leaf,0,0.007,0.158,0.002
61,leaf,0,0.004,0.13,0.002
62,leaf,0,0.006,0.159,0.002
63,leaf,0,0.003,0.092,0.002
64,leaf,0,0.006,0.136,0.002
65,leaf,0,0.002,0.129,0.002
66,leaf,0,0.006,0.156,0.003
67,leaf,0,0.007,0.166,0.003
68,leaf,0,0.009,0.325,0.003
69,leaf,0,0.004,0.254,0.003
70,leaf,0,0.002,0.098,0.002
71,leaf,0,0.001,0.084,0.002
72,leaf,0,0.004,0.217,0.002
73,leaf,0,0.002,0.106,0.002
74,leaf,0,0.0,0.007,0.002
75,leaf,0,0.008,0.294,0.004
76,leaf,0,0.003,0.112,0.002
77,leaf,0,0.005,0.155,0.003
78,leaf,0,0.0,0.078,0.002
79,leaf,0,0.005,0.155,0.003
80,leaf,0,0.0,0.07,0.001
81,leaf,0,0.001,0.059,0.001
82,leaf,0,0.009,0.151,0.003
83,leaf,0,0.002,0.088,0.001
84,leaf,0,0.001,0.081,0.001
85,leaf,0,0.006,0.259,0.004
86,leaf,0,0.002,0.116,0.003
87,leaf,0,0.004,0.206,0.003
88,leaf,0,0.01,0.346,0.003
89,leaf,0,0.0,0.011,0.001
90,leaf,0,0.002,0.131,0.002
91,leaf,0,0.001,0.09,0.002
92,leaf,0,0.003,0.081,0.001
93,leaf,0,0.013,0.299,0.004
94,leaf,0,0.005,0.076,0.002
95,leaf,0,0.001,0.082,0.002
96,leaf,0,0.003,0.072,0.002
97,leaf,0,0.005,0.18,0.003
98,leaf,0,0.004,0.131,0.002
99,leaf,0,0.006,0.142,0.002
100,leaf,0,0.003,0.13,0.002
101,leaf,0,0.0,0.067,0.001
102,leaf,0,0.002,0.129,0.002
103,leaf,0,0.002,0.074,0.002
104,leaf,0,0.001,0.072,0.002
105,leaf,0,0.003,0.174,0.002
106,leaf,0,0.008,0.392,0.004
107,leaf,0,0.004,0.102,0.003
108,leaf,0,0.003,0.101,0.001
109,leaf,0,0.002,0.125,0.002
110,leaf,0,0.0,0.076,0.001
111,leaf,0,0.009,0.271,0.004
