doc,exp,sent_t,chain_t,umap_t,cluster_t
124,allow_hierarchical,0,0.001,0.067,0.002
125,allow_hierarchical,0,0.003,0.157,0.004
126,allow_hierarchical,0,0.001,0.078,0.002
127,allow_hierarchical,0,0.004,0.133,0.002
128,allow_hierarchical,0,0.007,0.374,0.004
129,allow_hierarchical,0,0.004,0.231,0.004
130,allow_hierarchical,0,0.003,0.088,0.003
131,allow_hierarchical,0,0.004,0.071,0.002
132,allow_hierarchical,0,0.002,0.147,0.003
133,allow_hierarchical,0,0.006,0.196,0.004
134,allow_hierarchical,0,0.002,0.144,0.004
135,allow_hierarchical,0,0.002,0.12,0.003
136,allow_hierarchical,0,0.004,0.14,0.002
137,allow_hierarchical,0,0.002,0.109,0.002
138,allow_hierarchical,0,0.007,0.174,0.004
139,allow_hierarchical,0,0.004,0.143,0.003
140,allow_hierarchical,0,0.002,0.181,0.003
141,allow_hierarchical,0,0.001,0.073,0.002
142,allow_hierarchical,0,0.005,0.157,0.003
143,allow_hierarchical,0,0.009,0.194,0.004
144,allow_hierarchical,0,0.005,0.263,0.006
145,allow_hierarchical,0,0.004,0.161,0.003
146,allow_hierarchical,0,0.025,0.411,0.006
147,allow_hierarchical,0,0.001,0.078,0.002
148,allow_hierarchical,0,0.001,0.083,0.002
149,allow_hierarchical,0,0.006,0.289,0.004
150,allow_hierarchical,0,0.007,0.146,0.004
151,allow_hierarchical,0,0.004,0.101,0.002
152,allow_hierarchical,0,0.005,0.092,0.002
153,allow_hierarchical,0,0.004,0.228,0.003
154,allow_hierarchical,0,0.008,0.31,0.006
155,allow_hierarchical,0,0.004,0.123,0.002
156,allow_hierarchical,0,0.01,0.179,0.003
157,allow_hierarchical,0,0.001,0.132,0.003
158,allow_hierarchical,0,0.01,0.197,0.004
159,allow_hierarchical,0,0.009,0.207,0.004
160,allow_hierarchical,0,0.005,0.191,0.003
161,allow_hierarchical,0,0.005,0.129,0.004
162,allow_hierarchical,0,0.005,0.127,0.003
163,allow_hierarchical,0,0.001,0.0,0.002
164,allow_hierarchical,0,0.014,0.134,0.003
165,allow_hierarchical,0,0.006,0.291,0.004
166,allow_hierarchical,0,0.004,0.128,0.003
167,allow_hierarchical,0,0.009,0.218,0.004
168,allow_hierarchical,0,0.01,0.162,0.003
169,allow_hierarchical,0,0.018,0.33,0.006
170,allow_hierarchical,0,0.001,0.091,0.003
171,allow_hierarchical,0,0.002,0.131,0.004
172,allow_hierarchical,0,0.0,0.096,0.003
173,allow_hierarchical,0,0.006,0.112,0.002
174,allow_hierarchical,0,0.003,0.091,0.002
175,allow_hierarchical,0,0.003,0.111,0.003
176,allow_hierarchical,0,0.002,0.087,0.002
177,allow_hierarchical,0,0.003,0.089,0.003
178,allow_hierarchical,0,0.004,0.174,0.005
179,allow_hierarchical,0,0.009,0.189,0.004
180,allow_hierarchical,0,0.003,0.09,0.003
181,allow_hierarchical,0,0.007,0.158,0.004
182,allow_hierarchical,0,0.003,0.158,0.003
183,allow_hierarchical,0,0.006,0.115,0.002
184,allow_hierarchical,0,0.005,0.114,0.003
185,allow_hierarchical,0,0.005,0.188,0.004
186,allow_hierarchical,0,0.008,0.221,0.004
187,allow_hierarchical,0,0.001,0.108,0.002
188,allow_hierarchical,0,0.009,0.134,0.003
189,allow_hierarchical,0,0.001,0.087,0.003
190,allow_hierarchical,0,0.015,0.29,0.005
191,allow_hierarchical,0,0.006,0.187,0.003
192,allow_hierarchical,0,0.004,0.112,0.003
193,allow_hierarchical,0,0.002,0.115,0.002
194,allow_hierarchical,0,0.007,0.177,0.003
195,allow_hierarchical,0,0.003,0.124,0.002
196,allow_hierarchical,0,0.004,0.182,0.004
197,allow_hierarchical,0,0.002,0.091,0.002
198,allow_hierarchical,0,0.002,0.099,0.002
199,allow_hierarchical,0,0.007,0.156,0.003
200,allow_hierarchical,0,0.001,0.123,0.003
201,allow_hierarchical,0,0.003,0.103,0.002
202,allow_hierarchical,0,0.0,0.078,0.004
203,allow_hierarchical,0,0.001,0.079,0.002
204,allow_hierarchical,0,0.006,0.178,0.004
205,allow_hierarchical,0,0.004,0.102,0.002
206,allow_hierarchical,0,0.008,0.206,0.004
207,allow_hierarchical,0,0.0,0.0,0.002
208,allow_hierarchical,0,0.003,0.183,0.003
209,allow_hierarchical,0,0.002,0.075,0.002
210,allow_hierarchical,0,0.005,0.209,0.008
211,allow_hierarchical,0,0.001,0.112,0.004
212,allow_hierarchical,0,0.019,0.625,0.01
213,allow_hierarchical,0,0.002,0.182,0.003
214,allow_hierarchical,0,0.002,0.115,0.008
215,allow_hierarchical,0,0.001,0.135,0.002
216,allow_hierarchical,0,0.007,0.264,0.004
217,allow_hierarchical,0,0.0,0.0,0.008
218,allow_hierarchical,0,0.015,0.148,0.002
219,allow_hierarchical,0,0.002,0.078,0.002
220,allow_hierarchical,0,0.002,0.118,0.002
221,allow_hierarchical,0,0.002,0.117,0.002
222,allow_hierarchical,0,0.0,0.078,0.002
223,allow_hierarchical,0,0.003,0.082,0.002
224,allow_hierarchical,0,0.001,0.107,0.002
225,allow_hierarchical,0,0.004,0.2,0.003
226,allow_hierarchical,0,0.003,0.127,0.003
227,allow_hierarchical,0,0.0,0.09,0.003
228,allow_hierarchical,0,0.01,0.199,0.004
229,allow_hierarchical,0,0.002,0.099,0.002
230,allow_hierarchical,0,0.001,0.105,0.002
231,allow_hierarchical,0,0.002,0.071,0.002
232,allow_hierarchical,0,0.003,0.103,0.002
233,allow_hierarchical,0,0.001,0.115,0.003
234,allow_hierarchical,0,0.005,0.162,0.003
235,allow_hierarchical,0,0.001,0.138,0.003
236,allow_hierarchical,0,0.019,0.299,0.004
237,allow_hierarchical,0,0.007,0.139,0.003
238,allow_hierarchical,0,0.002,0.173,0.003
239,allow_hierarchical,0,0.003,0.139,0.003
240,allow_hierarchical,0,0.004,0.169,0.003
241,allow_hierarchical,0,0.007,0.1,0.002
242,allow_hierarchical,0,0.007,0.275,0.005
243,allow_hierarchical,0,0.006,0.163,0.003
244,allow_hierarchical,0,0.013,0.339,0.004
245,allow_hierarchical,0,0.001,0.078,0.002
246,allow_hierarchical,0,0.001,0.082,0.002
247,allow_hierarchical,0,0.003,0.083,0.002
248,allow_hierarchical,0,0.003,0.107,0.002
249,allow_hierarchical,0,0.006,0.109,0.002
250,allow_hierarchical,0,0.001,0.119,0.002
251,allow_hierarchical,0,0.013,0.243,0.005
252,allow_hierarchical,0,0.002,0.12,0.002
253,allow_hierarchical,0,0.006,0.189,0.003
254,allow_hierarchical,0,0.001,0.071,0.002
255,allow_hierarchical,0,0.001,0.109,0.002
256,allow_hierarchical,0,0.0,0.0,0.002
257,allow_hierarchical,0,0.004,0.145,0.004
258,allow_hierarchical,0,0.007,0.342,0.004
259,allow_hierarchical,0,0.004,0.135,0.003
260,allow_hierarchical,0,0.005,0.109,0.002
261,allow_hierarchical,0,0.0,0.0,0.002
262,allow_hierarchical,0,0.0,0.0,0.002
263,allow_hierarchical,0,0.005,0.143,0.009
264,allow_hierarchical,0,0.011,0.639,0.008
265,allow_hierarchical,0,0.004,0.129,0.007
266,allow_hierarchical,0,0.004,0.194,0.002
267,allow_hierarchical,0,0.004,0.119,0.003
268,allow_hierarchical,0,0.01,0.151,0.003
269,allow_hierarchical,0,0.015,0.215,0.003
270,allow_hierarchical,0,0.01,0.214,0.004
271,allow_hierarchical,0,0.005,0.166,0.002
272,allow_hierarchical,0,0.006,0.184,0.003
273,allow_hierarchical,0,0.012,0.229,0.003
274,allow_hierarchical,0,0.003,0.151,0.002
275,allow_hierarchical,0,0.001,0.075,0.002
276,allow_hierarchical,0,0.001,0.115,0.002
277,allow_hierarchical,0,0.012,0.294,0.004
278,allow_hierarchical,0,0.01,0.141,0.003
279,allow_hierarchical,0,0.009,0.164,0.004
280,allow_hierarchical,0,0.001,0.099,0.003
281,allow_hierarchical,0,0.004,0.16,0.002
282,allow_hierarchical,0,0.005,0.177,0.003
283,allow_hierarchical,0,0.004,0.121,0.002
284,allow_hierarchical,0,0.005,0.222,0.003
285,allow_hierarchical,0,0.002,0.08,0.003
286,allow_hierarchical,0,0.008,0.245,0.003
287,allow_hierarchical,0,0.016,0.338,0.004
288,allow_hierarchical,0,0.002,0.074,0.002
289,allow_hierarchical,0,0.002,0.073,0.002
290,allow_hierarchical,0,0.003,0.106,0.002
291,allow_hierarchical,0,0.004,0.173,0.003
292,allow_hierarchical,0,0.005,0.096,0.002
293,allow_hierarchical,0,0.007,0.27,0.009
294,allow_hierarchical,0,0.008,0.374,0.004
295,allow_hierarchical,0,0.004,0.101,0.003
296,allow_hierarchical,0,0.004,0.302,0.005
297,allow_hierarchical,0,0.001,0.088,0.002
298,allow_hierarchical,0,0.006,0.519,0.005
299,allow_hierarchical,0,0.001,0.167,0.003
300,allow_hierarchical,0,0.001,0.084,0.002
301,allow_hierarchical,0,0.014,0.121,0.002
302,allow_hierarchical,0,0.004,0.074,0.002
303,allow_hierarchical,0,0.006,0.12,0.002
304,allow_hierarchical,0,0.01,0.275,0.004
305,allow_hierarchical,0,0.002,0.126,0.003
306,allow_hierarchical,0,0.001,0.071,0.002
307,allow_hierarchical,0,0.002,0.104,0.002
308,allow_hierarchical,0,0.001,0.072,0.002
309,allow_hierarchical,0,0.003,0.156,0.003
310,allow_hierarchical,0,0.002,0.113,0.002
311,allow_hierarchical,0,0.007,0.158,0.002
312,allow_hierarchical,0,0.006,0.187,0.003
313,allow_hierarchical,0,0.006,0.172,0.003
314,allow_hierarchical,0,0.004,0.145,0.003
315,allow_hierarchical,0,0.0,0.083,0.003
316,allow_hierarchical,0,0.0,0.0,0.001
317,allow_hierarchical,0,0.001,0.096,0.003
318,allow_hierarchical,0,0.011,0.224,0.003
319,allow_hierarchical,0,0.002,0.17,0.003
320,allow_hierarchical,0,0.002,0.115,0.002
321,allow_hierarchical,0,0.002,0.072,0.002
322,allow_hierarchical,0,0.001,0.073,0.002
323,allow_hierarchical,0,0.002,0.116,0.002
324,allow_hierarchical,0,0.008,0.31,0.004
325,allow_hierarchical,0,0.005,0.146,0.004
326,allow_hierarchical,0,0.004,0.276,0.006
327,allow_hierarchical,0,0.003,0.107,0.004
328,allow_hierarchical,0,0.0,0.0,0.001
329,allow_hierarchical,0,0.002,0.073,0.003
330,allow_hierarchical,0,0.003,0.11,0.002
331,allow_hierarchical,0,0.009,0.348,0.004
332,allow_hierarchical,0,0.003,0.095,0.003
333,allow_hierarchical,0,0.005,0.178,0.004
334,allow_hierarchical,0,0.005,0.249,0.004
335,allow_hierarchical,0,0.003,0.098,0.002
336,allow_hierarchical,0,0.003,0.175,0.002
337,allow_hierarchical,0,0.004,0.096,0.002
338,allow_hierarchical,0,0.005,0.227,0.003
339,allow_hierarchical,0,0.004,0.154,0.003
340,allow_hierarchical,0,0.0,0.089,0.002
341,allow_hierarchical,0,0.001,0.07,0.002
342,allow_hierarchical,0,0.0,0.0,0.001
343,allow_hierarchical,0,0.006,0.2,0.004
344,allow_hierarchical,0,0.007,0.119,0.003
345,allow_hierarchical,0,0.0,0.0,0.001
346,allow_hierarchical,0,0.005,0.153,0.003
347,allow_hierarchical,0,0.003,0.121,0.003
348,allow_hierarchical,0,0.007,0.149,0.002
350,allow_hierarchical,0,0.003,0.271,0.004
351,allow_hierarchical,0,0.003,0.073,0.002
352,allow_hierarchical,0,0.004,0.159,0.002
353,allow_hierarchical,0,0.002,0.078,0.002
354,allow_hierarchical,0,0.001,0.109,0.002
355,allow_hierarchical,0,0.004,0.194,0.004
356,allow_hierarchical,0,0.001,0.088,0.002
357,allow_hierarchical,0,0.005,0.114,0.003
358,allow_hierarchical,0,0.003,0.1,0.003
359,allow_hierarchical,0,0.003,0.109,0.003
360,allow_hierarchical,0,0.005,0.165,0.003
361,allow_hierarchical,0,0.002,0.098,0.003
362,allow_hierarchical,0,0.005,0.144,0.003
363,allow_hierarchical,0,0.002,0.117,0.003
364,allow_hierarchical,0,0.006,0.162,0.003
365,allow_hierarchical,0,0.008,0.239,0.004
366,allow_hierarchical,0,0.003,0.109,0.002
367,allow_hierarchical,0,0.001,0.105,0.002
368,allow_hierarchical,0,0.0,0.0,0.001
369,allow_hierarchical,0,0.011,0.335,0.007
370,allow_hierarchical,0,0.015,0.319,0.004
371,allow_hierarchical,0,0.009,0.194,0.003
372,allow_hierarchical,0,0.011,0.255,0.003
373,allow_hierarchical,0,0.0,0.073,0.002
374,allow_hierarchical,0,0.003,0.089,0.003
375,allow_hierarchical,0,0.004,0.118,0.002
376,allow_hierarchical,0,0.005,0.209,0.003
377,allow_hierarchical,0,0.003,0.076,0.003
378,allow_hierarchical,0,0.006,0.147,0.004
379,allow_hierarchical,0,0.007,0.2,0.004
380,allow_hierarchical,0,0.004,0.125,0.003
381,allow_hierarchical,0,0.009,0.214,0.003
382,allow_hierarchical,0,0.0,0.0,0.001
383,allow_hierarchical,0,0.002,0.1,0.003
384,allow_hierarchical,0,0.003,0.134,0.003
385,allow_hierarchical,0,0.008,0.269,0.004
386,allow_hierarchical,0,0.002,0.075,0.002
387,allow_hierarchical,0,0.002,0.076,0.002
388,allow_hierarchical,0,0.006,0.144,0.003
389,allow_hierarchical,0,0.0,0.0,0.001
390,allow_hierarchical,0,0.0,0.0,0.001
391,allow_hierarchical,0,0.005,0.121,0.003
392,allow_hierarchical,0,0.002,0.146,0.003
393,allow_hierarchical,0,0.012,0.283,0.003
394,allow_hierarchical,0,0.01,0.268,0.003
395,allow_hierarchical,0,0.003,0.177,0.002
396,allow_hierarchical,0,0.0,0.101,0.002
397,allow_hierarchical,0,0.006,0.191,0.003
398,allow_hierarchical,0,0.003,0.099,0.002
399,allow_hierarchical,0,0.002,0.137,0.002
400,allow_hierarchical,0,0.0,0.0,0.001
401,allow_hierarchical,0,0.004,0.161,0.002
402,allow_hierarchical,0,0.0,0.0,0.001
403,allow_hierarchical,0,0.001,0.092,0.003
404,allow_hierarchical,0,0.0,0.0,0.001
405,allow_hierarchical,0,0.001,0.119,0.002
406,allow_hierarchical,0,0.001,0.073,0.002
407,allow_hierarchical,0,0.005,0.19,0.004
408,allow_hierarchical,0,0.002,0.138,0.004
409,allow_hierarchical,0,0.01,0.282,0.003
410,allow_hierarchical,0,0.004,0.098,0.003
411,allow_hierarchical,0,0.018,0.521,0.005
412,allow_hierarchical,0,0.006,0.202,0.004
413,allow_hierarchical,0,0.015,0.276,0.006
414,allow_hierarchical,0,0.003,0.107,0.002
415,allow_hierarchical,0,0.003,0.109,0.002
416,allow_hierarchical,0,0.006,0.141,0.002
417,allow_hierarchical,0,0.005,0.266,0.004
418,allow_hierarchical,0,0.016,0.401,0.005
419,allow_hierarchical,0,0.0,0.0,0.001
420,allow_hierarchical,0,0.001,0.106,0.003
421,allow_hierarchical,0,0.007,0.193,0.003
422,allow_hierarchical,0,0.005,0.163,0.003
423,allow_hierarchical,0,0.0,0.076,0.002
424,allow_hierarchical,0,0.002,0.08,0.003
425,allow_hierarchical,0,0.002,0.079,0.002
426,allow_hierarchical,0,0.006,0.184,0.004
427,allow_hierarchical,0,0.002,0.069,0.003
428,allow_hierarchical,0,0.009,0.123,0.003
429,allow_hierarchical,0,0.001,0.092,0.002
430,allow_hierarchical,0,0.009,0.239,0.005
431,allow_hierarchical,0,0.001,0.074,0.002
432,allow_hierarchical,0,0.001,0.116,0.003
433,allow_hierarchical,0,0.004,0.164,0.002
434,allow_hierarchical,0,0.005,0.116,0.003
435,allow_hierarchical,0,0.005,0.163,0.003
436,allow_hierarchical,0,0.001,0.119,0.002
437,allow_hierarchical,0,0.002,0.099,0.002
438,allow_hierarchical,0,0.003,0.116,0.002
439,allow_hierarchical,0,0.007,0.11,0.003
440,allow_hierarchical,0,0.007,0.263,0.004
441,allow_hierarchical,0,0.003,0.105,0.003
442,allow_hierarchical,0,0.0,0.062,0.001
443,allow_hierarchical,0,0.007,0.116,0.003
444,allow_hierarchical,0,0.004,0.111,0.002
445,allow_hierarchical,0,0.001,0.079,0.002
446,allow_hierarchical,0,0.0,0.0,0.001
447,allow_hierarchical,0,0.003,0.106,0.002
448,allow_hierarchical,0,0.008,0.205,0.004
449,allow_hierarchical,0,0.003,0.139,0.003
450,allow_hierarchical,0,0.003,0.236,0.005
451,allow_hierarchical,0,0.0,0.0,0.001
452,allow_hierarchical,0,0.011,0.166,0.004
453,allow_hierarchical,0,0.009,0.159,0.002
454,allow_hierarchical,0,0.004,0.137,0.002
455,allow_hierarchical,0,0.002,0.106,0.002
456,allow_hierarchical,0,0.006,0.121,0.003
457,allow_hierarchical,0,0.005,0.189,0.004
458,allow_hierarchical,0,0.003,0.097,0.002
459,allow_hierarchical,0,0.005,0.164,0.003
460,allow_hierarchical,0,0.001,0.085,0.003
461,allow_hierarchical,0,0.003,0.111,0.003
462,allow_hierarchical,0,0.003,0.167,0.004
463,allow_hierarchical,0,0.001,0.088,0.002
464,allow_hierarchical,0,0.003,0.091,0.002
465,allow_hierarchical,0,0.005,0.112,0.003
466,allow_hierarchical,0,0.004,0.098,0.002
467,allow_hierarchical,0,0.001,0.065,0.002
468,allow_hierarchical,0,0.002,0.154,0.003
469,allow_hierarchical,0,0.0,0.0,0.0
470,allow_hierarchical,0,0.0,0.0,0.001
471,allow_hierarchical,0,0.004,0.254,0.004
472,allow_hierarchical,0,0.006,0.152,0.004
473,allow_hierarchical,0,0.004,0.189,0.005
474,allow_hierarchical,0,0.002,0.109,0.003
475,allow_hierarchical,0,0.002,0.111,0.003
476,allow_hierarchical,0,0.006,0.134,0.003
477,allow_hierarchical,0,0.002,0.121,0.003
478,allow_hierarchical,0,0.004,0.106,0.003
479,allow_hierarchical,0,0.009,0.32,0.006
480,allow_hierarchical,0,0.002,0.084,0.003
481,allow_hierarchical,0,0.0,0.0,0.001
482,allow_hierarchical,0,0.009,0.097,0.003
483,allow_hierarchical,0,0.007,0.278,0.004
484,allow_hierarchical,0,0.0,0.0,0.001
485,allow_hierarchical,0,0.002,0.073,0.002
486,allow_hierarchical,0,0.002,0.085,0.002
487,allow_hierarchical,0,0.013,0.368,0.007
488,allow_hierarchical,0,0.006,0.273,0.003
489,allow_hierarchical,0,0.002,0.111,0.002
490,allow_hierarchical,0,0.0,0.0,0.001
491,allow_hierarchical,0,0.001,0.114,0.002
492,allow_hierarchical,0,0.005,0.161,0.002
493,allow_hierarchical,0,0.005,0.198,0.003
494,allow_hierarchical,0,0.002,0.095,0.002
495,allow_hierarchical,0,0.008,0.288,0.004
496,allow_hierarchical,0,0.007,0.313,0.005
497,allow_hierarchical,0,0.0,0.086,0.003
498,allow_hierarchical,0,0.005,0.129,0.002
499,allow_hierarchical,0,0.007,0.213,0.002
500,allow_hierarchical,0,0.003,0.099,0.003
501,allow_hierarchical,0,0.002,0.1,0.002
502,allow_hierarchical,0,0.003,0.109,0.002
503,allow_hierarchical,0,0.0,0.0,0.001
504,allow_hierarchical,0,0.014,0.258,0.005
505,allow_hierarchical,0,0.002,0.075,0.002
506,allow_hierarchical,0,0.002,0.088,0.002
507,allow_hierarchical,0,0.005,0.276,0.007
508,allow_hierarchical,0,0.003,0.104,0.003
509,allow_hierarchical,0,0.0,0.083,0.002
510,allow_hierarchical,0,0.003,0.097,0.002
511,allow_hierarchical,0,0.002,0.097,0.002
512,allow_hierarchical,0,0.005,0.186,0.003
513,allow_hierarchical,0,0.005,0.195,0.004
514,allow_hierarchical,0,0.028,1.523,0.022
515,allow_hierarchical,0,0.009,0.277,0.004
516,allow_hierarchical,0,0.006,0.292,0.004
517,allow_hierarchical,0,0.005,0.159,0.003
518,allow_hierarchical,0,0.002,0.361,0.003
519,allow_hierarchical,0,0.01,0.288,0.003
520,allow_hierarchical,0,0.009,0.192,0.003
521,allow_hierarchical,0,0.001,0.191,0.002
522,allow_hierarchical,0,0.006,0.122,0.002
523,allow_hierarchical,0,0.004,0.088,0.003
524,allow_hierarchical,0,0.004,0.131,0.002
525,allow_hierarchical,0,0.009,0.319,0.004
526,allow_hierarchical,0,0.001,0.112,0.003
527,allow_hierarchical,0,0.0,0.0,0.001
528,allow_hierarchical,0,0.048,0.854,0.01
529,allow_hierarchical,0,0.003,0.236,0.003
530,allow_hierarchical,0,0.004,0.224,0.002
531,allow_hierarchical,0,0.046,0.274,0.004
532,allow_hierarchical,0,0.001,0.088,0.002
533,allow_hierarchical,0,0.009,0.379,0.005
534,allow_hierarchical,0,0.008,0.22,0.015
535,allow_hierarchical,0,0.003,0.341,0.006
536,allow_hierarchical,0,0.018,0.233,0.003
537,allow_hierarchical,0,0.042,0.359,0.004
538,allow_hierarchical,0,0.007,0.15,0.002
539,allow_hierarchical,0,0.004,0.095,0.002
540,allow_hierarchical,0,0.006,0.201,0.003
541,allow_hierarchical,0,0.008,0.341,0.004
542,allow_hierarchical,0,0.007,0.29,0.004
543,allow_hierarchical,0,0.004,0.127,0.003
544,allow_hierarchical,0,0.011,0.238,0.003
545,allow_hierarchical,0,0.002,0.087,0.002
546,allow_hierarchical,0,0.008,0.19,0.003
547,allow_hierarchical,0,0.014,0.224,0.004
548,allow_hierarchical,0,0.007,0.147,0.003
549,allow_hierarchical,0,0.008,0.138,0.003
550,allow_hierarchical,0,0.0,0.0,0.001
551,allow_hierarchical,0,0.007,0.249,0.009
552,allow_hierarchical,0,0.006,0.092,0.002
553,allow_hierarchical,0,0.002,0.08,0.002
554,allow_hierarchical,0,0.0,0.0,0.002
555,allow_hierarchical,0,0.001,0.082,0.002
556,allow_hierarchical,0,0.007,0.302,0.006
557,allow_hierarchical,0,0.013,0.291,0.005
