doc,exp,sent_t,chain_t,umap_t,cluster_t
1107,allow_hierarchical,0,0.002,0.081,0.002
1108,allow_hierarchical,0,0.001,0.119,0.003
1109,allow_hierarchical,0,0.008,0.192,0.003
1110,allow_hierarchical,0,0.003,0.201,0.004
1111,allow_hierarchical,0,0.002,0.071,0.002
1112,allow_hierarchical,0,0.002,0.082,0.002
1113,allow_hierarchical,0,0.002,0.097,0.003
1114,allow_hierarchical,0,0.005,0.17,0.003
1115,allow_hierarchical,0,0.004,0.102,0.003
1116,allow_hierarchical,0,0.0,0.084,0.002
1117,allow_hierarchical,0,0.002,0.089,0.003
1118,allow_hierarchical,0,0.019,0.449,0.007
1119,allow_hierarchical,0,0.002,0.089,0.003
1120,allow_hierarchical,0,0.007,0.191,0.01
1121,allow_hierarchical,0,0.006,0.231,0.002
1122,allow_hierarchical,0,0.004,0.178,0.003
1123,allow_hierarchical,0,0.013,0.507,0.008
1124,allow_hierarchical,0,0.008,0.245,0.004
1125,allow_hierarchical,0,0.006,0.117,0.002
1126,allow_hierarchical,0,0.0,0.0,0.002
1127,allow_hierarchical,0,0.01,0.133,0.003
1128,allow_hierarchical,0,0.005,0.143,0.003
1129,allow_hierarchical,0,0.001,0.092,0.002
1130,allow_hierarchical,0,0.006,0.148,0.004
1131,allow_hierarchical,0,0.007,0.155,0.003
1132,allow_hierarchical,0,0.002,0.112,0.003
1133,allow_hierarchical,0,0.006,0.215,0.004
1134,allow_hierarchical,0,0.001,0.073,0.002
1135,allow_hierarchical,0,0.008,0.152,0.003
1136,allow_hierarchical,0,0.006,0.208,0.003
1137,allow_hierarchical,0,0.003,0.096,0.002
1138,allow_hierarchical,0,0.005,0.245,0.005
1139,allow_hierarchical,0,0.008,0.161,0.004
1140,allow_hierarchical,0,0.0,0.0,0.002
1141,allow_hierarchical,0,0.007,0.198,0.003
1142,allow_hierarchical,0,0.002,0.088,0.002
1143,allow_hierarchical,0,0.002,0.091,0.003
1144,allow_hierarchical,0,0.001,0.098,0.002
1145,allow_hierarchical,0,0.001,0.098,0.002
1146,allow_hierarchical,0,0.004,0.069,0.002
1147,allow_hierarchical,0,0.002,0.085,0.003
1148,allow_hierarchical,0,0.002,0.069,0.002
1149,allow_hierarchical,0,0.003,0.105,0.003
1151,allow_hierarchical,0,0.0,0.071,0.002
1152,allow_hierarchical,0,0.001,0.0,0.002
1153,allow_hierarchical,0,0.001,0.119,0.003
1154,allow_hierarchical,0,0.012,0.249,0.005
1155,allow_hierarchical,0,0.005,0.172,0.003
1156,allow_hierarchical,0,0.005,0.132,0.002
1157,allow_hierarchical,0,0.009,0.187,0.003
1158,allow_hierarchical,0,0.004,0.09,0.003
1159,allow_hierarchical,0,0.0,0.067,0.002
1160,allow_hierarchical,0,0.002,0.071,0.002
1161,allow_hierarchical,0,0.002,0.174,0.003
1162,allow_hierarchical,0,0.002,0.078,0.002
1163,allow_hierarchical,0,0.006,0.201,0.003
1164,allow_hierarchical,0,0.011,0.259,0.003
1165,allow_hierarchical,0,0.006,0.15,0.002
1166,allow_hierarchical,0,0.005,0.106,0.003
1167,allow_hierarchical,0,0.005,0.154,0.003
1168,allow_hierarchical,0,0.002,0.136,0.004
1169,allow_hierarchical,0,0.001,0.073,0.002
1170,allow_hierarchical,0,0.021,0.352,0.005
1171,allow_hierarchical,0,0.001,0.088,0.002
1172,allow_hierarchical,0,0.004,0.1,0.002
1173,allow_hierarchical,0,0.003,0.172,0.004
1174,allow_hierarchical,0,0.004,0.076,0.002
1175,allow_hierarchical,0,0.003,0.093,0.002
1176,allow_hierarchical,0,0.003,0.104,0.002
1177,allow_hierarchical,0,0.004,0.137,0.003
1178,allow_hierarchical,0,0.0,0.0,0.001
1179,allow_hierarchical,0,0.002,0.111,0.002
1180,allow_hierarchical,0,0.0,0.073,0.002
1181,allow_hierarchical,0,0.001,0.071,0.003
1182,allow_hierarchical,0,0.004,0.145,0.002
1183,allow_hierarchical,0,0.004,0.268,0.004
1184,allow_hierarchical,0,0.003,0.133,0.002
1186,allow_hierarchical,0,0.004,0.146,0.002
1187,allow_hierarchical,0,0.002,0.122,0.002
1188,allow_hierarchical,0,0.005,0.141,0.003
1189,allow_hierarchical,0,0.002,0.087,0.002
1190,allow_hierarchical,0,0.0,0.082,0.002
1191,allow_hierarchical,0,0.003,0.102,0.002
1192,allow_hierarchical,0,0.003,0.065,0.002
1193,allow_hierarchical,0,0.006,0.136,0.003
1194,allow_hierarchical,0,0.005,0.117,0.002
1195,allow_hierarchical,0,0.005,0.128,0.002
1196,allow_hierarchical,0,0.004,0.23,0.005
1197,allow_hierarchical,0,0.003,0.194,0.005
1198,allow_hierarchical,0,0.007,0.138,0.003
1199,allow_hierarchical,0,0.001,0.103,0.003
1200,allow_hierarchical,0,0.003,0.097,0.003
1201,allow_hierarchical,0,0.0,0.0,0.002
1202,allow_hierarchical,0,0.005,0.12,0.003
1203,allow_hierarchical,0,0.015,0.147,0.004
1204,allow_hierarchical,0,0.004,0.204,0.004
1205,allow_hierarchical,0,0.007,0.16,0.008
1206,allow_hierarchical,0,0.004,0.288,0.005
1207,allow_hierarchical,0,0.002,0.093,0.003
1208,allow_hierarchical,0,0.002,0.141,0.003
1209,allow_hierarchical,0,0.002,0.283,0.005
1210,allow_hierarchical,0,0.007,0.161,0.003
1211,allow_hierarchical,0,0.007,0.182,0.003
1212,allow_hierarchical,0,0.009,0.341,0.005
1213,allow_hierarchical,0,0.004,0.092,0.002
1214,allow_hierarchical,0,0.002,0.095,0.003
1215,allow_hierarchical,0,0.002,0.098,0.003
1216,allow_hierarchical,0,0.001,0.109,0.003
1217,allow_hierarchical,0,0.002,0.109,0.003
1218,allow_hierarchical,0,0.001,0.117,0.002
1219,allow_hierarchical,0,0.013,0.333,0.006
1220,allow_hierarchical,0,0.004,0.178,0.004
1221,allow_hierarchical,0,0.001,0.105,0.003
1222,allow_hierarchical,0,0.006,0.09,0.002
1223,allow_hierarchical,0,0.005,0.214,0.004
1224,allow_hierarchical,0,0.002,0.101,0.003
1225,allow_hierarchical,0,0.006,0.14,0.003
1226,allow_hierarchical,0,0.013,0.199,0.004
1227,allow_hierarchical,0,0.01,0.187,0.004
1228,allow_hierarchical,0,0.003,0.122,0.003
1229,allow_hierarchical,0,0.003,0.1,0.003
1230,allow_hierarchical,0,0.002,0.12,0.003
1231,allow_hierarchical,0,0.01,0.334,0.004
1232,allow_hierarchical,0,0.001,0.095,0.002
1233,allow_hierarchical,0,0.004,0.106,0.003
1234,allow_hierarchical,0,0.004,0.18,0.004
1235,allow_hierarchical,0,0.004,0.094,0.002
1236,allow_hierarchical,0,0.005,0.295,0.003
1237,allow_hierarchical,0,0.008,0.146,0.003
1238,allow_hierarchical,0,0.004,0.165,0.003
1239,allow_hierarchical,0,0.003,0.133,0.002
1240,allow_hierarchical,0,0.004,0.133,0.003
1241,allow_hierarchical,0,0.003,0.137,0.004
1242,allow_hierarchical,0,0.004,0.074,0.002
1243,allow_hierarchical,0,0.004,0.204,0.004
1244,allow_hierarchical,0,0.003,0.08,0.003
1245,allow_hierarchical,0,0.0,0.0,0.001
1246,allow_hierarchical,0,0.0,0.0,0.001
1247,allow_hierarchical,0,0.004,0.138,0.002
1248,allow_hierarchical,0,0.009,0.216,0.004
1249,allow_hierarchical,0,0.001,0.122,0.003
1250,allow_hierarchical,0,0.001,0.089,0.002
1251,allow_hierarchical,0,0.0,0.0,0.001
1252,allow_hierarchical,0,0.002,0.087,0.002
1253,allow_hierarchical,0,0.009,0.245,0.004
1254,allow_hierarchical,0,0.003,0.173,0.003
1255,allow_hierarchical,0,0.001,0.068,0.002
1256,allow_hierarchical,0,0.002,0.093,0.002
1257,allow_hierarchical,0,0.003,0.139,0.003
1258,allow_hierarchical,0,0.005,0.309,0.006
1259,allow_hierarchical,0,0.007,0.249,0.005
1260,allow_hierarchical,0,0.002,0.117,0.003
1261,allow_hierarchical,0,0.003,0.163,0.004
1262,allow_hierarchical,0,0.003,0.102,0.003
1263,allow_hierarchical,0,0.0,0.11,0.002
1264,allow_hierarchical,0,0.005,0.185,0.003
1265,allow_hierarchical,0,0.008,0.202,0.003
1266,allow_hierarchical,0,0.005,0.141,0.003
1267,allow_hierarchical,0,0.007,0.124,0.002
1268,allow_hierarchical,0,0.001,0.08,0.002
1269,allow_hierarchical,0,0.005,0.152,0.002
1270,allow_hierarchical,0,0.004,0.074,0.002
1271,allow_hierarchical,0,0.004,0.17,0.004
1272,allow_hierarchical,0,0.003,0.17,0.002
1273,allow_hierarchical,0,0.0,0.0,0.001
1274,allow_hierarchical,0,0.002,0.137,0.002
1275,allow_hierarchical,0,0.001,0.093,0.003
1276,allow_hierarchical,0,0.0,0.0,0.001
1277,allow_hierarchical,0,0.002,0.175,0.004
1278,allow_hierarchical,0,0.0,0.081,0.002
1280,allow_hierarchical,0,0.002,0.076,0.002
1281,allow_hierarchical,0,0.005,0.172,0.002
1282,allow_hierarchical,0,0.0,0.0,0.001
1283,allow_hierarchical,0,0.004,0.097,0.003
1284,allow_hierarchical,0,0.001,0.099,0.003
1285,allow_hierarchical,0,0.0,0.073,0.002
1286,allow_hierarchical,0,0.001,0.097,0.002
1287,allow_hierarchical,0,0.003,0.096,0.002
1288,allow_hierarchical,0,0.003,0.139,0.003
1289,allow_hierarchical,0,0.001,0.131,0.002
1290,allow_hierarchical,0,0.006,0.138,0.002
1291,allow_hierarchical,0,0.0,0.075,0.002
1292,allow_hierarchical,0,0.003,0.141,0.004
1293,allow_hierarchical,0,0.003,0.122,0.003
1294,allow_hierarchical,0,0.005,0.136,0.002
1295,allow_hierarchical,0,0.005,0.18,0.004
1296,allow_hierarchical,0,0.004,0.095,0.002
1297,allow_hierarchical,0,0.006,0.131,0.003
1298,allow_hierarchical,0,0.005,0.145,0.003
1299,allow_hierarchical,0,0.005,0.153,0.003
1300,allow_hierarchical,0,0.0,0.0,0.001
1301,allow_hierarchical,0,0.001,0.124,0.003
1302,allow_hierarchical,0,0.003,0.098,0.002
1303,allow_hierarchical,0,0.001,0.083,0.002
1304,allow_hierarchical,0,0.006,0.268,0.009
1305,allow_hierarchical,0,0.002,0.099,0.003
1306,allow_hierarchical,0,0.018,0.354,0.005
1307,allow_hierarchical,0,0.004,0.163,0.004
1308,allow_hierarchical,0,0.002,0.135,0.003
1309,allow_hierarchical,0,0.001,0.085,0.002
1310,allow_hierarchical,0,0.002,0.092,0.003
1311,allow_hierarchical,0,0.018,0.443,0.007
1312,allow_hierarchical,0,0.027,0.261,0.003
1313,allow_hierarchical,0,0.004,0.162,0.003
1314,allow_hierarchical,0,0.011,0.195,0.002
1315,allow_hierarchical,0,0.006,0.314,0.004
1316,allow_hierarchical,0,0.003,0.164,0.002
1317,allow_hierarchical,0,0.002,0.126,0.003
1318,allow_hierarchical,0,0.009,0.232,0.003
1319,allow_hierarchical,0,0.009,0.299,0.006
1320,allow_hierarchical,0,0.001,0.133,0.002
1321,allow_hierarchical,0,0.002,0.084,0.003
1322,allow_hierarchical,0,0.005,0.111,0.002
1323,allow_hierarchical,0,0.005,0.188,0.003
1324,allow_hierarchical,0,0.013,0.343,0.004
1325,allow_hierarchical,0,0.005,0.176,0.003
1326,allow_hierarchical,0,0.0,0.0,0.001
1327,allow_hierarchical,0,0.003,0.089,0.002
1328,allow_hierarchical,0,0.006,0.129,0.003
1329,allow_hierarchical,0,0.009,0.208,0.003
1330,allow_hierarchical,0,0.008,0.218,0.004
1331,allow_hierarchical,0,0.005,0.232,0.004
1332,allow_hierarchical,0,0.004,0.216,0.003
1333,allow_hierarchical,0,0.008,0.236,0.003
1334,allow_hierarchical,0,0.006,0.216,0.003
1335,allow_hierarchical,0,0.0,0.0,0.001
1336,allow_hierarchical,0,0.003,0.135,0.002
1337,allow_hierarchical,0,0.001,0.081,0.002
1338,allow_hierarchical,0,0.002,0.113,0.002
1339,allow_hierarchical,0,0.003,0.088,0.003
1340,allow_hierarchical,0,0.006,0.211,0.003
1341,allow_hierarchical,0,0.008,0.257,0.003
1342,allow_hierarchical,0,0.002,0.151,0.003
1343,allow_hierarchical,0,0.003,0.115,0.003
1344,allow_hierarchical,0,0.001,0.086,0.002
1345,allow_hierarchical,0,0.001,0.069,0.002
1346,allow_hierarchical,0,0.003,0.114,0.002
1347,allow_hierarchical,0,0.0,0.0,0.001
1348,allow_hierarchical,0,0.002,0.097,0.002
1349,allow_hierarchical,0,0.003,0.072,0.002
1350,allow_hierarchical,0,0.006,0.299,0.004
1351,allow_hierarchical,0,0.002,0.1,0.003
1352,allow_hierarchical,0,0.003,0.072,0.003
1353,allow_hierarchical,0,0.004,0.131,0.002
1354,allow_hierarchical,0,0.0,0.082,0.003
1355,allow_hierarchical,0,0.002,0.099,0.002
1356,allow_hierarchical,0,0.003,0.152,0.003
1357,allow_hierarchical,0,0.0,0.0,0.001
1358,allow_hierarchical,0,0.006,0.16,0.004
1359,allow_hierarchical,0,0.013,0.259,0.004
1360,allow_hierarchical,0,0.002,0.136,0.003
1361,allow_hierarchical,0,0.003,0.127,0.003
1362,allow_hierarchical,0,0.004,0.122,0.003
1363,allow_hierarchical,0,0.001,0.124,0.004
1364,allow_hierarchical,0,0.006,0.145,0.004
1365,allow_hierarchical,0,0.0,0.091,0.003
1366,allow_hierarchical,0,0.006,0.183,0.003
1367,allow_hierarchical,0,0.0,0.085,0.002
1368,allow_hierarchical,0,0.001,0.091,0.002
1369,allow_hierarchical,0,0.001,0.083,0.002
1370,allow_hierarchical,0,0.011,0.197,0.003
1371,allow_hierarchical,0,0.004,0.129,0.002
1372,allow_hierarchical,0,0.002,0.074,0.003
1373,allow_hierarchical,0,0.002,0.082,0.002
1374,allow_hierarchical,0,0.003,0.072,0.002
1375,allow_hierarchical,0,0.006,0.158,0.003
1376,allow_hierarchical,0,0.005,0.227,0.005
1377,allow_hierarchical,0,0.002,0.072,0.002
1378,allow_hierarchical,0,0.012,0.382,0.005
1379,allow_hierarchical,0,0.006,0.19,0.004
1380,allow_hierarchical,0,0.002,0.097,0.002
1381,allow_hierarchical,0,0.002,0.125,0.002
1382,allow_hierarchical,0,0.005,0.266,0.004
1383,allow_hierarchical,0,0.006,0.201,0.003
1384,allow_hierarchical,0,0.007,0.097,0.002
1385,allow_hierarchical,0,0.004,0.105,0.004
1386,allow_hierarchical,0,0.004,0.23,0.005
1387,allow_hierarchical,0,0.007,0.074,0.002
1388,allow_hierarchical,0,0.0,0.079,0.003
1389,allow_hierarchical,0,0.002,0.092,0.002
1390,allow_hierarchical,0,0.004,0.147,0.002
1391,allow_hierarchical,0,0.005,0.19,0.003
1392,allow_hierarchical,0,0.002,0.099,0.002
1393,allow_hierarchical,0,0.001,0.079,0.002
1394,allow_hierarchical,0,0.001,0.104,0.003
1395,allow_hierarchical,0,0.0,0.082,0.002
1396,allow_hierarchical,0,0.003,0.121,0.002
1397,allow_hierarchical,0,0.001,0.075,0.002
1398,allow_hierarchical,0,0.004,0.162,0.003
1399,allow_hierarchical,0,0.005,0.245,0.004
1400,allow_hierarchical,0,0.005,0.156,0.003
1401,allow_hierarchical,0,0.011,0.363,0.007
1402,allow_hierarchical,0,0.005,0.135,0.002
1403,allow_hierarchical,0,0.003,0.132,0.002
1404,allow_hierarchical,0,0.001,0.077,0.002
1405,allow_hierarchical,0,0.001,0.077,0.002
1406,allow_hierarchical,0,0.003,0.14,0.002
1407,allow_hierarchical,0,0.002,0.107,0.003
1408,allow_hierarchical,0,0.001,0.0,0.002
1409,allow_hierarchical,0,0.004,0.129,0.003
1410,allow_hierarchical,0,0.002,0.101,0.004
1411,allow_hierarchical,0,0.003,0.183,0.003
1412,allow_hierarchical,0,0.005,0.224,0.003
1413,allow_hierarchical,0,0.0,0.079,0.002
1414,allow_hierarchical,0,0.004,0.131,0.004
1415,allow_hierarchical,0,0.007,0.27,0.005
1416,allow_hierarchical,0,0.0,0.073,0.003
1417,allow_hierarchical,0,0.005,0.139,0.004
1418,allow_hierarchical,0,0.002,0.086,0.002
1419,allow_hierarchical,0,0.0,0.0,0.001
1420,allow_hierarchical,0,0.003,0.076,0.002
1421,allow_hierarchical,0,0.008,0.149,0.002
1422,allow_hierarchical,0,0.004,0.091,0.002
1423,allow_hierarchical,0,0.006,0.208,0.002
1424,allow_hierarchical,0,0.026,0.383,0.005
1425,allow_hierarchical,0,0.003,0.155,0.004
1426,allow_hierarchical,0,0.006,0.168,0.003
1427,allow_hierarchical,0,0.0,0.0,0.001
1428,allow_hierarchical,0,0.002,0.106,0.002
1429,allow_hierarchical,0,0.001,0.11,0.002
1430,allow_hierarchical,0,0.0,0.0,0.001
1431,allow_hierarchical,0,0.002,0.076,0.003
1432,allow_hierarchical,0,0.002,0.141,0.004
1433,allow_hierarchical,0,0.011,0.404,0.005
1434,allow_hierarchical,0,0.003,0.165,0.002
1435,allow_hierarchical,0,0.014,0.398,0.004
1436,allow_hierarchical,0,0.001,0.104,0.002
1437,allow_hierarchical,0,0.003,0.141,0.002
1438,allow_hierarchical,0,0.002,0.135,0.002
1439,allow_hierarchical,0,0.004,0.198,0.004
1440,allow_hierarchical,0,0.003,0.16,0.004
1441,allow_hierarchical,0,0.002,0.151,0.003
1442,allow_hierarchical,0,0.0,0.0,0.001
1443,allow_hierarchical,0,0.0,0.0,0.001
1444,allow_hierarchical,0,0.012,0.159,0.002
1445,allow_hierarchical,0,0.005,0.212,0.003
1446,allow_hierarchical,0,0.002,0.118,0.002
1447,allow_hierarchical,0,0.001,0.078,0.002
1448,allow_hierarchical,0,0.011,0.119,0.002
1449,allow_hierarchical,0,0.003,0.102,0.002
1450,allow_hierarchical,0,0.003,0.121,0.003
1451,allow_hierarchical,0,0.013,0.113,0.002
1452,allow_hierarchical,0,0.004,0.175,0.003
1453,allow_hierarchical,0,0.003,0.108,0.003
1454,allow_hierarchical,0,0.011,0.162,0.003
1455,allow_hierarchical,0,0.011,0.346,0.004
1456,allow_hierarchical,0,0.001,0.085,0.003
1457,allow_hierarchical,0,0.006,0.208,0.003
1458,allow_hierarchical,0,0.001,0.089,0.003
1459,allow_hierarchical,0,0.005,0.181,0.002
1460,allow_hierarchical,0,0.002,0.088,0.003
1461,allow_hierarchical,0,0.008,0.165,0.002
1462,allow_hierarchical,0,0.01,0.264,0.003
1463,allow_hierarchical,0,0.005,0.192,0.003
1464,allow_hierarchical,0,0.002,0.11,0.003
1465,allow_hierarchical,0,0.002,0.096,0.002
1466,allow_hierarchical,0,0.001,0.098,0.003
1467,allow_hierarchical,0,0.008,0.156,0.002
1468,allow_hierarchical,0,0.0,0.0,0.001
1469,allow_hierarchical,0,0.007,0.144,0.003
1470,allow_hierarchical,0,0.008,0.356,0.005
1471,allow_hierarchical,0,0.004,0.207,0.004
1472,allow_hierarchical,0,0.0,0.0,0.001
1473,allow_hierarchical,0,0.003,0.093,0.003
1474,allow_hierarchical,0,0.0,0.0,0.001
1476,allow_hierarchical,0,0.002,0.142,0.003
1477,allow_hierarchical,0,0.002,0.067,0.003
1478,allow_hierarchical,0,0.003,0.096,0.002
1479,allow_hierarchical,0,0.002,0.118,0.002
1480,allow_hierarchical,0,0.007,0.37,0.004
1481,allow_hierarchical,0,0.008,0.227,0.004
1482,allow_hierarchical,0,0.007,0.241,0.005
1483,allow_hierarchical,0,0.01,0.296,0.005
1484,allow_hierarchical,0,0.006,0.239,0.003
1485,allow_hierarchical,0,0.007,0.175,0.002
1486,allow_hierarchical,0,0.004,0.174,0.002
1487,allow_hierarchical,0,0.001,0.107,0.003
1488,allow_hierarchical,0,0.007,0.274,0.005
1489,allow_hierarchical,0,0.007,0.284,0.006
1490,allow_hierarchical,0,0.0,0.066,0.002
1491,allow_hierarchical,0,0.005,0.128,0.002
1492,allow_hierarchical,0,0.001,0.071,0.002
1493,allow_hierarchical,0,0.002,0.167,0.003
1494,allow_hierarchical,0,0.003,0.154,0.004
1495,allow_hierarchical,0,0.002,0.114,0.002
1496,allow_hierarchical,0,0.002,0.111,0.003
1497,allow_hierarchical,0,0.009,0.189,0.004
1498,allow_hierarchical,0,0.001,0.075,0.002
1499,allow_hierarchical,0,0.003,0.161,0.003
1500,allow_hierarchical,0,0.013,0.268,0.005
1501,allow_hierarchical,0,0.002,0.064,0.003
1502,allow_hierarchical,0,0.003,0.264,0.006
1503,allow_hierarchical,0,0.001,0.134,0.002
1504,allow_hierarchical,0,0.003,0.118,0.003
1505,allow_hierarchical,0,0.003,0.148,0.004
1506,allow_hierarchical,0,0.008,0.189,0.003
1507,allow_hierarchical,0,0.003,0.136,0.002
1508,allow_hierarchical,0,0.002,0.079,0.003
1509,allow_hierarchical,0,0.006,0.113,0.002
1510,allow_hierarchical,0,0.003,0.137,0.002
1511,allow_hierarchical,0,0.005,0.083,0.003
1512,allow_hierarchical,0,0.007,0.187,0.004
1513,allow_hierarchical,0,0.008,0.235,0.005
1514,allow_hierarchical,0,0.011,0.348,0.004
1515,allow_hierarchical,0,0.0,0.077,0.002
1516,allow_hierarchical,0,0.008,0.182,0.003
1517,allow_hierarchical,0,0.001,0.074,0.002
1518,allow_hierarchical,0,0.003,0.099,0.002
1519,allow_hierarchical,0,0.015,0.307,0.006
1520,allow_hierarchical,0,0.005,0.091,0.002
1521,allow_hierarchical,0,0.0,0.077,0.002
1522,allow_hierarchical,0,0.003,0.184,0.003
1523,allow_hierarchical,0,0.006,0.222,0.004
1524,allow_hierarchical,0,0.0,0.0,0.001
1525,allow_hierarchical,0,0.0,0.0,0.001
1526,allow_hierarchical,0,0.002,0.219,0.003
1527,allow_hierarchical,0,0.002,0.11,0.002
1528,allow_hierarchical,0,0.005,0.167,0.004
1529,allow_hierarchical,0,0.004,0.219,0.008
1530,allow_hierarchical,0,0.001,0.084,0.002
1531,allow_hierarchical,0,0.002,0.126,0.003
1532,allow_hierarchical,0,0.012,0.477,0.007
1533,allow_hierarchical,0,0.01,0.212,0.004
1534,allow_hierarchical,0,0.0,0.095,0.002
1535,allow_hierarchical,0,0.022,0.354,0.005
1536,allow_hierarchical,0,0.01,0.121,0.002
1537,allow_hierarchical,0,0.001,0.11,0.002
1538,allow_hierarchical,0,0.013,0.359,0.005
1539,allow_hierarchical,0,0.001,0.126,0.002
1540,allow_hierarchical,0,0.004,0.169,0.002
1541,allow_hierarchical,0,0.005,0.211,0.005
1542,allow_hierarchical,0,0.0,0.0,0.001
1543,allow_hierarchical,0,0.004,0.161,0.008
1544,allow_hierarchical,0,0.002,0.109,0.004
1545,allow_hierarchical,0,0.009,0.647,0.012
1546,allow_hierarchical,0,0.0,0.0,0.001
1547,allow_hierarchical,0,0.011,0.37,0.005
1548,allow_hierarchical,0,0.006,0.324,0.005
1549,allow_hierarchical,0,0.015,0.167,0.002
1550,allow_hierarchical,0,0.014,0.296,0.004
1551,allow_hierarchical,0,0.05,0.398,0.012
1552,allow_hierarchical,0,0.002,0.131,0.004
1553,allow_hierarchical,0,0.006,0.241,0.005
1554,allow_hierarchical,0,0.004,0.149,0.006
1555,allow_hierarchical,0,0.001,0.099,0.009
1556,allow_hierarchical,0,0.002,0.121,0.005
1557,allow_hierarchical,0,0.004,0.147,0.007
1558,allow_hierarchical,0,0.008,0.117,0.005
1559,allow_hierarchical,0,0.004,0.233,0.003
1560,allow_hierarchical,0,0.007,0.232,0.004
1561,allow_hierarchical,0,0.003,0.176,0.003
1562,allow_hierarchical,0,0.008,0.126,0.002
1563,allow_hierarchical,0,0.039,0.479,0.006
1564,allow_hierarchical,0,0.007,0.138,0.003
1565,allow_hierarchical,0,0.012,0.117,0.003
1566,allow_hierarchical,0,0.001,0.1,0.003
1567,allow_hierarchical,0,0.003,0.141,0.003
1568,allow_hierarchical,0,0.002,0.092,0.002
1569,allow_hierarchical,0,0.001,0.1,0.003
1570,allow_hierarchical,0,0.001,0.0,0.002
1571,allow_hierarchical,0,0.003,0.125,0.003
1572,allow_hierarchical,0,0.007,0.162,0.003
1573,allow_hierarchical,0,0.007,0.183,0.003
1574,allow_hierarchical,0,0.001,0.094,0.003
1575,allow_hierarchical,0,0.007,0.234,0.004
1576,allow_hierarchical,0,0.009,0.271,0.005
1577,allow_hierarchical,0,0.001,0.0,0.002
1578,allow_hierarchical,0,0.001,0.103,0.003
1579,allow_hierarchical,0,0.0,0.0,0.002
1580,allow_hierarchical,0,0.009,0.153,0.003
1581,allow_hierarchical,0,0.004,0.292,0.005
1582,allow_hierarchical,0,0.004,0.287,0.005
1583,allow_hierarchical,0,0.0,0.0,0.002
1584,allow_hierarchical,0,0.008,0.338,0.005
1585,allow_hierarchical,0,0.017,0.403,0.005
1586,allow_hierarchical,0,0.003,0.157,0.003
1587,allow_hierarchical,0,0.006,0.172,0.003
1588,allow_hierarchical,0,0.001,0.0,0.002
1589,allow_hierarchical,0,0.008,0.103,0.003
1590,allow_hierarchical,0,0.001,0.116,0.002
1591,allow_hierarchical,0,0.006,0.143,0.003
1592,allow_hierarchical,0,0.005,0.219,0.003
1593,allow_hierarchical,0,0.005,0.163,0.002
1594,allow_hierarchical,0,0.003,0.175,0.003
1595,allow_hierarchical,0,0.004,0.107,0.003
1596,allow_hierarchical,0,0.004,0.098,0.003
1597,allow_hierarchical,0,0.004,0.106,0.002
1598,allow_hierarchical,0,0.005,0.181,0.004
1599,allow_hierarchical,0,0.003,0.147,0.003
1600,allow_hierarchical,0,0.006,0.146,0.003
1601,allow_hierarchical,0,0.003,0.087,0.002
1602,allow_hierarchical,0,0.0,0.0,0.001
1603,allow_hierarchical,0,0.006,0.181,0.003
1604,allow_hierarchical,0,0.007,0.156,0.003
1605,allow_hierarchical,0,0.002,0.091,0.003
1606,allow_hierarchical,0,0.002,0.102,0.002
1607,allow_hierarchical,0,0.017,0.34,0.007
1608,allow_hierarchical,0,0.003,0.107,0.002
1609,allow_hierarchical,0,0.001,0.081,0.003
1610,allow_hierarchical,0,0.011,0.224,0.003
1611,allow_hierarchical,0,0.002,0.165,0.003
1612,allow_hierarchical,0,0.004,0.128,0.003
1613,allow_hierarchical,0,0.003,0.102,0.002
1614,allow_hierarchical,0,0.005,0.212,0.003
1615,allow_hierarchical,0,0.01,0.133,0.002
1616,allow_hierarchical,0,0.005,0.193,0.003
1617,allow_hierarchical,0,0.008,0.092,0.002
1618,allow_hierarchical,0,0.006,0.28,0.005
1619,allow_hierarchical,0,0.0,0.0,0.001
1620,allow_hierarchical,0,0.003,0.117,0.002
1621,allow_hierarchical,0,0.007,0.271,0.003
1622,allow_hierarchical,0,0.003,0.137,0.003
1623,allow_hierarchical,0,0.002,0.122,0.002
1624,allow_hierarchical,0,0.003,0.172,0.003
1625,allow_hierarchical,0,0.007,0.29,0.013
1626,allow_hierarchical,0,0.002,0.074,0.002
1627,allow_hierarchical,0,0.003,0.108,0.002
1628,allow_hierarchical,0,0.001,0.079,0.002
1629,allow_hierarchical,0,0.012,1.186,0.01
1630,allow_hierarchical,0,0.003,0.153,0.003
1631,allow_hierarchical,0,0.012,0.335,0.01
1633,allow_hierarchical,0,0.002,0.109,0.007
1634,allow_hierarchical,0,0.002,0.153,0.007
1635,allow_hierarchical,0,0.019,0.203,0.003
1636,allow_hierarchical,0,0.009,0.192,0.003
1637,allow_hierarchical,0,0.043,0.675,0.01
1638,allow_hierarchical,0,0.018,0.254,0.004
1639,allow_hierarchical,0,0.012,0.204,0.002
1640,allow_hierarchical,0,0.001,0.168,0.004
1641,allow_hierarchical,0,0.004,0.195,0.003
1642,allow_hierarchical,0,0.002,0.086,0.002
1643,allow_hierarchical,0,0.003,0.071,0.002
1644,allow_hierarchical,0,0.004,0.105,0.002
1645,allow_hierarchical,0,0.003,0.111,0.002
1646,allow_hierarchical,0,0.003,0.092,0.002
1647,allow_hierarchical,0,0.004,0.158,0.003
1649,allow_hierarchical,0,0.002,0.11,0.002
