doc,exp,sent_t,chain_t,umap_t,hdbscan_t
1,test,0,0.005,10.766,0.003
2,test,0,0.015,10.903,0.005
3,test,0,0.003,10.711,0.004
4,test,0,0.005,10.618,0.005
5,test,0,0.007,10.945,0.003
6,test,0,0.006,10.938,0.003
7,test,0,0.009,0.161,0.003
8,test,0,0.009,0.169,0.004
9,test,0,0.019,0.198,0.003
10,test,0,0.004,0.146,0.002
11,test,0,0.006,0.224,0.004
12,test,0,0.009,0.217,0.002
13,test,0,0.007,0.241,0.003
14,test,0,0.005,0.183,0.003
15,test,0,0.0,0.073,0.002
16,test,0,0.001,0.078,0.003
17,test,0,0.002,0.102,0.002
18,test,0,0.0,0.027,0.001
19,test,0,0.004,0.275,0.003
20,test,0,0.003,0.171,0.005
21,test,0,0.002,0.11,0.003
22,test,0,0.003,0.092,0.002
23,test,0,0.003,0.25,0.004
24,test,0,0.002,0.119,0.003
25,test,0,0.0,0.107,0.002
26,test,0,0.011,0.176,0.003
27,test,0,0.005,0.111,0.003
28,test,0,0.001,0.084,0.002
29,test,0,0.006,0.203,0.004
30,test,0,0.002,0.089,0.002
31,test,0,0.01,0.785,0.009
32,test,0,0.003,0.179,0.003
33,test,0,0.002,0.207,0.002
34,test,0,0.003,0.115,0.009
35,test,0,0.002,0.145,0.002
36,test,0,0.01,0.302,0.008
37,test,0,0.017,0.132,0.002
38,test,0,0.001,0.07,0.002
39,test,0,0.002,0.134,0.003
40,test,0,0.003,0.073,0.002
41,test,0,0.008,0.338,0.005
42,test,0,0.004,0.14,0.003
43,test,0,0.017,0.815,0.011
44,test,0,0.004,0.108,0.002
45,test,0,0.012,0.281,0.004
46,test,0,0.013,0.177,0.002
47,test,0,0.002,0.141,0.003
48,test,0,0.004,0.109,0.003
49,test,0,0.002,0.074,0.002
50,test,0,0.003,0.082,0.002
51,test,0,0.017,0.301,0.004
52,test,0,0.009,0.246,0.004
53,test,0,0.002,0.132,0.002
54,test,0,0.003,0.116,0.003
55,test,0,0.007,0.178,0.002
56,test,0,0.001,0.069,0.002
57,test,0,0.001,0.087,0.002
58,test,0,0.002,0.091,0.002
59,test,0,0.003,0.09,0.002
60,test,0,0.005,0.168,0.003
61,test,0,0.005,0.16,0.002
62,test,0,0.009,0.179,0.003
63,test,0,0.002,0.078,0.002
64,test,0,0.005,0.144,0.002
65,test,0,0.002,0.138,0.004
66,test,0,0.008,0.178,0.003
67,test,0,0.005,0.179,0.002
68,test,0,0.008,0.354,0.004
69,test,0,0.007,0.257,0.004
70,test,0,0.003,0.109,0.002
71,test,0,0.001,0.073,0.003
72,test,0,0.005,0.243,0.005
73,test,0,0.003,0.112,0.003
74,test,0,0.0,0.007,0.001
75,test,0,0.011,0.335,0.008
76,test,0,0.004,0.114,0.004
77,test,0,0.008,0.169,0.003
78,test,0,0.001,0.082,0.002
79,test,0,0.008,0.178,0.003
80,test,0,0.001,0.074,0.002
81,test,0,0.001,0.082,0.002
82,test,0,0.012,0.182,0.003
83,test,0,0.004,0.114,0.002
84,test,0,0.001,0.092,0.002
85,test,0,0.01,0.297,0.004
86,test,0,0.003,0.121,0.002
87,test,0,0.008,0.24,0.003
88,test,0,0.019,0.382,0.007
89,test,0,0.0,0.016,0.002
90,test,0,0.005,0.166,0.003
91,test,0,0.001,0.095,0.003
92,test,0,0.002,0.083,0.002
93,test,0,0.023,0.344,0.004
94,test,0,0.004,0.088,0.002
95,test,0,0.001,0.088,0.002
96,test,0,0.002,0.071,0.002
97,test,0,0.005,0.187,0.002
98,test,0,0.006,0.146,0.003
99,test,0,0.01,0.168,0.002
100,test,0,0.006,0.16,0.003
101,test,0,0.001,0.08,0.002
102,test,0,0.004,0.158,0.003
103,test,0,0.003,0.098,0.002
104,test,0,0.001,0.079,0.002
105,test,0,0.005,0.185,0.004
106,test,0,0.009,0.4,0.008
107,test,0,0.006,0.12,0.003
108,test,0,0.004,0.102,0.002
109,test,0,0.004,0.147,0.003
110,test,0,0.001,0.076,0.003
111,test,0,0.006,0.274,0.003
112,test,0,0.003,0.064,0.002
113,test,0,0.011,0.35,0.004
114,test,0,0.002,0.122,0.002
115,test,0,0.013,0.377,0.004
116,test,0,0.001,0.062,0.002
117,test,0,0.004,0.14,0.004
118,test,0,0.001,0.155,0.003
119,test,0,0.004,0.119,0.003
120,test,0,0.016,0.154,0.002
121,test,0,0.004,0.201,0.005
122,test,0,0.004,0.085,0.003
123,test,0,0.002,0.082,0.002
124,test,0,0.001,0.066,0.001
125,test,0,0.007,0.168,0.002
126,test,0,0.002,0.084,0.001
127,test,0,0.003,0.134,0.002
128,test,0,0.006,0.349,0.006
129,test,0,0.004,0.216,0.004
