doc,exp,sent_t,chain_t,umap_t,hdbscan_t
414,mpnet,1.307,0.005,0.078,0.002
415,mpnet,1.278,0.002,0.073,0.002
416,mpnet,2.235,0.005,0.074,0.002
417,mpnet,2.984,0.005,0.241,0.004
418,mpnet,7.295,0.022,0.231,0.004
419,mpnet,1.32,0.0,0.053,0.002
420,mpnet,1.539,0.001,0.102,0.003
421,mpnet,4.932,0.006,0.17,0.002
422,mpnet,1.986,0.005,0.16,0.002
423,mpnet,1.875,0.0,0.077,0.002
424,mpnet,1.246,0.001,0.063,0.002
425,mpnet,1.482,0.001,0.096,0.002
426,mpnet,5.853,0.005,0.158,0.002
427,mpnet,1.619,0.0,0.098,0.002
428,mpnet,2.854,0.01,0.093,0.002
429,mpnet,1.717,0.002,0.07,0.001
430,mpnet,3.308,0.008,0.242,0.003
431,mpnet,0.785,0.0,0.075,0.002
432,mpnet,0.931,0.004,0.08,0.002
433,mpnet,1.787,0.005,0.138,0.002
434,mpnet,1.363,0.003,0.092,0.003
435,mpnet,1.915,0.003,0.134,0.003
436,mpnet,1.604,0.005,0.087,0.002
437,mpnet,1.441,0.002,0.099,0.002
438,mpnet,1.567,0.002,0.126,0.003
439,mpnet,2.184,0.005,0.126,0.002
440,mpnet,2.724,0.009,0.245,0.003
441,mpnet,1.377,0.003,0.076,0.003
442,mpnet,0.581,0.001,0.064,0.002
443,mpnet,2.082,0.005,0.079,0.002
444,mpnet,3.849,0.003,0.101,0.002
445,mpnet,1.198,0.001,0.097,0.003
446,mpnet,0.457,0.0,0.046,0.002
447,mpnet,1.445,0.002,0.086,0.002
448,mpnet,2.35,0.005,0.167,0.003
449,mpnet,1.567,0.002,0.098,0.002
450,mpnet,3.822,0.008,0.166,0.002
451,mpnet,0.565,0.0,0.066,0.002
452,mpnet,5.601,0.006,0.079,0.002
453,mpnet,2.551,0.003,0.11,0.002
454,mpnet,1.626,0.002,0.119,0.003
455,mpnet,1.47,0.002,0.087,0.002
456,mpnet,2.05,0.004,0.074,0.002
457,mpnet,2.999,0.006,0.128,0.003
458,mpnet,1.647,0.003,0.06,0.002
459,mpnet,1.619,0.004,0.108,0.002
460,mpnet,2.369,0.001,0.08,0.002
461,mpnet,1.28,0.002,0.063,0.002
462,mpnet,4.668,0.004,0.161,0.003
463,mpnet,2.048,0.001,0.068,0.002
464,mpnet,1.104,0.003,0.075,0.002
465,mpnet,1.614,0.011,0.085,0.002
466,mpnet,1.703,0.004,0.091,0.002
467,mpnet,1.413,0.001,0.121,0.003
468,mpnet,1.475,0.003,0.12,0.002
469,mpnet,0.159,0.0,0.009,0.001
470,mpnet,0.718,0.0,0.079,0.002
471,mpnet,3.218,0.006,0.23,0.003
472,mpnet,3.844,0.004,0.086,0.002
473,mpnet,3.579,0.008,0.194,0.005
474,mpnet,1.432,0.003,0.088,0.002
475,mpnet,0.874,0.003,0.111,0.002
476,mpnet,3.454,0.005,0.113,0.002
477,mpnet,1.697,0.002,0.104,0.002
478,mpnet,3.086,0.003,0.079,0.003
479,mpnet,4.96,0.008,0.225,0.004
480,mpnet,2.592,0.002,0.075,0.002
481,mpnet,0.162,0.0,0.011,0.001
482,mpnet,2.398,0.007,0.099,0.003
483,mpnet,3.52,0.006,0.271,0.005
484,mpnet,0.607,0.0,0.035,0.002
485,mpnet,1.23,0.001,0.131,0.002
486,mpnet,0.622,0.002,0.096,0.002
487,mpnet,3.503,0.011,0.252,0.004
488,mpnet,3.083,0.007,0.265,0.006
489,mpnet,1.608,0.003,0.081,0.002
490,mpnet,1.274,0.0,0.05,0.002
491,mpnet,1.503,0.001,0.136,0.003
492,mpnet,2.486,0.006,0.19,0.003
493,mpnet,3.146,0.01,0.086,0.002
494,mpnet,4.154,0.003,0.084,0.002
495,mpnet,3.519,0.006,0.228,0.003
496,mpnet,3.381,0.01,0.185,0.003
497,mpnet,3.248,0.001,0.09,0.002
498,mpnet,2.341,0.004,0.09,0.002
499,mpnet,3.258,0.006,0.169,0.003
500,mpnet,2.126,0.002,0.085,0.002
501,mpnet,0.928,0.003,0.083,0.002
502,mpnet,3.443,0.003,0.081,0.002
503,mpnet,2.562,0.0,0.044,0.001
504,mpnet,5.528,0.009,0.172,0.003
505,mpnet,0.936,0.0,0.083,0.002
506,mpnet,1.988,0.002,0.092,0.002
507,mpnet,4.945,0.006,0.218,0.007
508,mpnet,1.948,0.003,0.088,0.002
509,mpnet,0.533,0.0,0.092,0.003
510,mpnet,2.479,0.005,0.078,0.002
511,mpnet,1.835,0.001,0.072,0.002
512,mpnet,1.806,0.005,0.168,0.003
513,mpnet,2.548,0.005,0.084,0.003
514,mpnet,13.417,0.029,0.713,0.007
515,mpnet,5.295,0.01,0.125,0.002
516,mpnet,2.451,0.006,0.116,0.002
517,mpnet,2.92,0.003,0.068,0.002
518,mpnet,1.579,0.003,0.11,0.002
519,mpnet,1.299,0.003,0.07,0.002
520,mpnet,3.011,0.004,0.117,0.005
521,mpnet,1.737,0.0,0.093,0.002
522,mpnet,4.322,0.002,0.088,0.002
523,mpnet,1.453,0.001,0.065,0.002
524,mpnet,2.677,0.003,0.1,0.002
525,mpnet,1.59,0.006,0.144,0.003
526,mpnet,0.995,0.001,0.082,0.002
527,mpnet,0.38,0.0,0.037,0.001
528,mpnet,6.198,0.019,0.394,0.005
529,mpnet,1.861,0.002,0.066,0.004
530,mpnet,1.997,0.003,0.076,0.002
531,mpnet,5.51,0.01,0.199,0.002
532,mpnet,2.992,0.0,0.08,0.002
533,mpnet,3.216,0.004,0.205,0.004
534,mpnet,4.756,0.004,0.12,0.002
535,mpnet,1.6,0.003,0.192,0.003
536,mpnet,1.829,0.007,0.092,0.002
537,mpnet,3.888,0.014,0.171,0.005
538,mpnet,1.52,0.002,0.11,0.003
539,mpnet,3.599,0.003,0.094,0.002
540,mpnet,2.7,0.008,0.15,0.003
541,mpnet,5.72,0.007,0.294,0.004
542,mpnet,5.52,0.01,0.252,0.003
543,mpnet,2.349,0.007,0.074,0.002
544,mpnet,2.669,0.005,0.149,0.002
545,mpnet,1.501,0.001,0.081,0.002
546,mpnet,1.775,0.003,0.145,0.002
547,mpnet,3.372,0.011,0.104,0.002
548,mpnet,2.73,0.004,0.065,0.002
549,mpnet,1.615,0.011,0.15,0.002
550,mpnet,0.849,0.0,0.062,0.002
551,mpnet,2.817,0.011,0.167,0.005
552,mpnet,3.684,0.002,0.117,0.002
553,mpnet,1.341,0.001,0.074,0.002
554,mpnet,1.224,0.0,0.019,0.001
555,mpnet,1.1,0.002,0.094,0.002
556,mpnet,4.214,0.006,0.235,0.004
557,mpnet,4.744,0.024,0.282,0.003
558,mpnet,1.945,0.003,0.08,0.002
559,mpnet,1.261,0.001,0.088,0.003
560,mpnet,1.3,0.0,0.084,0.002
561,mpnet,1.234,0.002,0.082,0.002
562,mpnet,2.551,0.004,0.106,0.002
563,mpnet,2.008,0.003,0.069,0.002
564,mpnet,1.808,0.003,0.067,0.002
565,mpnet,4.589,0.007,0.236,0.004
566,mpnet,3.232,0.001,0.13,0.003
567,mpnet,0.326,0.0,0.092,0.002
568,mpnet,2.235,0.003,0.261,0.006
569,mpnet,1.29,0.002,0.103,0.003
570,mpnet,2.027,0.005,0.137,0.002
571,mpnet,1.268,0.003,0.071,0.002
572,mpnet,3.013,0.003,0.105,0.002
573,mpnet,3.196,0.004,0.068,0.002
574,mpnet,0.623,0.0,0.059,0.002
575,mpnet,1.39,0.003,0.087,0.002
576,mpnet,2.547,0.0,0.078,0.003
577,mpnet,1.737,0.006,0.182,0.002
578,mpnet,3.612,0.009,0.09,0.003
579,mpnet,1.569,0.0,0.054,0.001
580,mpnet,1.859,0.001,0.072,0.002
581,mpnet,1.764,0.001,0.142,0.003
582,mpnet,2.166,0.003,0.084,0.002
583,mpnet,2.13,0.006,0.136,0.002
584,mpnet,1.042,0.001,0.083,0.002
585,mpnet,1.236,0.002,0.077,0.002
587,mpnet,1.435,0.001,0.155,0.003
588,mpnet,1.654,0.002,0.085,0.002
589,mpnet,0.707,0.0,0.073,0.002
590,mpnet,0.885,0.0,0.093,0.002
591,mpnet,3.023,0.006,0.086,0.002
592,mpnet,1.913,0.003,0.141,0.002
593,mpnet,1.194,0.002,0.087,0.002
594,mpnet,4.23,0.007,0.093,0.002
595,mpnet,4.961,0.012,0.363,0.005
596,mpnet,0.206,0.0,0.013,0.002
597,mpnet,1.615,0.002,0.174,0.003
598,mpnet,2.087,0.006,0.212,0.003
599,mpnet,1.379,0.001,0.099,0.002
600,mpnet,0.218,0.0,0.011,0.001
601,mpnet,3.007,0.001,0.091,0.002
602,mpnet,2.842,0.003,0.107,0.003
603,mpnet,0.166,0.0,0.008,0.001
