doc,exp,sent_t,chain_t,umap_t,cluster_t
1748,mpnet,0,0.0,0.084,0.002
1749,mpnet,0,0.003,0.087,0.002
1750,mpnet,0,0.007,0.117,0.003
1751,mpnet,0,0.005,0.126,0.003
1752,mpnet,0,0.003,0.096,0.004
1753,mpnet,0,0.013,0.243,0.004
1754,mpnet,0,0.001,0.077,0.002
1755,mpnet,0,0.012,0.266,0.003
1756,mpnet,0,0.004,0.094,0.002
1757,mpnet,0,0.008,0.179,0.003
1758,mpnet,0,0.0,0.071,0.002
1759,mpnet,0,0.002,0.093,0.002
1760,mpnet,0,0.003,0.138,0.002
1761,mpnet,0,0.0,0.087,0.002
1762,mpnet,0,0.002,0.079,0.003
1763,mpnet,0,0.013,0.204,0.003
1764,mpnet,0,0.003,0.074,0.002
1765,mpnet,0,0.004,0.193,0.003
1766,mpnet,0,0.002,0.082,0.003
1767,mpnet,0,0.007,0.145,0.003
1768,mpnet,0,0.001,0.078,0.003
1769,mpnet,0,0.001,0.1,0.002
1770,mpnet,0,0.001,0.079,0.002
1771,mpnet,0,0.004,0.178,0.003
1772,mpnet,0,0.003,0.075,0.002
1773,mpnet,0,0.001,0.067,0.002
1774,mpnet,0,0.0,0.084,0.003
1775,mpnet,0,0.002,0.069,0.003
1776,mpnet,0,0.003,0.139,0.003
1777,mpnet,0,0.002,0.067,0.002
1778,mpnet,0,0.004,0.163,0.003
1779,mpnet,0,0.012,0.16,0.003
1780,mpnet,0,0.003,0.073,0.002
1781,mpnet,0,0.001,0.082,0.003
1782,mpnet,0,0.004,0.095,0.002
1783,mpnet,0,0.001,0.065,0.002
1784,mpnet,0,0.006,0.151,0.003
1785,mpnet,0,0.01,0.17,0.002
1786,mpnet,0,0.002,0.086,0.002
1787,mpnet,0,0.0,0.084,0.002
1788,mpnet,0,0.0,0.069,0.002
1789,mpnet,0,0.001,0.065,0.002
1790,mpnet,0,0.003,0.081,0.002
1791,mpnet,0,0.004,0.102,0.002
1792,mpnet,0,0.0,0.079,0.002
1793,mpnet,0,0.001,0.142,0.003
1794,mpnet,0,0.0,0.11,0.002
1795,mpnet,0,0.014,0.303,0.004
1796,mpnet,0,0.0,0.07,0.002
1797,mpnet,0,0.002,0.094,0.002
1798,mpnet,0,0.0,0.063,0.002
1799,mpnet,0,0.003,0.09,0.002
1800,mpnet,0,0.003,0.108,0.003
1801,mpnet,0,0.002,0.069,0.002
1802,mpnet,0,0.003,0.078,0.002
1803,mpnet,0,0.004,0.111,0.002
1804,mpnet,0,0.006,0.138,0.003
1805,mpnet,0,0.001,0.101,0.003
1806,mpnet,0,0.011,0.249,0.003
1807,mpnet,0,0.004,0.087,0.003
1808,mpnet,0,0.003,0.155,0.003
1809,mpnet,0,0.004,0.181,0.003
1810,mpnet,0,0.006,0.084,0.002
1811,mpnet,0,0.006,0.145,0.003
1812,mpnet,0,0.002,0.079,0.002
1813,mpnet,0,0.007,0.192,0.002
1814,mpnet,0,0.002,0.065,0.002
1815,mpnet,0,0.0,0.087,0.002
1816,mpnet,0,0.004,0.095,0.002
1817,mpnet,0,0.007,0.136,0.003
1818,mpnet,0,0.002,0.084,0.002
1819,mpnet,0,0.005,0.134,0.003
1820,mpnet,0,0.008,0.097,0.002
1821,mpnet,0,0.004,0.134,0.003
1822,mpnet,0,0.004,0.079,0.002
1823,mpnet,0,0.001,0.102,0.003
1824,mpnet,0,0.001,0.118,0.003
1825,mpnet,0,0.003,0.08,0.003
1826,mpnet,0,0.0,0.074,0.002
1827,mpnet,0,0.0,0.089,0.003
1828,mpnet,0,0.009,0.151,0.002
1829,mpnet,0,0.001,0.068,0.002
1830,mpnet,0,0.003,0.1,0.002
1831,mpnet,0,0.002,0.12,0.002
1832,mpnet,0,0.004,0.073,0.002
1833,mpnet,0,0.006,0.124,0.003
1834,mpnet,0,0.0,0.047,0.002
1835,mpnet,0,0.002,0.072,0.002
1836,mpnet,0,0.002,0.079,0.002
1837,mpnet,0,0.006,0.146,0.004
1838,mpnet,0,0.01,0.279,0.006
1839,mpnet,0,0.007,0.112,0.002
1840,mpnet,0,0.003,0.067,0.002
1841,mpnet,0,0.005,0.078,0.002
1842,mpnet,0,0.003,0.077,0.003
1843,mpnet,0,0.012,0.549,0.006
1844,mpnet,0,0.009,0.285,0.003
1845,mpnet,0,0.002,0.075,0.003
1846,mpnet,0,0.002,0.079,0.003
1847,mpnet,0,0.009,0.254,0.004
1848,mpnet,0,0.026,0.189,0.002
1849,mpnet,0,0.0,0.078,0.002
1850,mpnet,0,0.003,0.083,0.003
1851,mpnet,0,0.001,0.066,0.002
1852,mpnet,0,0.0,0.085,0.002
1853,mpnet,0,0.001,0.067,0.002
1854,mpnet,0,0.0,0.036,0.001
1855,mpnet,0,0.0,0.076,0.002
1856,mpnet,0,0.003,0.154,0.004
1857,mpnet,0,0.004,0.131,0.003
1858,mpnet,0,0.008,0.096,0.002
1859,mpnet,0,0.011,0.179,0.004
1860,mpnet,0,0.006,0.202,0.005
1861,mpnet,0,0.008,0.072,0.002
1862,mpnet,0,0.003,0.111,0.002
1863,mpnet,0,0.0,0.057,0.001
1864,mpnet,0,0.005,0.149,0.002
1865,mpnet,0,0.005,0.103,0.002
1866,mpnet,0,0.002,0.079,0.002
1867,mpnet,0,0.004,0.097,0.002
1868,mpnet,0,0.01,0.249,0.004
1869,mpnet,0,0.0,0.066,0.002
1870,mpnet,0,0.003,0.117,0.002
1871,mpnet,0,0.001,0.076,0.002
1872,mpnet,0,0.005,0.106,0.002
1873,mpnet,0,0.005,0.12,0.003
1874,mpnet,0,0.0,0.057,0.002
1875,mpnet,0,0.005,0.124,0.002
1876,mpnet,0,0.0,0.061,0.002
1877,mpnet,0,0.01,0.124,0.002
1878,mpnet,0,0.0,0.076,0.002
1879,mpnet,0,0.0,0.02,0.002
1880,mpnet,0,0.007,0.189,0.003
1881,mpnet,0,0.004,0.105,0.002
1882,mpnet,0,0.002,0.089,0.002
1883,mpnet,0,0.001,0.079,0.002
1884,mpnet,0,0.001,0.079,0.003
1885,mpnet,0,0.002,0.073,0.002
1886,mpnet,0,0.0,0.045,0.001
1887,mpnet,0,0.01,0.226,0.003
1888,mpnet,0,0.002,0.09,0.002
1889,mpnet,0,0.005,0.08,0.002
1890,mpnet,0,0.001,0.104,0.002
1891,mpnet,0,0.003,0.187,0.002
1892,mpnet,0,0.006,0.13,0.002
1893,mpnet,0,0.003,0.077,0.002
1894,mpnet,0,0.0,0.084,0.002
1895,mpnet,0,0.001,0.09,0.002
1896,mpnet,0,0.005,0.099,0.002
1897,mpnet,0,0.006,0.129,0.002
1899,mpnet,0,0.009,0.179,0.004
1900,mpnet,0,0.002,0.096,0.002
1901,mpnet,0,0.035,0.785,0.013
1902,mpnet,0,0.0,0.066,0.002
1903,mpnet,0,0.002,0.155,0.004
1904,mpnet,0,0.0,0.092,0.003
1905,mpnet,0,0.008,0.159,0.003
1906,mpnet,0,0.002,0.134,0.003
1907,mpnet,0,0.003,0.152,0.002
1908,mpnet,0,0.012,0.235,0.003
1909,mpnet,0,0.003,0.136,0.002
1910,mpnet,0,0.005,0.138,0.003
1911,mpnet,0,0.001,0.116,0.002
1912,mpnet,0,0.002,0.113,0.002
1913,mpnet,0,0.001,0.081,0.002
1914,mpnet,0,0.003,0.064,0.002
1915,mpnet,0,0.002,0.084,0.003
1916,mpnet,0,0.003,0.081,0.002
1917,mpnet,0,0.004,0.115,0.002
1918,mpnet,0,0.004,0.097,0.002
1919,mpnet,0,0.002,0.075,0.002
1920,mpnet,0,0.0,0.065,0.002
1921,mpnet,0,0.0,0.054,0.002
1922,mpnet,0,0.008,0.156,0.003
1923,mpnet,0,0.004,0.203,0.004
1924,mpnet,0,0.01,0.213,0.003
1925,mpnet,0,0.003,0.113,0.003
1926,mpnet,0,0.003,0.085,0.002
1927,mpnet,0,0.003,0.211,0.003
1928,mpnet,0,0.006,0.209,0.004
1929,mpnet,0,0.003,0.157,0.002
1930,mpnet,0,0.007,0.179,0.002
1931,mpnet,0,0.004,0.07,0.002
1932,mpnet,0,0.006,0.127,0.002
1933,mpnet,0,0.001,0.076,0.002
1934,mpnet,0,0.008,0.149,0.002
1935,mpnet,0,0.004,0.18,0.004
1936,mpnet,0,0.011,0.226,0.003
1937,mpnet,0,0.001,0.097,0.002
1938,mpnet,0,0.005,0.15,0.002
1939,mpnet,0,0.017,0.369,0.004
1940,mpnet,0,0.006,0.122,0.002
1941,mpnet,0,0.004,0.133,0.002
1942,mpnet,0,0.007,0.186,0.004
1943,mpnet,0,0.0,0.083,0.002
1944,mpnet,0,0.003,0.08,0.001
1945,mpnet,0,0.003,0.069,0.002
1946,mpnet,0,0.002,0.077,0.003
1947,mpnet,0,0.003,0.066,0.002
1948,mpnet,0,0.002,0.092,0.002
1949,mpnet,0,0.006,0.136,0.002
1950,mpnet,0,0.002,0.083,0.002
1951,mpnet,0,0.004,0.077,0.002
1952,mpnet,0,0.004,0.088,0.002
1953,mpnet,0,0.001,0.141,0.002
1954,mpnet,0,0.004,0.13,0.002
1955,mpnet,0,0.002,0.101,0.002
1956,mpnet,0,0.005,0.215,0.004
1957,mpnet,0,0.007,0.222,0.004
1958,mpnet,0,0.011,0.282,0.004
1959,mpnet,0,0.002,0.085,0.002
1960,mpnet,0,0.006,0.132,0.003
1961,mpnet,0,0.001,0.11,0.003
1962,mpnet,0,0.001,0.064,0.002
1963,mpnet,0,0.001,0.102,0.002
1964,mpnet,0,0.005,0.08,0.002
1965,mpnet,0,0.007,0.092,0.002
1966,mpnet,0,0.0,0.069,0.001
1967,mpnet,0,0.003,0.076,0.002
1968,mpnet,0,0.012,0.324,0.004
1970,mpnet,0,0.001,0.08,0.002
1971,mpnet,0,0.014,0.237,0.003
1972,mpnet,0,0.011,0.186,0.002
1973,mpnet,0,0.004,0.128,0.003
1974,mpnet,0,0.003,0.12,0.002
1975,mpnet,0,0.0,0.073,0.002
1976,mpnet,0,0.001,0.08,0.002
1977,mpnet,0,0.004,0.116,0.002
1978,mpnet,0,0.007,0.126,0.003
1979,mpnet,0,0.004,0.213,0.005
1980,mpnet,0,0.003,0.184,0.005
1981,mpnet,0,0.002,0.107,0.002
1982,mpnet,0,0.004,0.224,0.003
1983,mpnet,0,0.005,0.121,0.002
1984,mpnet,0,0.0,0.062,0.002
1985,mpnet,0,0.003,0.076,0.001
1986,mpnet,0,0.01,0.189,0.003
1987,mpnet,0,0.002,0.088,0.003
1988,mpnet,0,0.004,0.143,0.003
1989,mpnet,0,0.007,0.194,0.002
1990,mpnet,0,0.0,0.038,0.002
1991,mpnet,0,0.009,0.237,0.003
1992,mpnet,0,0.006,0.12,0.002
1993,mpnet,0,0.003,0.097,0.002
1994,mpnet,0,0.003,0.101,0.002
1995,mpnet,0,0.005,0.071,0.002
1996,mpnet,0,0.003,0.074,0.002
1997,mpnet,0,0.004,0.126,0.002
1998,mpnet,0,0.004,0.087,0.002
1999,mpnet,0,0.001,0.083,0.002
2000,mpnet,0,0.003,0.072,0.002
2001,mpnet,0,0.001,0.062,0.003
2002,mpnet,0,0.006,0.201,0.002
2003,mpnet,0,0.004,0.077,0.001
2004,mpnet,0,0.003,0.109,0.003
2005,mpnet,0,0.002,0.082,0.002
2006,mpnet,0,0.001,0.072,0.002
2007,mpnet,0,0.003,0.153,0.003
2008,mpnet,0,0.004,0.114,0.003
2009,mpnet,0,0.001,0.075,0.002
2010,mpnet,0,0.007,0.148,0.002
2011,mpnet,0,0.006,0.079,0.002
2012,mpnet,0,0.005,0.094,0.003
2013,mpnet,0,0.001,0.083,0.002
2014,mpnet,0,0.006,0.133,0.002
2015,mpnet,0,0.0,0.048,0.002
2016,mpnet,0,0.003,0.111,0.002
2017,mpnet,0,0.005,0.166,0.002
2018,mpnet,0,0.003,0.08,0.002
2019,mpnet,0,0.005,0.105,0.003
2020,mpnet,0,0.006,0.228,0.003
2021,mpnet,0,0.003,0.092,0.002
2022,mpnet,0,0.004,0.117,0.002
2023,mpnet,0,0.0,0.058,0.002
2024,mpnet,0,0.003,0.124,0.002
2025,mpnet,0,0.004,0.115,0.002
2026,mpnet,0,0.002,0.078,0.002
2027,mpnet,0,0.003,0.075,0.002
2028,mpnet,0,0.004,0.113,0.003
2029,mpnet,0,0.0,0.017,0.001
2030,mpnet,0,0.003,0.099,0.002
2031,mpnet,0,0.004,0.186,0.004
2032,mpnet,0,0.003,0.085,0.002
2033,mpnet,0,0.0,0.09,0.002
2034,mpnet,0,0.006,0.069,0.002
2035,mpnet,0,0.002,0.063,0.002
2036,mpnet,0,0.006,0.157,0.002
2037,mpnet,0,0.0,0.092,0.002
2038,mpnet,0,0.003,0.069,0.002
2039,mpnet,0,0.0,0.084,0.002
2040,mpnet,0,0.005,0.131,0.002
2041,mpnet,0,0.005,0.12,0.002
2042,mpnet,0,0.004,0.083,0.002
2043,mpnet,0,0.0,0.077,0.002
2044,mpnet,0,0.001,0.084,0.003
2045,mpnet,0,0.001,0.072,0.001
2046,mpnet,0,0.008,0.09,0.002
2047,mpnet,0,0.005,0.109,0.003
2048,mpnet,0,0.0,0.032,0.002
2049,mpnet,0,0.01,0.178,0.003
2050,mpnet,0,0.001,0.075,0.002
2051,mpnet,0,0.005,0.289,0.004
2052,mpnet,0,0.004,0.226,0.003
2053,mpnet,0,0.0,0.011,0.002
2054,mpnet,0,0.002,0.082,0.002
2055,mpnet,0,0.0,0.064,0.002
2056,mpnet,0,0.002,0.077,0.002
2057,mpnet,0,0.006,0.15,0.002
2058,mpnet,0,0.002,0.086,0.002
2059,mpnet,0,0.007,0.075,0.002
2060,mpnet,0,0.004,0.09,0.002
2061,mpnet,0,0.002,0.068,0.002
2062,mpnet,0,0.017,0.165,0.002
2063,mpnet,0,0.002,0.117,0.003
2064,mpnet,0,0.003,0.074,0.003
2065,mpnet,0,0.002,0.072,0.002
2066,mpnet,0,0.001,0.06,0.002
2067,mpnet,0,0.004,0.08,0.002
2068,mpnet,0,0.006,0.177,0.002
2069,mpnet,0,0.002,0.07,0.002
2070,mpnet,0,0.003,0.12,0.002
2071,mpnet,0,0.003,0.119,0.003
2072,mpnet,0,0.002,0.093,0.002
2073,mpnet,0,0.007,0.122,0.002
2074,mpnet,0,0.0,0.0,0.0
2075,mpnet,0,0.003,0.157,0.003
2076,mpnet,0,0.008,0.183,0.003
2077,mpnet,0,0.005,0.163,0.002
2078,mpnet,0,0.0,0.036,0.002
2079,mpnet,0,0.004,0.071,0.002
2081,mpnet,0,0.001,0.063,0.003
2082,mpnet,0,0.0,0.035,0.001
2083,mpnet,0,0.004,0.115,0.002
2084,mpnet,0,0.008,0.094,0.002
2085,mpnet,0,0.0,0.05,0.002
2086,mpnet,0,0.002,0.08,0.002
2087,mpnet,0,0.004,0.138,0.002
2088,mpnet,0,0.004,0.159,0.003
2089,mpnet,0,0.013,0.296,0.004
2090,mpnet,0,0.007,0.171,0.002
2091,mpnet,0,0.008,0.14,0.003
2092,mpnet,0,0.004,0.093,0.003
2093,mpnet,0,0.002,0.119,0.003
2094,mpnet,0,0.002,0.102,0.002
2095,mpnet,0,0.0,0.071,0.002
2096,mpnet,0,0.001,0.07,0.002
2097,mpnet,0,0.004,0.088,0.002
2098,mpnet,0,0.001,0.072,0.002
2099,mpnet,0,0.003,0.077,0.003
2100,mpnet,0,0.003,0.11,0.003
2101,mpnet,0,0.005,0.087,0.002
2102,mpnet,0,0.005,0.072,0.002
2103,mpnet,0,0.002,0.107,0.003
2104,mpnet,0,0.009,0.155,0.004
2105,mpnet,0,0.0,0.064,0.002
2106,mpnet,0,0.002,0.076,0.002
2107,mpnet,0,0.004,0.089,0.002
2108,mpnet,0,0.004,0.091,0.002
2109,mpnet,0,0.005,0.273,0.013
2110,mpnet,0,0.022,0.799,0.012
2111,mpnet,0,0.001,0.097,0.002
2112,mpnet,0,0.005,0.146,0.003
2113,mpnet,0,0.001,0.073,0.002
2114,mpnet,0,0.002,0.102,0.003
2115,mpnet,0,0.002,0.166,0.002
2116,mpnet,0,0.001,0.19,0.002
2117,mpnet,0,0.001,0.2,0.003
2118,mpnet,0,0.015,0.174,0.002
2119,mpnet,0,0.015,0.106,0.002
2120,mpnet,0,0.009,0.1,0.002
2121,mpnet,0,0.009,0.162,0.003
2122,mpnet,0,0.004,0.09,0.002
2123,mpnet,0,0.004,0.063,0.002
2124,mpnet,0,0.006,0.08,0.002
2125,mpnet,0,0.0,0.078,0.002
2126,mpnet,0,0.002,0.078,0.003
2127,mpnet,0,0.004,0.109,0.002
2128,mpnet,0,0.006,0.115,0.002
2129,mpnet,0,0.003,0.134,0.003
2130,mpnet,0,0.003,0.098,0.002
2131,mpnet,0,0.003,0.109,0.002
2132,mpnet,0,0.004,0.088,0.002
2133,mpnet,0,0.001,0.106,0.002
2134,mpnet,0,0.007,0.113,0.002
2135,mpnet,0,0.001,0.072,0.002
2136,mpnet,0,0.004,0.094,0.002
2137,mpnet,0,0.003,0.135,0.002
2138,mpnet,0,0.003,0.078,0.001
2139,mpnet,0,0.004,0.096,0.002
2140,mpnet,0,0.002,0.132,0.003
2141,mpnet,0,0.002,0.071,0.002
2142,mpnet,0,0.003,0.107,0.002
2143,mpnet,0,0.009,0.142,0.004
2144,mpnet,0,0.003,0.125,0.003
2145,mpnet,0,0.014,0.205,0.003
2146,mpnet,0,0.001,0.092,0.002
2147,mpnet,0,0.002,0.071,0.003
2148,mpnet,0,0.003,0.145,0.002
2149,mpnet,0,0.003,0.086,0.002
2150,mpnet,0,0.009,0.301,0.004
2151,mpnet,0,0.002,0.078,0.002
2152,mpnet,0,0.002,0.124,0.002
2153,mpnet,0,0.001,0.111,0.002
2154,mpnet,0,0.006,0.149,0.002
2155,mpnet,0,0.0,0.064,0.002
2156,mpnet,0,0.001,0.077,0.002
2157,mpnet,0,0.005,0.208,0.003
2158,mpnet,0,0.001,0.066,0.002
2159,mpnet,0,0.003,0.076,0.002
2160,mpnet,0,0.001,0.075,0.001
2161,mpnet,0,0.004,0.109,0.002
2162,mpnet,0,0.004,0.069,0.002
2163,mpnet,0,0.0,0.109,0.002
2164,mpnet,0,0.001,0.06,0.002
2165,mpnet,0,0.001,0.071,0.002
2166,mpnet,0,0.002,0.069,0.002
2167,mpnet,0,0.0,0.055,0.002
2168,mpnet,0,0.0,0.093,0.002
2169,mpnet,0,0.004,0.142,0.003
2170,mpnet,0,0.007,0.211,0.004
2171,mpnet,0,0.004,0.094,0.003
2172,mpnet,0,0.0,0.07,0.002
2173,mpnet,0,0.005,0.093,0.002
2174,mpnet,0,0.004,0.12,0.003
2175,mpnet,0,0.001,0.088,0.002
2176,mpnet,0,0.002,0.107,0.003
2177,mpnet,0,0.001,0.073,0.002
2178,mpnet,0,0.003,0.081,0.002
2179,mpnet,0,0.004,0.071,0.002
2180,mpnet,0,0.004,0.102,0.002
2181,mpnet,0,0.001,0.101,0.002
2182,mpnet,0,0.004,0.128,0.003
2183,mpnet,0,0.005,0.08,0.002
2184,mpnet,0,0.0,0.067,0.002
2185,mpnet,0,0.004,0.127,0.002
2186,mpnet,0,0.0,0.038,0.001
2187,mpnet,0,0.019,0.194,0.004
2188,mpnet,0,0.002,0.088,0.002
2189,mpnet,0,0.001,0.06,0.002
2190,mpnet,0,0.001,0.074,0.003
2191,mpnet,0,0.007,0.154,0.003
2192,mpnet,0,0.0,0.048,0.002
2193,mpnet,0,0.002,0.09,0.002
2194,mpnet,0,0.002,0.117,0.002
2195,mpnet,0,0.008,0.155,0.002
2196,mpnet,0,0.004,0.098,0.002
2197,mpnet,0,0.004,0.07,0.002
2198,mpnet,0,0.006,0.084,0.002
2199,mpnet,0,0.002,0.094,0.002
2200,mpnet,0,0.004,0.112,0.002
2201,mpnet,0,0.004,0.164,0.003
2202,mpnet,0,0.0,0.079,0.002
2203,mpnet,0,0.007,0.159,0.002
2204,mpnet,0,0.005,0.104,0.003
2205,mpnet,0,0.006,0.135,0.004
2206,mpnet,0,0.012,0.25,0.003
2207,mpnet,0,0.002,0.072,0.002
2208,mpnet,0,0.009,0.159,0.002
2209,mpnet,0,0.002,0.071,0.002
2210,mpnet,0,0.0,0.072,0.002
2211,mpnet,0,0.005,0.215,0.004
2212,mpnet,0,0.005,0.218,0.003
2213,mpnet,0,0.009,0.21,0.004
2214,mpnet,0,0.004,0.072,0.002
2215,mpnet,0,0.0,0.053,0.002
2216,mpnet,0,0.006,0.215,0.005
2217,mpnet,0,0.0,0.085,0.003
2218,mpnet,0,0.003,0.171,0.002
2219,mpnet,0,0.002,0.091,0.002
2220,mpnet,0,0.001,0.109,0.002
2221,mpnet,0,0.003,0.137,0.002
2222,mpnet,0,0.004,0.107,0.003
2223,mpnet,0,0.001,0.074,0.002
2224,mpnet,0,0.003,0.145,0.003
2225,mpnet,0,0.004,0.084,0.003
2226,mpnet,0,0.0,0.0,0.0
2227,mpnet,0,0.003,0.106,0.002
2228,mpnet,0,0.009,0.165,0.003
2229,mpnet,0,0.001,0.068,0.001
2230,mpnet,0,0.004,0.09,0.002
2231,mpnet,0,0.006,0.086,0.002
2232,mpnet,0,0.0,0.052,0.001
2233,mpnet,0,0.001,0.09,0.003
2234,mpnet,0,0.002,0.106,0.003
2235,mpnet,0,0.002,0.111,0.002
2236,mpnet,0,0.004,0.121,0.002
2237,mpnet,0,0.008,0.205,0.003
2238,mpnet,0,0.006,0.226,0.003
2239,mpnet,0,0.003,0.14,0.002
2240,mpnet,0,0.005,0.103,0.002
2241,mpnet,0,0.003,0.082,0.002
2242,mpnet,0,0.003,0.125,0.003
2243,mpnet,0,0.003,0.102,0.002
2244,mpnet,0,0.004,0.16,0.003
2245,mpnet,0,0.003,0.09,0.002
2246,mpnet,0,0.001,0.071,0.002
2247,mpnet,0,0.006,0.168,0.004
2248,mpnet,0,0.005,0.101,0.002
2249,mpnet,0,0.004,0.083,0.002
2250,mpnet,0,0.001,0.073,0.002
2251,mpnet,0,0.005,0.104,0.002
2252,mpnet,0,0.005,0.116,0.002
2253,mpnet,0,0.002,0.076,0.001
2254,mpnet,0,0.016,0.23,0.003
2255,mpnet,0,0.003,0.076,0.002
2256,mpnet,0,0.004,0.147,0.003
2257,mpnet,0,0.006,0.158,0.004
2258,mpnet,0,0.001,0.083,0.002
2259,mpnet,0,0.01,0.191,0.003
2260,mpnet,0,0.002,0.066,0.001
2261,mpnet,0,0.003,0.091,0.002
2262,mpnet,0,0.004,0.101,0.003
2263,mpnet,0,0.001,0.077,0.002
2264,mpnet,0,0.003,0.137,0.002
2265,mpnet,0,0.001,0.062,0.002
2266,mpnet,0,0.001,0.126,0.003
2268,mpnet,0,0.006,0.142,0.002
2269,mpnet,0,0.004,0.082,0.003
2270,mpnet,0,0.004,0.07,0.002
2271,mpnet,0,0.004,0.108,0.002
2272,mpnet,0,0.003,0.068,0.002
2273,mpnet,0,0.004,0.106,0.002
2274,mpnet,0,0.009,0.169,0.003
2275,mpnet,0,0.005,0.148,0.002
2276,mpnet,0,0.002,0.072,0.002
2277,mpnet,0,0.003,0.115,0.003
2278,mpnet,0,0.002,0.101,0.002
2279,mpnet,0,0.021,0.217,0.003
2280,mpnet,0,0.006,0.095,0.002
2281,mpnet,0,0.005,0.101,0.002
2282,mpnet,0,0.003,0.134,0.003
2283,mpnet,0,0.007,0.144,0.003
2284,mpnet,0,0.014,0.208,0.004
2285,mpnet,0,0.007,0.133,0.003
2286,mpnet,0,0.0,0.047,0.002
2287,mpnet,0,0.0,0.066,0.002
2288,mpnet,0,0.001,0.08,0.002
2289,mpnet,0,0.0,0.09,0.002
2290,mpnet,0,0.001,0.089,0.002
2291,mpnet,0,0.0,0.077,0.002
2292,mpnet,0,0.008,0.202,0.003
2293,mpnet,0,0.001,0.071,0.002
2294,mpnet,0,0.005,0.126,0.002
2295,mpnet,0,0.002,0.091,0.003
2296,mpnet,0,0.009,0.383,0.007
2297,mpnet,0,0.001,0.062,0.003
2298,mpnet,0,0.002,0.08,0.002
2299,mpnet,0,0.001,0.072,0.002
2300,mpnet,0,0.002,0.064,0.002
2301,mpnet,0,0.001,0.132,0.003
2302,mpnet,0,0.009,0.131,0.003
2303,mpnet,0,0.005,0.112,0.002
2304,mpnet,0,0.004,0.082,0.002
2305,mpnet,0,0.008,0.105,0.002
2306,mpnet,0,0.001,0.143,0.004
2307,mpnet,0,0.001,0.164,0.004
2308,mpnet,0,0.0,0.074,0.003
2309,mpnet,0,0.0,0.066,0.002
2310,mpnet,0,0.0,0.07,0.002
2311,mpnet,0,0.001,0.123,0.003
2312,mpnet,0,0.009,0.147,0.002
2313,mpnet,0,0.017,0.205,0.002
2314,mpnet,0,0.016,0.124,0.003
2315,mpnet,0,0.01,0.326,0.004
2316,mpnet,0,0.001,0.105,0.002
2317,mpnet,0,0.004,0.116,0.002
2318,mpnet,0,0.008,0.164,0.002
2319,mpnet,0,0.0,0.082,0.002
2320,mpnet,0,0.002,0.078,0.002
2321,mpnet,0,0.009,0.165,0.003
2322,mpnet,0,0.004,0.087,0.003
2323,mpnet,0,0.001,0.104,0.002
2324,mpnet,0,0.002,0.08,0.001
2325,mpnet,0,0.006,0.073,0.002
2326,mpnet,0,0.004,0.082,0.002
2327,mpnet,0,0.004,0.08,0.002
2328,mpnet,0,0.015,0.335,0.005
2329,mpnet,0,0.002,0.083,0.002
2330,mpnet,0,0.0,0.048,0.002
2331,mpnet,0,0.005,0.139,0.003
2332,mpnet,0,0.001,0.068,0.002
2333,mpnet,0,0.004,0.143,0.002
2334,mpnet,0,0.003,0.104,0.002
2335,mpnet,0,0.009,0.164,0.002
2336,mpnet,0,0.009,0.083,0.003
2337,mpnet,0,0.001,0.065,0.002
2338,mpnet,0,0.002,0.084,0.002
2339,mpnet,0,0.004,0.121,0.002
2340,mpnet,0,0.001,0.07,0.002
2341,mpnet,0,0.002,0.111,0.003
2342,mpnet,0,0.005,0.119,0.002
2343,mpnet,0,0.003,0.089,0.002
2344,mpnet,0,0.002,0.083,0.002
2345,mpnet,0,0.002,0.097,0.003
2346,mpnet,0,0.004,0.175,0.003
2347,mpnet,0,0.004,0.077,0.003
2348,mpnet,0,0.001,0.064,0.002
2349,mpnet,0,0.009,0.216,0.003
2350,mpnet,0,0.003,0.08,0.002
2351,mpnet,0,0.003,0.163,0.004
2352,mpnet,0,0.003,0.102,0.002
2353,mpnet,0,0.0,0.072,0.002
2354,mpnet,0,0.005,0.108,0.003
2355,mpnet,0,0.007,0.114,0.003
2356,mpnet,0,0.004,0.097,0.002
2357,mpnet,0,0.003,0.088,0.003
2358,mpnet,0,0.0,0.052,0.002
2359,mpnet,0,0.008,0.208,0.008
2360,mpnet,0,0.0,0.076,0.002
2361,mpnet,0,0.001,0.082,0.002
2362,mpnet,0,0.003,0.114,0.002
2363,mpnet,0,0.006,0.117,0.002
2364,mpnet,0,0.008,0.133,0.012
2365,mpnet,0,0.002,0.096,0.002
2366,mpnet,0,0.03,0.505,0.007
2367,mpnet,0,0.006,0.184,0.003
2368,mpnet,0,0.0,0.069,0.002
2369,mpnet,0,0.0,0.108,0.002
2370,mpnet,0,0.003,0.133,0.002
2371,mpnet,0,0.004,0.12,0.002
2372,mpnet,0,0.009,0.118,0.003
2373,mpnet,0,0.011,0.069,0.002
2374,mpnet,0,0.017,0.224,0.004
2375,mpnet,0,0.0,0.05,0.001
2376,mpnet,0,0.005,0.123,0.002
2377,mpnet,0,0.001,0.068,0.002
2378,mpnet,0,0.0,0.0,0.0
2379,mpnet,0,0.004,0.128,0.003
2380,mpnet,0,0.0,0.073,0.002
2381,mpnet,0,0.006,0.101,0.002
2382,mpnet,0,0.005,0.085,0.002
2383,mpnet,0,0.0,0.085,0.003
2384,mpnet,0,0.004,0.079,0.002
2385,mpnet,0,0.005,0.111,0.002
2386,mpnet,0,0.004,0.143,0.002
