doc,exp,sent_t,chain_t,umap_t,cluster_t
272,test,0,0.011,9.479,0.003
372,test,0,0.006,0.239,0.005
1106,test,0,0.005,0.177,0.003
1923,test,0,0.004,9.573,0.008
2581,test,0,0.005,0.152,0.004
2635,test,0,0.003,0.122,0.004
3611,test,0,0.004,9.74,0.003
4166,test,0,0.006,9.613,0.003
4355,test,0,0.01,9.806,0.004
6389,test,0,0.003,9.64,0.002
