doc,exp,sent_t,chain_t,umap_t,cluster_t
272,test,0,0.007,11.211,0.005
372,test,0,0.009,0.213,0.006
1106,test,0,0.007,0.189,0.003
1923,test,0,0.004,10.355,0.004
2581,test,0,0.003,0.128,0.002
2635,test,0,0.005,0.125,0.004
3611,test,0,0.005,10.338,0.004
4166,test,0,0.008,10.289,0.004
4355,test,0,0.013,10.548,0.006
6389,test,0,0.003,10.218,0.004
