doc,exp,sent_t,chain_t,umap_t,cluster_t
272,test,0,0.01,12.04,0.004
372,test,0,0.01,0.225,0.003
1106,test,0,0.005,0.164,0.003
1923,test,0,0.005,10.575,0.005
2581,test,0,0.004,0.148,0.003
2635,test,0,0.003,0.115,0.002
3611,test,0,0.007,12.346,0.005
4166,test,0,0.007,10.328,0.005
4355,test,0,0.015,12.444,0.005
6389,test,0,0.003,10.215,0.015
