doc,exp,sent_t,chain_t,umap_t,cluster_t
272,test,0,0.012,14.33,0.004
372,test,0,0.007,0.251,0.003
1106,test,0,0.005,0.183,0.004
1923,test,0,0.006,14.014,0.005
2581,test,0,0.003,0.138,0.002
2635,test,0,0.003,0.119,0.002
3611,test,0,0.01,14.391,0.004
4166,test,0,0.012,14.021,0.004
4355,test,0,0.016,14.323,0.008
6389,test,0,0.005,13.909,0.029
