idx,query,doc,score
222,4,2628,0.0
223,4,4090,0.0
224,4,1151,0.0
225,4,3189,0.0
226,4,965,0.0
227,4,1255,0.0
228,4,4283,0.0
229,4,5572,0.0
230,4,1243,0.0
231,4,5035,0.0
232,4,2030,0.0
233,4,5697,0.0
234,4,2840,0.0
235,4,2039,0.0
236,4,4683,0.0
237,4,5135,0.0
238,4,2305,0.0
239,4,138,0.0
240,4,362,0.0
241,4,283,0.0
242,4,2479,0.0
243,4,4489,0.0
244,4,479,0.0
245,4,4829,0.0
246,4,5923,0.0
247,4,1229,0.0
248,4,4249,0.0
249,4,545,0.0
250,4,1074,0.0
251,4,5241,0.0
252,4,2471,0.0
253,4,2856,0.0
254,4,2955,0.0
255,4,4094,0.0
256,4,9,0.0
257,4,4280,0.0
258,4,3542,0.0
259,4,5553,0.0
260,4,2698,0.0
261,4,3396,0.0
262,4,400,0.0
263,4,753,0.0
264,4,5299,0.0
265,4,4178,0.0
266,4,3586,0.0
267,4,1669,0.0
268,4,5433,0.0
269,4,2457,0.0
270,4,3060,0.0
271,4,6469,0.0
272,4,4008,0.0
273,4,2240,0.0
274,4,106,0.0
275,4,2532,0.0
276,4,2414,0.0
277,4,2714,0.0
278,4,4978,0.0
279,4,6274,0.0
280,4,946,0.0
281,4,1375,0.0
282,4,2020,0.0
283,4,2631,0.0
284,4,3063,0.0
285,4,5483,0.0
286,4,5864,0.0
287,4,768,0.0
288,4,1420,0.0
289,4,2586,0.0
290,4,5806,0.0
291,4,6508,0.0
292,4,631,0.0
293,4,1634,0.0
294,4,3849,0.0
295,4,4850,0.0
296,4,3,0.0
297,4,3983,0.0
298,4,652,0.0
299,4,561,0.0
300,4,4798,0.0
301,4,5029,0.0
302,4,5476,0.0
303,4,6367,0.0
304,4,147,0.0
305,4,2838,0.0
306,4,4441,0.0
307,4,5706,0.0
308,4,1359,0.0
309,4,5652,0.0
310,4,1600,0.0
311,4,1835,0.0
312,4,6105,0.0
313,4,1843,0.0
314,4,6282,0.0
315,4,553,0.0
316,4,2528,0.0
317,4,4349,0.0
318,4,4571,0.0
319,4,6457,0.0
320,4,1932,0.0
321,4,1509,0.0
322,4,6133,0.0
323,4,4775,0.0
324,4,1007,0.0
325,4,1322,0.0
326,4,2491,0.0
327,4,5860,0.0
328,4,6454,0.0
329,4,2813,0.0
330,4,3892,0.0
331,4,4411,0.0
332,4,4559,0.0
333,4,5599,0.0
334,4,5937,0.0
335,4,6314,0.0
336,4,6634,0.0
337,4,2593,0.0
338,4,3146,0.0
339,4,1012,0.0
340,4,2325,0.0
341,4,1811,0.0
342,4,6399,0.0
343,4,4810,0.0
344,4,4687,0.0
345,4,2329,0.0
346,4,3836,0.0
347,4,2571,0.0
348,4,3422,0.0
349,4,445,0.0
350,4,646,0.0
351,4,3003,0.0
352,4,4062,0.0
353,4,2538,0.0
354,4,919,0.0
355,4,1064,0.0
356,4,5249,0.0
357,4,5371,0.0
358,4,6553,0.0
359,4,6234,0.0
360,4,1269,0.0
361,4,36,0.0
362,4,797,0.0
363,4,2036,0.0
364,4,3008,0.0
365,4,6093,0.0
366,4,4495,0.0
367,4,4408,0.0
368,4,4389,0.0
369,4,3321,0.0
370,4,2849,0.0
371,4,3046,0.0
372,4,6228,0.0
373,4,4960,0.0
374,4,1806,0.0
375,4,647,0.0
376,4,3390,0.0
377,4,1447,0.0
378,4,480,0.0
379,4,1614,0.0
380,4,2874,0.0
381,4,4963,0.0
382,4,777,0.0
383,4,1939,0.0
384,4,3588,0.0
385,4,4689,0.0
386,4,4973,0.0
387,4,5242,0.0
388,4,6476,0.0
389,4,5513,0.0
390,4,6390,0.0
391,4,5799,0.0
392,4,6449,0.0
393,4,3760,0.0
394,4,370,0.0
395,4,1798,0.0
396,4,515,0.0
397,4,1452,0.0
398,4,2049,0.0
399,4,3196,0.0
400,4,3274,0.0
401,4,4568,0.0
402,4,2850,0.0
403,4,4201,0.0
404,4,4561,0.0
405,4,5796,0.0
406,4,5979,0.0
407,4,540,0.0
408,4,3889,0.0
409,4,3761,0.0
410,4,6471,0.0
411,4,778,0.0
412,4,2094,0.0
413,4,659,0.0
414,4,6156,0.0
415,4,3097,0.0
416,4,568,0.0
417,4,2462,0.0
418,4,6330,0.0
419,4,1121,0.0
420,4,1540,0.0
421,4,2751,0.0
422,4,3218,0.0
423,4,3621,0.0
424,4,3742,0.0
425,4,1015,0.0
426,4,6063,0.0
427,4,6067,0.0
428,4,2386,0.0
429,4,3880,0.0
430,4,4309,0.0
431,4,2208,0.0
432,4,357,0.0
433,4,1318,0.0
434,4,5849,0.0
435,4,1792,0.0
436,4,4329,0.0
437,4,607,0.0
438,4,2566,0.0
439,4,2935,0.0
440,4,3085,0.0
441,4,3220,0.0
442,4,3417,0.0
443,4,3947,0.0
444,4,4027,0.0
445,4,5109,0.0
446,4,5441,0.0
447,4,3789,0.0
448,4,2088,0.0
449,4,1595,0.0
450,4,2782,0.0
451,4,257,0.0
452,4,2597,0.0
453,4,3939,0.0
454,4,5978,0.0
455,4,513,0.0
456,4,3671,0.0
457,4,3768,0.0
458,4,4347,0.0
459,4,4379,0.0
460,4,5768,0.0
461,4,6511,0.0
462,4,1338,0.0
463,4,839,0.0
464,4,1779,0.0
465,4,2618,0.0
466,4,3383,0.0
467,4,4026,0.0
468,4,5010,0.0
469,4,4005,0.0
470,4,3732,0.0
471,4,6384,0.0
472,4,6523,0.0
473,4,6329,0.0
474,4,1262,0.0
475,4,1921,0.0
476,4,3319,0.0
477,4,4708,0.0
478,4,243,0.0
479,4,5227,0.0
480,4,5132,0.0
481,4,4435,0.0
482,4,4384,0.0
483,4,3022,0.0
484,4,3546,0.0
485,4,3637,0.0
486,4,6200,0.0
487,4,6431,0.0
488,4,3645,0.0
489,4,1392,0.0
490,4,5775,0.0
491,4,5048,0.0
492,4,5262,0.0
493,4,3423,0.0
494,4,5201,0.0
495,4,318,0.0
496,4,854,0.0
497,4,1360,0.0
498,4,1476,0.0
499,4,2617,0.0
