idx,query,doc,score
318,2,6270,0.0
319,2,1641,0.0
320,2,2885,0.0
321,2,6205,0.0
322,2,4879,0.0
323,2,2963,0.0
324,2,3901,0.0
325,2,5804,0.0
326,2,4826,0.0
327,2,5658,0.0
328,2,1586,0.0
329,2,5035,0.0
330,2,2783,0.0
331,2,3310,0.0
332,2,3719,0.0
333,2,4391,0.0
334,2,5572,0.0
335,2,936,0.0
336,2,1978,0.0
337,2,3289,0.0
338,2,2097,0.0
339,2,3492,0.0
340,2,1202,0.0
341,2,1790,0.0
342,2,578,0.0
343,2,640,0.0
344,2,1725,0.0
345,2,1852,0.0
346,2,2160,0.0
347,2,3890,0.0
348,2,3919,0.0
349,2,4643,0.0
350,2,5593,0.0
351,2,2367,0.0
352,2,870,0.0
353,2,2850,0.0
354,2,4766,0.0
355,2,6584,0.0
356,2,5482,0.0
357,2,4701,0.0
358,2,1,0.0
359,2,3852,0.0
360,2,2718,0.0
361,2,4324,0.0
362,2,3364,0.0
363,2,6007,0.0
364,2,4878,0.0
365,2,2918,0.0
366,2,5582,0.0
367,2,6349,0.0
368,2,2508,0.0
369,2,2402,0.0
370,2,3925,0.0
371,2,4503,0.0
372,2,77,0.0
373,2,5282,0.0
374,2,4080,0.0
375,2,1271,0.0
376,2,898,0.0
377,2,6241,0.0
378,2,1954,0.0
379,2,5307,0.0
380,2,6353,0.0
381,2,2258,0.0
382,2,852,0.0
383,2,5000,0.0
384,2,6090,0.0
385,2,4183,0.0
386,2,1070,0.0
387,2,457,0.0
388,2,2362,0.0
389,2,1377,0.0
390,2,2067,0.0
391,2,5930,0.0
392,2,1062,0.0
393,2,3387,0.0
394,2,4267,0.0
395,2,3678,0.0
396,2,6185,0.0
397,2,660,0.0
398,2,3662,0.0
399,2,2946,0.0
400,2,5932,0.0
401,2,6553,0.0
402,2,3389,0.0
403,2,2789,0.0
404,2,596,0.0
405,2,2049,0.0
406,2,2551,0.0
407,2,5123,0.0
408,2,1238,0.0
409,2,4286,0.0
410,2,6202,0.0
411,2,471,0.0
412,2,2652,0.0
413,2,3904,0.0
414,2,5890,0.0
415,2,939,0.0
416,2,1068,0.0
417,2,1519,0.0
418,2,1739,0.0
419,2,2043,0.0
420,2,2583,0.0
421,2,3578,0.0
422,2,4841,0.0
423,2,5384,0.0
424,2,5825,0.0
425,2,5397,0.0
426,2,620,0.0
427,2,1833,0.0
428,2,5421,0.0
429,2,6222,0.0
430,2,753,0.0
431,2,2287,0.0
432,2,3373,0.0
433,2,3961,0.0
434,2,5513,0.0
435,2,4668,0.0
436,2,598,0.0
437,2,6516,0.0
438,2,1075,0.0
439,2,138,0.0
440,2,1203,0.0
441,2,1373,0.0
442,2,2828,0.0
443,2,6238,0.0
444,2,6415,0.0
445,2,1012,0.0
446,2,5565,0.0
447,2,5637,0.0
448,2,5695,0.0
449,2,4943,0.0
450,2,1064,0.0
451,2,348,0.0
452,2,743,0.0
453,2,2371,0.0
454,2,2797,0.0
455,2,3103,0.0
456,2,4029,0.0
457,2,4296,0.0
458,2,4521,0.0
459,2,4553,0.0
460,2,4634,0.0
461,2,5329,0.0
462,2,5952,0.0
463,2,6627,0.0
464,2,3154,0.0
465,2,381,0.0
466,2,2748,0.0
467,2,2564,0.0
468,2,1325,0.0
469,2,3091,0.0
470,2,5155,0.0
471,2,5237,0.0
472,2,2349,0.0
473,2,6104,0.0
474,2,6389,0.0
475,2,508,0.0
476,2,3240,0.0
477,2,4393,0.0
478,2,427,0.0
479,2,5598,0.0
480,2,1735,0.0
481,2,3494,0.0
482,2,5489,0.0
483,2,559,0.0
484,2,6300,0.0
485,2,1367,0.0
486,2,1615,0.0
487,2,2727,0.0
488,2,1856,0.0
489,2,1009,0.0
490,2,1568,0.0
491,2,2858,0.0
492,2,300,0.0
493,2,2098,0.0
494,2,5136,0.0
495,2,5270,0.0
496,2,6180,0.0
497,2,2406,0.0
498,2,2275,0.0
499,2,5875,0.0
