idx,query,doc,score
119,0,2601,0.0
120,0,3074,0.0
121,0,1266,0.0
122,0,5027,0.0
123,0,4850,0.0
124,0,4958,0.0
125,0,911,0.0
126,0,3334,0.0
127,0,3865,0.0
128,0,5694,0.0
129,0,4217,0.0
130,0,4288,0.0
131,0,3014,0.0
132,0,972,0.0
133,0,2402,0.0
134,0,6300,0.0
135,0,5629,0.0
136,0,5239,0.0
137,0,3820,0.0
138,0,2039,0.0
139,0,1035,0.0
140,0,115,0.0
141,0,3618,0.0
142,0,3364,0.0
143,0,5580,0.0
144,0,465,0.0
145,0,3123,0.0
146,0,4041,0.0
147,0,3003,0.0
148,0,6553,0.0
149,0,1045,0.0
150,0,6028,0.0
151,0,1482,0.0
152,0,3612,0.0
153,0,5001,0.0
154,0,4213,0.0
155,0,4909,0.0
156,0,2272,0.0
157,0,5393,0.0
158,0,543,0.0
159,0,4792,0.0
160,0,1701,0.0
161,0,5372,0.0
162,0,2401,3.302
163,0,916,0.0
164,0,2855,0.0
165,0,5474,0.0
166,0,204,0.0
167,0,6066,10.337
168,0,5536,0.0
169,0,6397,0.0
170,0,3204,0.0
171,0,4827,0.0
172,0,879,0.0
173,0,2106,3.138
174,0,3509,0.0
175,0,3346,0.0
176,0,4168,0.0
177,0,2235,0.0
178,0,5686,0.0
179,0,4400,0.0
180,0,4925,0.0
181,0,5325,0.0
182,0,1364,0.0
183,0,2591,0.0
184,0,1317,0.0
185,0,5787,4.744
186,0,5664,0.0
187,0,718,0.0
188,0,286,0.0
189,0,1806,0.0
190,0,3525,0.0
191,0,4442,0.0
192,0,3760,0.0
193,0,2373,0.0
194,0,4878,0.0
195,0,5203,0.0
196,0,3616,0.0
197,0,5409,0.0
198,0,3103,0.0
199,0,6409,0.0
200,0,1896,0.0
201,0,6545,0.0
202,0,5819,0.0
203,0,6303,0.0
204,0,4775,0.0
205,0,3578,0.0
206,0,5302,0.0
207,0,1563,0.0
208,0,4714,0.0
209,0,5164,0.0
210,0,3275,0.0
211,0,2766,7.527
212,0,369,0.0
213,0,4239,0.0
214,0,1823,0.0
215,0,952,0.0
216,0,4612,0.0
217,0,2367,4.355
218,0,906,0.0
219,0,3468,0.0
220,0,397,0.0
221,0,1409,0.0
222,0,1615,0.0
223,0,2749,0.0
224,0,2023,0.0
225,0,504,0.0
226,0,2555,0.0
227,0,4984,0.0
228,0,3708,0.0
229,0,1867,0.0
230,0,5435,0.0
231,0,6062,0.0
232,0,2449,0.0
233,0,29,0.0
234,0,1735,0.0
235,0,4203,0.0
236,0,862,0.0
237,0,6547,0.0
238,0,4127,0.0
239,0,3416,0.0
240,0,1281,0.0
241,0,4345,0.0
242,0,1775,0.0
243,0,3935,0.0
244,0,2495,0.0
245,0,2020,0.0
246,0,5338,0.0
247,0,5615,0.0
248,0,4994,0.0
249,0,59,0.0
250,0,6199,0.0
251,0,381,0.0
252,0,1128,0.0
253,0,2025,0.0
254,0,165,0.0
255,0,6511,0.0
256,0,3812,0.0
257,0,1819,0.0
258,0,3020,5.18
259,0,899,0.0
260,0,1844,0.0
261,0,6288,0.0
262,0,4903,0.0
263,0,5341,0.0
264,0,1879,0.0
265,0,3790,0.0
266,0,4671,0.0
267,0,2536,0.0
268,0,3637,0.0
269,0,1048,0.0
270,0,1678,0.0
271,0,3872,0.0
272,0,2911,0.0
273,0,5455,0.0
274,0,3687,0.0
275,0,129,0.0
276,0,3678,0.0
277,0,6279,0.0
278,0,6373,0.0
279,0,4333,0.0
280,0,1877,0.0
281,0,2501,0.0
282,0,1798,0.0
283,0,5444,0.0
284,0,3111,0.0
285,0,6009,0.0
286,0,6052,0.0
287,0,1716,0.0
288,0,797,0.0
289,0,1275,0.0
290,0,4215,0.0
291,0,6154,0.0
292,0,5752,0.0
293,0,1358,0.0
294,0,396,0.0
295,0,2464,0.0
296,0,2162,0.0
297,0,4066,0.0
298,0,3673,0.0
299,0,3,0.0
300,0,587,0.0
301,0,674,0.0
302,0,3727,0.0
303,0,6463,0.0
304,0,2017,0.0
305,0,946,0.0
306,0,5459,0.0
307,0,4874,0.0
308,0,5645,0.0
309,0,237,0.0
310,0,1500,0.0
311,0,5967,0.0
312,0,694,0.0
313,0,404,0.0
314,0,42,0.0
315,0,1294,0.0
316,0,1029,0.0
317,0,770,0.0
318,0,5421,0.0
319,0,5826,0.0
320,0,707,0.0
321,0,2192,0.0
322,0,826,0.0
323,0,5977,0.0
324,0,213,0.0
325,0,2637,0.0
326,0,5608,0.0
327,0,51,0.0
328,0,3550,0.0
329,0,3829,0.0
330,0,1083,0.0
331,0,325,0.0
332,0,6022,0.0
333,0,2368,0.0
334,0,2651,0.0
335,0,2966,0.0
336,0,2474,0.0
337,0,6376,0.0
338,0,1033,0.0
339,0,350,0.0
340,0,3745,0.0
341,0,4862,0.0
342,0,740,0.0
343,0,1113,0.0
344,0,901,0.0
345,0,3125,0.0
346,0,4584,5.394
347,0,5483,0.0
348,0,2001,0.0
349,0,3517,0.0
350,0,2622,0.0
351,0,4194,0.0
352,0,6385,0.0
353,0,1336,0.0
354,0,3552,0.0
355,0,2748,0.0
356,0,6348,0.0
357,0,5127,0.0
358,0,5109,0.0
359,0,2347,0.0
360,0,2414,0.0
361,0,3294,0.0
362,0,4347,0.0
363,0,13,0.0
364,0,4502,0.0
365,0,4328,0.0
366,0,915,0.0
367,0,4587,0.0
368,0,4934,0.0
369,0,3415,0.0
370,0,1437,0.0
371,0,4924,0.0
372,0,4820,0.0
373,0,2692,0.0
374,0,247,0.0
375,0,4740,0.0
376,0,3057,0.0
377,0,4618,0.0
378,0,2727,0.0
379,0,519,0.0
380,0,1643,0.0
381,0,5153,0.0
382,0,2262,0.0
383,0,2122,0.0
384,0,149,0.0
385,0,2467,0.0
386,0,538,0.0
387,0,2626,0.0
388,0,4182,0.0
389,0,3644,0.0
390,0,6312,0.0
391,0,5777,0.0
392,0,5436,0.0
393,0,6487,0.0
394,0,430,0.0
395,0,303,0.0
396,0,3920,0.0
397,0,6341,0.0
398,0,660,0.0
399,0,5859,0.0
400,0,2640,0.0
401,0,1158,0.0
402,0,1585,0.0
403,0,5697,0.0
404,0,2318,0.0
405,0,3570,0.0
406,0,3112,0.0
407,0,3779,0.0
408,0,2729,0.0
409,0,6094,0.0
410,0,3062,0.0
411,0,32,0.0
412,0,1418,0.0
413,0,2010,0.0
414,0,1250,0.0
415,0,1369,0.0
416,0,6076,0.0
417,0,4243,0.0
418,0,2593,0.0
419,0,5660,0.0
420,0,3315,0.0
421,0,5155,0.0
422,0,2605,0.0
423,0,819,0.0
424,0,416,0.0
425,0,2440,0.0
426,0,132,0.0
427,0,1328,0.0
428,0,6087,0.0
429,0,138,0.0
430,0,5582,0.0
431,0,5944,0.0
432,0,2962,0.0
433,0,5185,0.0
434,0,1679,0.0
435,0,2798,0.0
436,0,698,0.0
437,0,3207,0.0
438,0,3196,0.0
439,0,455,0.0
440,0,3996,0.0
441,0,5286,0.0
442,0,1728,0.0
443,0,4540,0.0
444,0,3944,0.0
445,0,4470,0.0
446,0,604,0.0
447,0,990,0.0
448,0,5537,0.0
449,0,6254,0.0
450,0,5960,0.0
451,0,3919,0.0
452,0,3943,0.0
453,0,944,0.0
454,0,5108,0.0
455,0,3894,0.0
456,0,1538,0.0
457,0,3605,0.0
458,0,5517,0.0
459,0,5301,0.0
460,0,3798,0.0
461,0,2399,0.0
462,0,1730,0.0
463,0,1036,0.0
464,0,2677,0.0
465,0,3592,0.0
466,0,3536,0.0
467,0,2852,0.0
468,0,4117,0.0
469,0,5874,0.0
470,0,498,0.0
471,0,5046,0.0
472,0,2901,0.0
473,0,6173,0.0
474,0,6367,0.0
475,0,1199,0.0
476,0,1098,0.0
477,0,570,0.0
478,0,1782,0.0
479,0,3433,0.0
480,0,2264,0.0
481,0,1757,0.0
482,0,3080,0.0
483,0,5690,0.0
484,0,802,0.0
485,0,1359,0.0
486,0,6263,0.0
487,0,3799,0.0
488,0,3546,0.0
489,0,5319,0.0
490,0,2660,0.0
491,0,5545,0.0
492,0,5139,0.0
493,0,2134,0.0
494,0,5428,0.0
495,0,4738,0.0
496,0,395,0.0
497,0,3455,0.0
498,0,3912,0.0
499,0,3083,0.0
